New ID,pro Relationship Start Date,pro Relationship End Date
28462287,04/24/2014,11/03/2014
28462287,11/03/2014,03/01/2016
28463189,06/24/2015,07/27/2015
28463189,08/12/2015,08/28/2015
28463189,08/28/2015,04/18/2016
28470764,01/11/2017,03/01/2017
28470764,03/01/2017,03/06/2017
28472767,04/17/2013,08/08/2013
28472767,07/05/2016,07/20/2016
28472767,07/20/2016,08/08/2016
28472767,08/08/2016,08/19/2016
28478441,09/20/2013,11/27/2013
28478441,11/27/2013,05/21/2014
28478441,02/23/2016,04/25/2016
28478441,06/22/2016,09/28/2016
28484469,12/13/2015,03/14/2016
28485122,10/28/2011,07/16/2012
28485122,07/16/2012,05/02/2014
28487169,02/08/2012,03/28/2013
28489262,11/06/2014,12/15/2014
28489262,05/11/2016,06/24/2016
28490660,03/01/2016,04/21/2016
28490660,07/27/2016,08/11/2016
28490660,08/11/2016,10/24/2016
28498708,11/02/2011,12/03/2012
28498708,12/03/2012,04/22/2013
28498708,04/22/2013,05/08/2013
28498708,05/08/2013,05/10/2013
28498708,05/15/2013,05/30/2014
28498708,06/20/2014,11/25/2015
28498708,11/02/2015,12/14/2016
28498708,12/14/2016,03/14/2017
28498708,03/14/2017,
28504665,11/24/2014,12/19/2014
28514735,01/15/2014,09/05/2014
28514735,09/05/2014,02/05/2015
28514735,09/17/2014,12/01/2014
28514735,01/22/2015,02/22/2017
28514735,02/22/2017,
28516007,11/01/2017,
28520450,02/22/2016,02/25/2016
28534440,11/21/2016,03/01/2017
28534440,03/01/2017,03/02/2017
28538424,10/29/2014,01/06/2015
28545105,08/28/2012,09/20/2012
28549181,08/07/2014,09/19/2014
28551621,10/02/2012,10/05/2012
28556064,07/02/2012,08/29/2012
28566300,08/07/2014,09/18/2014
28566300,09/14/2015,10/14/2015
28566300,10/14/2015,10/29/2015
28566300,10/29/2015,02/03/2017
28566300,02/06/2017,03/14/2017
28574972,07/10/2015,07/16/2015
28579951,04/27/2015,08/13/2015
28584985,09/18/2017,
28596374,01/03/2012,12/03/2012
28596374,12/03/2012,03/22/2013
28599548,06/05/2014,06/27/2014
28610059,08/17/2012,02/15/2013
28618502,10/01/2017,
28626863,08/13/2013,09/20/2013
28626863,10/01/2013,02/19/2014
28628003,01/26/2012,08/31/2012
28628003,10/01/2012,02/08/2013
28628003,02/08/2013,11/06/2014
28628003,09/29/2014,12/19/2014
28628003,12/09/2015,02/15/2016
28628003,02/15/2016,02/22/2016
28628003,02/22/2016,03/09/2016
28628003,03/09/2016,07/22/2016
28628003,07/12/2017,
28638842,02/20/2017,03/01/2017
28644427,09/19/2014,01/12/2015
28644427,06/04/2015,09/25/2015
28646452,04/15/2015,04/16/2015
28647815,06/20/2012,08/17/2012
28654302,05/03/2012,09/09/2013
28654302,12/23/2013,01/14/2014
28654302,01/14/2014,01/30/2014
28654302,01/30/2014,05/08/2014
28654302,05/08/2014,01/22/2015
28656847,10/23/2017,
28657805,04/25/2014,06/10/2014
28657805,06/10/2014,12/08/2014
28657805,12/08/2014,05/08/2015
28657805,09/24/2015,04/27/2016
28657805,04/27/2016,02/07/2017
28657805,05/31/2016,07/26/2016
28657805,02/08/2017,03/14/2017
28657805,03/14/2017,03/24/2017
28657805,10/18/2017,
28677144,10/26/2015,01/15/2016
28679104,02/23/2015,04/18/2015
28679104,04/18/2015,04/23/2015
28681180,04/02/2015,04/22/2015
28686147,12/19/2011,06/15/2012
28686147,06/26/2012,03/31/2013
28693496,10/18/2017,
28694452,11/08/2017,
28699836,05/15/2012,01/16/2013
28699836,09/21/2015,12/08/2015
28699836,02/21/2017,03/01/2017
28700965,04/22/2015,06/19/2015
28702752,03/14/2016,03/16/2016
28702752,03/16/2016,10/17/2016
28716930,11/25/2014,02/19/2015
28716930,02/19/2015,09/07/2015
28716930,09/07/2015,01/21/2016
28716930,09/07/2015,10/04/2016
28733585,12/03/2014,01/22/2015
28736895,03/17/2016,06/14/2016
28744421,10/24/2014,10/29/2014
28744421,06/18/2015,04/27/2016
28744421,11/13/2017,
28745765,10/22/2015,10/23/2015
28759566,03/30/2012,05/24/2012
28759566,07/05/2012,07/05/2012
28767308,07/19/2013,11/11/2013
28768500,02/01/2012,04/23/2012
28768500,04/23/2012,08/03/2012
28768500,08/03/2012,12/03/2012
28768500,12/03/2012,04/22/2013
28768500,05/30/2013,09/10/2013
28768500,09/11/2013,12/15/2014
28768500,12/15/2014,07/27/2015
28768500,07/27/2015,08/18/2015
28768500,08/18/2015,09/27/2016
28768500,09/23/2016,02/22/2017
28768500,09/20/2017,
28769594,05/14/2014,08/01/2014
28773003,10/07/2013,12/13/2013
28774606,02/07/2012,02/07/2013
28774606,11/14/2013,01/06/2014
28774606,01/06/2014,06/17/2014
28774606,12/08/2016,03/01/2017
28774606,03/01/2017,03/02/2017
28774606,03/02/2017,
28780109,01/22/2015,03/24/2015
28780109,07/28/2016,
28795025,04/21/2011,07/16/2012
28795025,07/16/2012,07/15/2013
28799351,12/15/2014,02/04/2016
28799351,02/04/2016,07/01/2016
28799351,07/01/2016,09/22/2016
28803621,12/09/2015,03/02/2016
28804533,08/11/2011,07/16/2012
28804533,07/16/2012,03/22/2013
28804533,03/22/2013,09/12/2013
28804533,09/12/2013,02/05/2015
28812370,11/26/2015,03/22/2016
28818006,03/24/2015,04/20/2015
28818006,04/20/2015,08/03/2015
28820843,05/15/2012,07/25/2012
28838347,10/02/2013,01/06/2014
28840508,10/14/2013,11/18/2013
28840508,11/21/2013,01/08/2014
28840508,01/09/2014,02/19/2014
28841420,03/04/2013,09/02/2013
28841420,09/03/2013,12/01/2014
28847698,03/19/2013,10/21/2013
28847698,01/23/2014,05/15/2014
28854433,02/21/2012,04/12/2012
28854433,04/12/2012,06/17/2013
28855641,05/17/2012,07/09/2012
28855641,07/09/2012,07/11/2012
28855641,07/11/2012,12/06/2012
28855641,12/06/2012,04/24/2013
28855641,05/06/2014,06/26/2014
28855641,07/24/2014,11/04/2014
28855641,11/10/2014,11/21/2014
28855641,11/21/2014,04/06/2016
28855641,04/07/2016,08/04/2016
28855641,08/04/2016,11/03/2016
28855641,11/03/2016,03/29/2017
28858794,04/12/2012,04/27/2012
28859173,03/02/2015,03/02/2015
28875371,01/12/2015,02/11/2015
28888205,03/23/2012,11/15/2012
28888205,11/15/2012,12/03/2012
28888205,12/03/2012,04/19/2013
28888205,04/19/2013,06/19/2013
28888205,06/28/2013,07/10/2013
28888205,07/12/2013,05/02/2014
28888205,01/30/2014,05/08/2014
28888205,05/08/2014,07/23/2014
28888205,06/06/2014,09/05/2014
28888205,10/14/2014,11/20/2014
28947889,03/19/2014,07/02/2015
28947889,12/17/2015,03/21/2016
28963851,07/07/2016,09/08/2016
28989222,07/11/2016,08/01/2016
28990861,10/03/2012,05/02/2013
28990861,05/02/2013,08/13/2013
28990861,09/14/2015,09/21/2015
28990861,09/21/2015,03/14/2017
28990861,03/14/2017,03/16/2017
28993135,09/19/2017,
28994056,01/19/2015,03/25/2015
28994056,09/11/2015,09/21/2015
28994056,09/21/2015,09/29/2015
28994056,09/29/2015,11/25/2016
28994056,11/25/2016,03/14/2017
28994056,07/21/2017,
28994373,08/31/2016,10/31/2016
29012015,12/24/2014,02/04/2016
29012015,02/04/2016,07/01/2016
29012015,07/01/2016,01/09/2017
29014938,11/19/2010,08/14/2013
29021897,06/16/2015,08/07/2015
29041273,02/18/2014,05/15/2014
29041639,04/08/2013,05/10/2013
29052746,02/26/2015,04/18/2015
29052746,04/18/2015,07/24/2015
29052746,08/19/2016,11/29/2016
29052746,10/24/2016,12/15/2016
29052746,05/14/2017,
29055445,10/03/2013,05/01/2014
29055445,05/01/2014,06/26/2014
29055445,02/15/2016,04/22/2016
29068931,10/23/2017,
29069718,05/12/2012,05/31/2012
29071716,12/24/2014,03/04/2015
29072458,02/24/2012,07/16/2012
29072458,07/16/2012,01/28/2015
29073907,09/08/2016,10/10/2016
29079437,10/27/2014,12/31/2014
29100965,11/24/2016,12/01/2016
29101797,08/02/2012,03/21/2013
29132152,02/01/2016,03/23/2016
29136033,07/27/2016,10/17/2016
29140212,05/20/2016,10/03/2016
29156124,01/15/2016,03/31/2016
29158790,05/19/2011,07/16/2012
29158790,07/16/2012,10/08/2013
29159578,02/09/2017,03/01/2017
29159578,10/30/2017,
29159621,11/13/2017,
29178220,04/12/2015,04/19/2015
29178220,04/19/2015,06/13/2015
29188109,02/02/2012,07/25/2012
29197950,05/01/2014,06/19/2014
29197950,03/31/2015,08/19/2015
29203524,01/10/2017,03/01/2017
29203524,03/01/2017,03/06/2017
29203714,05/07/2009,12/22/2012
29203849,03/14/2012,04/13/2012
29204434,03/27/2014,04/10/2015
29207148,12/29/2014,03/02/2015
29241770,11/19/2013,12/02/2013
29242232,11/28/2014,12/16/2014
29242232,12/16/2014,12/18/2014
29242232,12/18/2014,03/16/2015
29242232,03/16/2015,01/16/2016
29262247,01/05/2012,07/16/2012
29262247,07/16/2012,12/31/2014
29266098,11/08/2017,
29266917,10/25/2011,04/23/2013
29266917,04/23/2013,05/28/2013
29266917,05/28/2013,02/12/2014
29266917,02/10/2014,01/25/2015
29266917,01/26/2015,02/22/2017
29266917,09/20/2017,
29268171,10/24/2013,12/02/2013
29268171,10/24/2013,01/30/2014
29268776,07/25/2012,10/10/2012
29271167,07/14/2017,
29275884,04/22/2015,05/01/2015
29275884,08/28/2015,09/15/2015
29275884,09/23/2016,11/11/2016
29279001,04/25/2014,07/11/2014
29279001,07/03/2014,10/27/2014
29279001,07/11/2014,07/11/2014
29279001,01/30/2015,06/09/2015
29279001,06/10/2015,09/01/2015
29279001,09/02/2015,09/07/2015
29279001,09/08/2015,08/31/2016
29279001,09/30/2016,10/18/2016
29279001,11/08/2016,11/17/2016
29301658,05/22/2012,10/16/2012
29301658,10/16/2012,05/24/2013
29301658,11/06/2014,12/15/2014
29301658,05/27/2015,08/19/2015
29302233,03/17/2015,04/20/2015
29302233,04/20/2015,07/22/2015
29302233,07/22/2015,11/10/2015
29303954,07/11/2012,10/05/2012
29303954,10/05/2012,12/03/2012
29303954,12/03/2012,04/22/2013
29303954,04/22/2013,10/04/2013
29305427,10/07/2014,12/19/2014
29309806,11/08/2016,11/22/2016
29313715,06/03/2013,09/25/2013
29313715,09/25/2013,11/05/2013
29325560,10/09/2014,12/22/2014
29325560,12/22/2014,06/08/2015
29327328,05/21/1999,06/28/2013
29331961,02/10/2015,05/28/2015
29331961,09/08/2015,08/24/2016
29331961,09/16/2016,03/29/2017
29333009,05/17/2010,07/16/2012
29333009,07/16/2012,08/21/2012
29333009,08/21/2012,03/01/2013
29333009,03/01/2013,10/29/2015
29339017,08/23/2011,07/31/2012
29339017,07/31/2012,04/03/2013
29339017,04/03/2013,04/30/2013
29362690,06/14/2011,10/22/2012
29362690,06/14/2011,06/14/2013
29362690,06/27/2013,10/22/2013
29362775,05/01/2013,08/08/2013
29365895,08/05/2009,05/25/2012
29366490,09/11/2012,10/30/2012
29369206,08/23/2011,07/30/2012
29369206,01/12/2015,02/26/2015
29387780,01/30/2015,04/13/2015
29387780,04/13/2015,09/23/2015
29387780,02/19/2016,04/29/2016
29387893,03/22/2016,04/19/2016
29401188,06/14/2017,
29413471,01/22/2017,02/22/2017
29428980,10/21/2011,07/16/2012
29428980,07/16/2012,10/22/2012
29447944,03/02/2016,05/04/2016
29447944,07/01/2016,11/11/2016
29460620,10/11/2013,10/22/2013
29460620,10/22/2013,08/01/2014
29460620,12/17/2014,02/27/2015
29464094,05/16/2016,08/16/2016
29464094,08/17/2016,02/27/2017
29472673,11/18/2015,12/11/2015
29477030,01/29/2016,11/09/2016
29482726,10/01/2017,
29487788,07/31/2012,05/01/2014
29488515,12/16/2011,07/16/2012
29488515,07/16/2012,08/08/2012
29492394,10/25/2017,
29494770,02/26/2014,06/25/2014
29494770,04/29/2015,07/07/2015
29501743,09/28/2016,10/31/2016
29509775,04/08/2013,06/11/2013
29509775,07/11/2013,10/03/2013
29509775,10/20/2016,03/01/2017
29509775,03/01/2017,03/17/2017
29509775,11/06/2017,
29517325,12/02/2016,02/09/2017
29529621,04/01/2014,07/11/2014
29529621,07/11/2014,08/28/2014
29539027,07/03/2014,07/11/2014
29539027,07/11/2014,10/06/2014
29539027,10/06/2014,06/05/2015
29539027,06/05/2015,06/29/2015
29539027,06/29/2015,09/04/2015
29539027,08/27/2015,12/18/2015
29539027,12/18/2015,11/18/2016
29539027,11/18/2016,03/14/2017
29539027,03/14/2017,03/24/2017
29541398,03/31/2014,05/07/2014
29541398,09/24/2015,11/11/2015
29541398,10/07/2016,11/03/2016
29548895,08/16/2012,11/14/2012
29548895,11/14/2012,01/15/2013
29548895,01/15/2013,08/02/2013
29555072,03/16/2016,06/16/2016
29565400,03/19/2013,03/19/2013
29565400,03/19/2013,05/14/2013
29565400,05/17/2013,05/31/2013
29565400,08/28/2013,01/10/2014
29565400,09/13/2017,
29579850,08/28/2015,11/10/2015
29584263,12/18/2014,02/02/2015
29622327,02/21/2017,03/01/2017
29628560,08/29/2014,09/11/2014
29629289,02/05/2013,06/11/2013
29629289,07/04/2013,09/18/2013
29629289,09/18/2013,11/18/2013
29629289,11/21/2013,12/02/2013
29629289,12/04/2013,06/01/2014
29642082,04/20/2012,05/09/2012
29649371,10/30/2012,01/08/2013
29659884,04/21/2016,07/11/2016
29659884,09/14/2016,09/20/2016
29659884,09/14/2016,11/17/2016
29659884,11/17/2016,02/21/2017
29659884,02/22/2017,03/14/2017
29659884,03/14/2017,
29663058,10/18/2016,03/14/2017
29663058,10/13/2017,
29663924,11/07/2012,01/18/2013
29663924,01/30/2013,06/03/2013
29663924,07/12/2013,10/31/2013
29670292,11/28/2012,03/13/2013
29670292,03/13/2013,12/10/2013
29670292,12/10/2013,12/12/2013
29670292,12/12/2013,07/28/2014
29670292,07/31/2014,12/19/2014
29670292,12/13/2014,02/09/2015
29670292,02/09/2015,09/17/2015
29681931,09/30/2016,11/17/2016
29681931,11/17/2016,02/25/2017
29691252,07/30/2015,10/30/2015
29691252,12/24/2015,01/19/2016
29691617,02/28/2014,04/03/2014
29703435,03/03/2016,11/15/2016
29728931,08/29/2013,11/12/2013
29728931,11/12/2013,01/06/2015
29728931,01/06/2015,02/11/2015
29731544,11/13/2017,
29733559,08/22/2016,11/08/2016
29733559,11/08/2016,03/03/2017
29736492,03/11/2015,04/07/2015
29736492,10/24/2017,
29739551,11/15/2013,01/08/2014
29742905,10/05/2017,
29757754,03/14/2012,04/26/2012
29757940,10/31/2016,11/09/2016
29757940,11/10/2016,11/16/2016
29762957,12/13/2015,12/16/2015
29762957,12/17/2015,01/22/2016
29766538,05/18/2016,06/16/2016
29766758,01/04/2013,02/19/2013
29769512,12/03/2015,01/14/2016
29772637,04/13/2015,04/19/2015
29772637,04/19/2015,06/13/2015
29773750,10/23/2017,
29773967,07/18/2014,07/31/2014
29773967,07/31/2014,10/17/2014
29773967,10/16/2014,06/17/2016
29801928,02/27/2015,04/18/2015
29801928,04/18/2015,05/01/2015
29801928,05/01/2015,09/29/2015
29805503,02/22/2012,09/11/2012
29805503,02/10/2014,04/15/2014
29805503,04/26/2016,07/14/2016
29805503,07/14/2016,07/14/2016
29805503,07/14/2016,
29808112,10/25/2017,
29817998,05/27/2016,06/10/2016
29817998,07/04/2016,10/17/2016
29817998,10/17/2016,11/22/2016
29817998,11/22/2016,02/21/2017
29817998,02/22/2017,03/14/2017
29817998,03/14/2017,03/30/2017
29817998,11/03/2017,
29854807,10/17/2017,
29855386,02/25/2013,10/02/2013
29855386,11/08/2016,12/14/2016
29870736,06/24/2014,11/10/2014
29878749,07/23/2013,11/27/2013
29890914,04/30/2013,07/23/2013
29898832,01/20/2014,03/27/2014
29916574,10/16/2014,12/10/2014
29916574,08/01/2015,09/21/2015
29916574,05/16/2016,08/01/2016
29918120,10/17/2005,01/10/2013
29918120,09/24/2011,02/19/2013
29918120,01/09/2012,01/23/2014
29918120,06/06/2014,09/04/2014
29918437,03/16/2012,05/25/2012
29918437,05/25/2012,06/01/2012
29918437,06/01/2012,07/05/2012
29918437,07/05/2012,12/11/2012
29918437,12/12/2012,01/30/2013
29918437,01/29/2013,07/25/2013
29918437,08/05/2013,12/02/2013
29923848,11/25/2014,12/19/2014
29944581,08/24/2016,10/28/2016
29951078,07/26/2013,09/10/2014
29951078,09/10/2014,12/05/2014
29951078,12/08/2014,02/21/2015
29953614,11/13/2012,06/20/2013
29962469,06/06/2012,02/12/2013
29962469,04/10/2013,07/29/2013
29962469,09/17/2013,10/04/2013
29962469,04/28/2014,06/27/2014
29975599,06/03/2013,06/24/2013
29975599,11/27/2013,03/03/2014
29975599,03/03/2014,03/11/2014
29975599,03/11/2014,09/02/2014
29975691,08/16/2012,09/10/2012
29982161,05/31/2012,09/20/2012
29985442,10/23/2014,11/26/2014
29985442,11/26/2014,02/04/2016
30025816,12/16/2014,03/03/2015
30027165,03/24/2016,03/24/2016
30027165,03/24/2016,11/15/2016
30030513,09/21/2012,04/18/2013
30030513,03/28/2014,06/17/2014
30049166,11/30/2016,01/04/2017
30050235,10/12/2011,06/04/2012
30050235,06/04/2012,07/16/2012
30050235,07/16/2012,08/07/2012
30050235,08/07/2012,11/30/2012
30050235,12/14/2012,01/07/2013
30050235,01/07/2013,03/01/2013
30050235,03/01/2013,08/13/2014
30061871,08/22/2014,09/29/2014
30071383,03/15/2012,04/27/2012
30083734,12/11/2014,01/14/2015
30083734,11/05/2015,01/22/2016
30084837,01/28/2014,06/13/2014
30084837,06/13/2014,12/09/2014
30094527,10/23/2017,
30107161,09/19/2013,09/24/2014
30131414,05/20/2011,09/17/2012
30137240,07/09/2014,10/02/2014
30142032,02/26/2014,07/28/2014
30142763,01/12/2016,02/25/2016
30145290,07/31/2014,08/14/2014
30148604,09/08/2014,11/17/2014
30148604,02/02/2015,04/08/2015
30148604,04/08/2015,12/01/2016
30165707,02/07/2017,03/01/2017
30165707,03/01/2017,03/27/2017
30181703,03/31/2014,05/07/2014
30181703,10/07/2016,11/03/2016
30186135,01/26/2012,07/16/2012
30186135,07/16/2012,11/05/2012
30215364,08/13/2013,09/10/2013
30222954,09/26/2013,08/10/2014
30222954,08/13/2014,07/21/2016
30222954,02/19/2015,02/27/2015
30222954,11/13/2017,
30245677,09/30/2015,02/03/2016
30256500,04/16/2009,02/11/2013
30256500,07/16/2012,09/29/2015
30256620,11/12/2013,04/23/2014
30258108,01/29/2014,04/22/2014
30258108,04/22/2014,09/17/2014
30259724,09/17/2015,11/02/2015
30259724,10/24/2017,
30277660,10/23/2017,
30280234,11/17/2016,11/30/2016
30283344,02/20/2014,04/29/2014
30286889,03/14/2012,07/03/2012
30286889,07/03/2012,04/04/2014
30293239,08/07/2012,08/13/2012
30293239,08/13/2012,11/05/2012
30293239,11/05/2012,10/07/2013
30328928,07/09/2014,09/24/2014
30328928,11/19/2014,01/05/2015
30334828,06/04/2014,06/24/2014
30334828,06/26/2014,03/06/2015
30335674,03/24/2016,06/14/2016
30346856,06/03/2015,06/19/2015
30347978,02/02/2012,12/03/2012
30347978,12/03/2012,08/15/2013
30347978,08/15/2013,11/28/2013
30350003,04/24/2014,06/09/2014
30359122,02/26/2014,06/03/2014
30359122,09/29/2014,10/20/2014
30361166,04/23/2012,05/03/2012
30370060,06/02/2014,07/11/2014
30370060,07/11/2014,09/03/2014
30370060,04/01/2015,04/18/2015
30370060,04/18/2015,05/20/2015
30370060,05/19/2015,09/25/2015
30370060,09/29/2015,02/09/2016
30373893,08/26/2016,10/04/2016
30376573,08/17/2014,09/05/2014
30377911,02/12/2010,04/30/2012
30377911,05/01/2012,07/16/2012
30377911,07/16/2012,11/27/2013
30381708,06/09/2011,07/01/2013
30381708,08/16/2013,09/05/2013
30381708,09/05/2013,03/13/2017
30382081,12/09/2011,07/16/2012
30382081,07/16/2012,03/18/2014
30382081,03/18/2014,02/22/2017
30382081,02/22/2017,
30388499,07/14/2015,11/23/2015
30391894,01/13/2014,04/08/2014
30391894,04/08/2014,06/16/2014
30391894,12/09/2016,01/17/2017
30394744,04/21/2014,06/11/2014
30403603,06/17/2016,09/05/2016
30405311,12/18/2014,03/11/2015
30405311,06/16/2015,08/26/2015
30408624,07/15/2016,10/06/2016
30408624,12/09/2016,03/01/2017
30414620,11/04/2014,06/12/2015
30414620,06/12/2015,11/10/2015
30419751,11/15/2011,04/11/2012
30419751,03/07/2014,03/13/2014
30419751,03/13/2014,06/16/2014
30419751,06/16/2014,12/05/2014
30419751,12/30/2014,04/01/2015
30419751,04/01/2015,09/08/2015
30431501,05/13/2013,11/04/2013
30431501,09/06/2013,11/04/2013
30431501,11/04/2013,03/16/2015
30431501,01/28/2015,11/01/2016
30431501,11/02/2016,02/22/2017
30431501,03/02/2017,
30435056,12/19/2011,07/16/2012
30435056,07/16/2012,03/22/2013
30435056,03/13/2013,12/12/2013
30435056,12/12/2013,04/15/2014
30435056,04/09/2014,09/05/2014
30435056,09/15/2014,01/04/2015
30435056,01/05/2015,01/18/2015
30435056,01/19/2015,08/27/2015
30435056,08/27/2015,08/28/2015
30435056,08/28/2015,09/28/2015
30435056,09/28/2015,03/14/2017
30435056,11/06/2017,
30444425,09/30/2011,05/02/2012
30444425,05/01/2012,03/27/2013
30459991,10/19/2015,01/27/2016
30464715,04/08/2011,07/16/2012
30464715,07/16/2012,08/27/2015
30464715,08/27/2015,01/31/2017
30464715,01/31/2017,01/31/2017
30464715,01/31/2017,02/22/2017
30464715,04/05/2017,
30466006,09/09/2016,12/12/2016
30471483,11/30/2012,07/09/2013
30471483,07/09/2013,04/24/2014
30471483,04/24/2014,11/27/2014
30471483,11/27/2014,12/09/2014
30471483,12/09/2014,04/22/2015
30471483,04/22/2015,06/29/2015
30471483,06/29/2015,10/18/2016
30501513,02/26/2013,04/22/2015
30501513,04/22/2015,06/29/2015
30501513,06/29/2015,11/25/2015
30514826,04/21/2016,07/11/2016
30514826,09/14/2016,09/20/2016
30514826,09/14/2016,11/17/2016
30514826,11/17/2016,02/21/2017
30514826,02/22/2017,03/14/2017
30514826,03/14/2017,
30534028,11/17/2014,04/19/2015
30534028,04/19/2015,05/14/2015
30535540,05/31/2011,10/24/2012
30550345,08/22/2017,
30574397,10/23/2017,
30578589,12/20/2011,04/10/2012
30578905,11/20/2012,12/07/2012
30578905,12/07/2012,01/10/2013
30578905,01/10/2013,07/07/2013
30588243,07/05/2013,09/25/2013
30608061,05/29/2014,06/23/2014
30608061,11/11/2014,01/14/2015
30610383,08/07/2013,10/24/2013
30611724,11/23/2015,03/10/2016
30632720,11/22/2012,01/23/2013
30632720,07/19/2017,
30655358,02/06/2012,07/16/2012
30655358,07/16/2012,04/17/2014
30655358,01/22/2015,02/22/2017
30655358,08/15/2017,
30657144,03/20/2012,09/21/2012
30659148,05/20/2013,12/06/2013
30663951,04/24/2014,06/10/2014
30678998,12/18/2014,03/03/2015
30687560,02/10/2014,06/16/2014
30687560,06/26/2015,10/02/2015
30690045,04/02/2015,09/26/2015
30696314,04/02/2013,06/10/2013
30699945,08/28/2012,10/04/2012
30699945,08/29/2012,10/04/2012
30709983,07/07/2015,08/12/2015
30715201,12/12/2014,05/22/2015
30733889,01/06/2017,02/24/2017
30734684,12/10/2012,04/23/2013
30746298,05/15/2012,08/29/2012
30746298,08/29/2012,03/28/2013
30746298,04/02/2013,11/08/2013
30746298,06/03/2014,06/27/2014
30746298,08/12/2014,09/02/2014
30746298,09/02/2014,12/12/2014
30746298,12/12/2014,02/13/2015
30746298,02/19/2015,07/30/2015
30746298,03/04/2015,12/18/2015
30746945,11/29/2012,01/10/2013
30758972,01/07/2011,07/16/2012
30758972,07/16/2012,09/05/2014
30758972,09/15/2014,01/04/2015
30758972,01/05/2015,01/09/2015
30758972,01/09/2015,03/14/2017
30758972,03/14/2017,03/27/2017
30758972,03/27/2017,
30761359,11/19/2012,11/28/2012
30761359,12/06/2012,01/28/2013
30761359,12/06/2012,02/06/2013
30761518,04/14/2016,06/18/2016
30761518,10/23/2017,
30779802,04/28/2016,08/05/2016
30783371,03/20/2012,10/01/2012
30783659,01/25/2013,02/13/2013
30783659,03/24/2016,05/13/2016
30789103,04/28/2012,06/25/2012
30789103,06/25/2012,03/08/2013
30805420,01/13/2017,02/08/2017
30805420,02/08/2017,02/24/2017
30805420,02/24/2017,03/03/2017
30815888,09/23/2013,11/15/2013
30821373,03/31/2014,12/18/2014
30821373,12/18/2014,09/25/2015
30822652,10/12/2011,07/16/2012
30822652,07/16/2012,03/01/2013
30822652,11/13/2014,02/22/2017
30822652,02/22/2017,
30822697,02/27/2012,08/09/2012
30822697,02/18/2013,08/08/2013
30822697,09/13/2013,11/05/2013
30822697,11/05/2013,11/14/2013
30822697,11/14/2013,10/05/2016
30822697,08/23/2016,02/22/2017
30822697,09/20/2017,
30825941,10/25/2017,
30833435,01/27/2012,02/14/2013
30836027,04/07/2014,05/21/2015
30845744,06/07/2012,01/10/2013
30845927,01/01/2004,03/31/2015
30852549,03/20/2014,05/14/2014
30855192,06/23/2014,09/09/2014
30855192,09/09/2014,01/02/2015
30855192,01/02/2015,03/16/2015
30855192,01/13/2017,03/01/2017
30855192,03/01/2017,03/23/2017
30858345,11/09/2017,
30860750,02/19/2014,05/01/2014
30867448,01/14/2014,04/15/2014
30867448,04/15/2014,09/01/2014
30867448,01/09/2015,03/19/2015
30867448,06/10/2015,07/29/2015
30867448,09/21/2015,12/01/2015
30867448,03/09/2016,07/05/2016
30867448,10/18/2017,
30867659,06/09/2014,06/23/2014
30867659,06/19/2014,03/02/2015
30867659,03/03/2015,11/18/2015
30867659,11/18/2015,03/14/2017
30867659,03/14/2017,
30876619,08/17/2011,06/06/2012
30876619,06/06/2012,01/15/2013
30876619,01/15/2013,11/11/2014
30876619,11/11/2014,01/08/2015
30876619,01/08/2015,04/11/2016
30876619,04/11/2016,04/13/2016
30881796,04/12/2012,06/19/2012
30881796,06/19/2012,08/16/2012
30881796,09/25/2014,11/05/2014
30881796,01/15/2015,02/18/2015
30881796,07/22/2015,09/24/2015
30886136,05/22/2012,05/21/2013
30890889,01/25/2012,08/22/2012
30899885,10/01/2013,03/07/2014
30908913,04/02/2013,10/25/2013
30908913,08/26/2014,09/23/2014
30908913,09/23/2014,12/30/2014
30908913,02/11/2015,04/21/2015
30908913,04/21/2015,06/03/2015
30908913,08/28/2015,10/29/2015
30908913,12/22/2015,02/11/2016
30908913,02/11/2016,06/30/2016
30935938,03/13/2015,03/19/2015
30935938,03/19/2015,03/30/2015
30960494,05/14/2014,07/11/2014
30960494,07/11/2014,07/15/2014
30960494,11/19/2014,03/03/2015
30960494,04/24/2015,06/13/2015
30964080,04/16/2014,07/03/2014
30964080,07/03/2014,07/21/2014
30964080,07/21/2014,08/14/2014
30964080,08/14/2014,09/19/2014
30964080,09/25/2014,12/05/2014
30971732,04/16/2013,09/12/2013
30981327,11/10/2014,01/21/2015
30986285,09/10/2008,02/05/2013
30998739,04/20/2011,07/16/2012
30998739,07/16/2012,06/28/2013
30998739,06/25/2013,09/26/2013
30998739,09/26/2013,03/14/2017
30998739,03/14/2017,
31008555,12/20/2011,12/03/2012
31008555,12/03/2012,04/08/2013
31008555,04/24/2014,07/11/2014
31017175,09/19/2017,
31030991,07/17/2012,08/17/2012
31030991,07/09/2014,07/11/2014
31030991,07/11/2014,08/11/2014
31030991,11/22/2016,11/23/2016
31030991,11/24/2016,01/12/2017
31053109,12/03/2010,11/19/2012
31053109,11/19/2012,12/03/2012
31053109,12/03/2012,04/05/2013
31054940,11/11/2014,12/19/2014
31054940,12/19/2014,07/17/2015
31054940,07/20/2015,09/16/2015
31054940,09/17/2015,02/19/2016
31054940,06/14/2016,06/22/2016
31054940,06/23/2016,11/24/2016
31054940,11/24/2016,03/14/2017
31054940,03/14/2017,
