New ID,pro Relationship Start Date,pro Relationship End Date
43848861,06/03/2014,07/11/2014
43848861,07/11/2014,10/09/2014
43848861,07/07/2016,09/08/2016
43851023,02/06/2012,07/11/2012
43878534,02/13/2012,08/31/2012
43878534,10/22/2012,03/27/2013
43880929,04/17/2013,09/04/2013
43880929,09/04/2013,09/06/2013
43880929,09/06/2013,09/27/2013
43880929,09/25/2013,02/07/2014
43885787,03/31/2015,06/17/2015
43885787,06/11/2015,11/09/2015
43885787,06/17/2015,03/13/2016
43893356,12/05/2016,03/01/2017
43898272,03/11/2016,06/08/2016
43900133,04/12/2015,06/08/2015
43900133,06/08/2015,07/05/2015
43901611,09/30/2015,11/09/2015
43902054,02/26/2013,06/19/2013
43902054,10/24/2016,12/10/2016
43902938,12/08/2010,05/14/2012
43902938,05/14/2012,07/16/2012
43902938,07/16/2012,03/14/2013
43904157,07/26/2011,12/03/2012
43904157,12/03/2012,04/01/2013
43928966,02/07/2012,05/04/2012
43940706,05/02/2012,07/16/2012
43940706,07/16/2012,10/03/2012
43945082,08/10/2015,09/07/2015
43963149,01/08/2016,03/17/2016
43963149,01/24/2017,03/01/2017
43963149,03/01/2017,03/17/2017
43987784,10/18/2012,12/11/2012
43993483,03/28/2013,04/17/2013
43993483,05/07/2013,08/06/2013
44010481,11/11/2014,01/20/2015
44010481,01/20/2015,06/30/2015
44010481,06/30/2015,04/11/2016
44010634,08/22/2013,09/12/2013
44010634,03/31/2014,05/22/2014
44010634,02/16/2015,06/13/2015
44019168,08/23/2011,12/03/2012
44019168,12/03/2012,03/28/2013
44019517,12/10/2015,02/10/2016
44035623,02/18/2016,05/09/2016
44035623,05/09/2016,02/20/2017
44039518,01/09/2012,09/17/2012
44039518,09/17/2012,04/02/2014
44047928,06/26/2014,07/11/2014
44047928,07/11/2014,09/23/2014
44047928,09/23/2014,11/06/2014
44047928,09/23/2014,05/12/2015
44051241,11/07/2011,08/17/2012
44052458,03/13/2013,05/20/2013
44052483,05/08/2014,07/11/2014
44052483,07/11/2014,07/21/2014
44052483,07/21/2014,12/12/2014
44052483,12/12/2014,05/19/2015
44052483,07/28/2015,10/09/2015
44052483,02/04/2016,04/14/2016
44052483,04/18/2016,03/06/2017
44054753,08/07/2012,08/10/2012
44054753,11/01/2012,11/14/2012
44054753,12/04/2012,01/03/2013
44054753,01/03/2013,01/25/2013
44054753,01/27/2013,05/15/2013
44054753,05/15/2013,06/04/2013
44054753,06/04/2013,08/05/2013
44062386,02/26/2014,06/03/2014
44071054,04/28/2015,05/23/2015
44076937,07/13/2016,07/25/2016
44088976,04/05/2016,05/12/2016
44098400,10/31/2017,
44099190,12/06/2012,12/24/2012
44099190,12/24/2012,11/07/2013
44103490,10/09/2014,12/01/2014
44110624,12/17/2013,02/24/2014
44140873,05/05/2010,03/08/2013
44151521,08/26/2016,11/02/2016
44151521,10/23/2017,
44161627,10/27/2014,12/16/2014
44161627,11/13/2014,04/19/2015
44161627,04/19/2015,04/27/2015
44161627,04/27/2015,03/04/2016
44161627,03/04/2016,02/22/2017
44161627,02/22/2017,
44165813,03/12/2012,10/08/2012
44165813,02/05/2013,06/13/2013
44169894,03/30/2011,07/16/2012
44169894,07/16/2012,03/10/2015
44169894,03/10/2015,07/13/2015
44169894,07/13/2015,11/25/2015
44169894,11/20/2015,02/22/2017
44169894,02/22/2017,
44174133,07/30/2013,09/05/2014
44174133,10/16/2014,06/04/2015
44174133,01/29/2016,03/29/2016
44174133,03/30/2016,07/08/2016
44174133,07/29/2016,02/09/2017
44174133,02/10/2017,
44182187,03/13/2014,02/05/2015
44182187,02/05/2015,06/19/2015
44184052,06/13/2013,07/25/2013
44184052,07/25/2013,08/13/2013
44210207,10/28/2016,01/20/2017
44210207,01/27/2017,02/08/2017
44210207,11/13/2017,
44220490,10/06/2016,10/27/2016
44227886,10/01/2012,11/22/2012
44227886,11/08/2012,05/29/2014
44227886,05/29/2014,07/14/2015
44228090,09/26/2014,01/14/2015
44231680,12/28/2012,03/29/2013
44231680,03/30/2013,12/03/2014
44245346,03/29/2012,05/28/2013
44245346,06/17/2015,11/17/2015
44245346,09/22/2017,
44248797,03/12/2012,04/16/2012
44248797,04/16/2012,09/03/2012
44248797,09/24/2012,09/24/2012
44248797,09/24/2012,04/18/2013
44248797,04/19/2013,08/06/2013
44248797,03/24/2016,03/24/2016
44248797,03/24/2016,06/06/2016
44248797,06/07/2016,06/16/2016
44261976,07/13/2012,07/30/2012
44263947,02/20/2013,04/29/2013
44263947,05/20/2013,05/31/2013
44263947,08/09/2013,04/14/2014
44271206,04/27/2017,
44282342,12/09/2015,01/26/2016
44283829,02/02/2012,05/11/2012
44283829,05/21/2012,05/25/2012
44283829,05/28/2012,07/13/2012
44283829,07/16/2012,09/28/2012
44296395,04/04/2016,07/26/2016
44296395,02/27/2017,03/01/2017
44307145,10/08/2013,01/28/2014
44307446,01/18/2012,07/16/2012
44307446,07/16/2012,06/25/2013
44310058,04/22/2016,07/13/2016
44311023,05/23/2012,07/13/2012
44321840,07/30/2013,09/25/2013
44321840,09/25/2013,09/26/2013
44323707,10/23/2017,
44332589,12/18/2016,03/01/2017
44332589,03/01/2017,03/27/2017
44332589,05/15/2017,
44335174,06/21/2016,08/15/2016
44335174,08/04/2016,03/03/2017
44335174,03/03/2017,03/07/2017
44337375,07/15/2014,07/31/2014
44351034,12/24/2014,02/04/2016
44351034,02/04/2016,07/01/2016
44351034,07/01/2016,01/09/2017
44358735,04/18/2012,06/25/2012
44358735,06/25/2012,03/08/2013
44363580,09/12/2014,10/17/2014
44363580,10/17/2014,09/10/2015
44363580,09/10/2015,04/21/2016
44363580,04/19/2016,10/19/2016
44363580,10/25/2016,01/12/2017
44363580,01/12/2017,03/14/2017
44363580,03/14/2017,03/31/2017
44365137,06/30/2011,06/20/2012
44378266,12/10/2015,12/23/2015
44380573,08/01/2011,07/16/2012
44380573,07/16/2012,06/08/2013
44380573,06/07/2013,07/14/2013
44380573,07/15/2013,02/23/2014
44380573,02/24/2014,10/16/2015
44380573,10/16/2015,04/06/2016
44380573,03/01/2016,02/22/2017
44380573,09/20/2017,
44381480,05/08/2012,10/22/2012
44399503,04/16/2012,07/16/2012
44399503,07/16/2012,12/30/2013
44399503,12/30/2013,05/21/2014
44399503,05/21/2014,12/16/2014
44410798,01/05/2015,03/23/2015
44410798,03/23/2015,03/09/2016
44410798,10/23/2017,
44410992,10/04/2016,10/20/2016
44424832,07/13/2012,08/08/2012
44424832,08/08/2012,05/28/2013
44435364,02/13/2014,04/25/2014
44440996,06/07/2012,06/07/2012
44476040,08/27/2015,11/16/2015
44476040,11/16/2015,02/04/2016
44478866,07/16/2013,08/07/2013
44478866,08/07/2013,12/04/2013
44483427,06/13/2016,07/07/2016
44483427,07/08/2016,01/09/2017
44483427,09/26/2017,
44489512,02/18/2013,02/28/2013
44491291,03/13/2014,06/02/2014
44518825,03/09/2012,10/25/2012
44518825,10/25/2012,11/05/2012
44518825,11/05/2012,11/16/2012
44518825,11/16/2012,02/15/2013
44518825,06/19/2014,10/22/2015
44520592,11/08/2016,12/14/2016
44525456,03/26/2014,05/29/2014
44525456,06/02/2014,09/05/2014
44525456,10/14/2014,09/05/2015
44533724,07/12/2013,09/24/2013
44536235,06/02/2011,07/16/2012
44536235,07/16/2012,02/19/2014
44536235,02/19/2014,12/15/2016
44556363,01/06/2015,01/23/2015
44557635,11/01/2012,05/08/2013
44557635,05/02/2013,06/19/2013
44557635,05/19/2014,07/29/2014
44557635,03/06/2015,07/09/2015
44557635,12/22/2016,03/01/2017
44557635,03/01/2017,03/07/2017
44557635,05/30/2017,
44563112,05/08/2013,12/16/2015
44563112,03/04/2016,08/11/2016
44563112,08/11/2016,12/16/2016
44563112,11/13/2017,
44573173,03/17/2010,07/16/2012
44573173,07/16/2012,07/30/2014
44573173,08/26/2014,02/03/2015
44573173,02/03/2015,09/02/2015
44573173,09/02/2015,10/23/2015
44573173,10/23/2015,07/29/2016
44573173,07/08/2016,09/16/2016
44574016,03/13/2015,03/17/2015
44574016,03/17/2015,06/29/2015
44575838,07/25/2012,10/04/2012
44575838,10/06/2014,11/03/2014
44575838,11/03/2014,02/13/2015
44575838,02/25/2015,09/25/2015
44575838,09/25/2015,11/05/2015
44575838,11/05/2015,11/27/2015
44584708,11/25/2011,07/16/2012
44584708,07/16/2012,06/27/2016
44586575,07/27/2016,11/08/2016
44586575,11/01/2017,
44594674,01/10/2017,03/01/2017
44606400,10/10/2011,07/16/2012
44606400,07/16/2012,08/27/2015
44606400,08/27/2015,10/27/2015
44606400,10/13/2015,04/11/2016
44606400,04/11/2016,02/22/2017
44606400,02/22/2017,
44622192,03/15/2012,04/24/2012
44622192,12/03/2013,01/13/2014
44622192,01/13/2014,08/06/2014
44622192,08/06/2014,07/17/2015
44622192,08/03/2015,01/25/2016
44634614,12/22/2009,06/11/2012
44634614,10/08/2012,03/28/2013
44634614,07/31/2013,07/18/2014
44634614,01/23/2015,03/31/2015
44634614,03/31/2015,07/28/2015
44634614,03/16/2016,06/02/2016
44657951,04/16/2015,04/20/2015
44657951,04/20/2015,07/14/2015
44657951,05/11/2016,06/22/2016
44657951,06/22/2016,07/08/2016
44657951,07/29/2016,02/10/2017
44665982,06/08/2015,07/16/2015
44665982,07/16/2015,09/01/2015
44665982,09/02/2015,01/21/2016
44665982,01/25/2016,03/14/2017
44665982,03/14/2017,
44670432,12/19/2012,05/02/2013
44670432,05/10/2013,07/05/2013
44670432,07/05/2013,07/08/2015
44670432,07/08/2015,09/29/2015
44670432,09/29/2015,10/16/2015
44670432,10/16/2015,02/22/2017
44670432,02/22/2017,
44673668,12/22/2011,10/02/2012
44673668,10/02/2012,10/25/2012
44673668,10/25/2012,07/31/2013
44673668,07/31/2013,09/05/2013
44673668,09/05/2013,04/24/2014
44673668,04/24/2014,08/07/2014
44673668,08/07/2014,09/03/2015
44677653,08/28/2013,08/30/2013
44700530,07/07/2010,04/30/2012
44700530,05/01/2012,07/16/2012
44700530,07/16/2012,02/22/2017
44708911,02/07/2012,04/12/2012
44708911,04/12/2012,12/03/2012
44708911,12/03/2012,01/13/2013
44708911,01/13/2013,05/01/2013
44708911,05/01/2013,07/02/2013
44708911,12/23/2013,03/19/2014
44708911,05/19/2015,05/31/2015
44708911,10/09/2015,01/06/2016
44708911,11/14/2017,
44722620,11/25/2013,04/09/2014
44729605,12/16/2011,02/07/2013
44729605,03/18/2015,04/18/2015
44729605,04/18/2015,07/29/2015
44729605,10/19/2015,11/02/2015
44734527,01/01/2004,03/31/2015
44762708,01/14/2013,02/25/2013
44763098,01/06/2017,02/06/2017
44763098,10/23/2017,
44770297,11/06/2017,
44770320,02/01/2012,07/16/2012
44770320,07/16/2012,10/01/2012
44770320,10/01/2012,02/22/2017
44774377,10/18/2017,
44776324,11/15/2012,11/27/2012
44777844,05/14/2012,09/03/2012
44783764,11/08/2016,12/14/2016
44792080,05/28/2014,07/02/2014
44800783,06/14/2012,08/13/2012
44800783,08/13/2012,12/03/2012
44800783,12/03/2012,06/19/2013
44800783,05/09/2016,07/20/2016
44805253,09/13/2013,06/20/2014
44805253,06/20/2014,03/31/2016
44805253,04/01/2016,09/28/2016
44805253,12/21/2016,02/10/2017
44805253,10/02/2017,
44815730,10/13/2015,12/17/2015
44815730,12/21/2015,04/15/2016
44815730,04/18/2016,05/23/2016
44819139,04/19/2012,07/25/2012
44819139,07/25/2012,09/28/2012
44819139,11/30/2012,06/10/2013
44822104,08/12/2013,12/18/2013
44826887,01/17/2012,07/16/2012
44826887,07/16/2012,01/23/2015
44843228,01/04/2011,03/31/2013
44845521,04/04/2012,07/23/2012
44845521,07/23/2012,11/26/2013
44845521,11/28/2013,12/05/2014
44845521,12/05/2014,02/16/2015
44845521,02/16/2015,09/01/2015
44847334,03/16/2012,08/10/2012
44847334,01/07/2014,03/25/2014
44847334,05/22/2014,07/14/2014
44847334,07/14/2014,07/18/2014
44847334,07/18/2014,07/22/2014
44847334,07/22/2014,11/14/2014
44852016,02/13/2015,04/22/2015
44852809,05/24/2012,11/14/2012
44868994,06/12/2012,09/19/2012
44868994,09/19/2012,12/03/2012
44868994,12/03/2012,01/25/2013
44868994,01/28/2013,04/08/2013
44868994,04/08/2013,09/23/2013
44868994,09/20/2013,12/20/2013
44868994,12/11/2013,01/28/2015
44868994,01/28/2015,05/05/2016
44868994,10/24/2017,
44874068,06/06/2013,11/07/2013
44879430,10/25/2016,11/25/2016
44907927,12/30/2016,03/01/2017
44907927,03/01/2017,03/31/2017
44907927,10/10/2017,
44914533,09/30/2013,01/03/2014
44914533,12/03/2014,04/18/2015
44914533,04/18/2015,07/29/2015
44926816,03/26/2012,01/21/2013
44946391,10/23/2017,
44949760,05/15/2012,07/30/2012
44949760,12/02/2016,03/01/2017
44949760,03/01/2017,03/14/2017
44951815,09/09/2014,03/05/2015
44952178,03/25/2015,05/22/2015
44961873,11/14/2012,01/18/2013
44961873,01/18/2013,01/30/2013
44961873,01/30/2013,02/14/2013
44961873,02/14/2013,05/22/2013
44961873,10/04/2013,03/17/2014
44961873,02/03/2017,03/01/2017
44963593,12/06/2013,01/08/2014
44963593,02/13/2014,04/07/2014
44963593,04/07/2014,04/08/2014
44963593,04/08/2014,04/15/2014
44963593,04/15/2014,07/09/2015
44963593,05/28/2015,02/22/2017
44963593,07/09/2015,08/05/2015
44963593,02/22/2017,
44963735,01/08/2015,03/31/2015
44963778,10/23/2017,
44978385,09/27/2012,12/27/2012
44978385,01/12/2015,04/14/2015
44978385,04/14/2015,11/07/2015
44987436,03/21/2012,07/16/2012
44987436,07/16/2012,02/25/2015
44987436,02/25/2015,06/22/2015
44987436,06/22/2015,03/08/2016
44987436,03/08/2016,03/14/2017
44987436,03/14/2017,
44997712,08/17/2014,10/05/2014
44997712,03/01/2016,04/19/2016
44997712,12/07/2016,03/01/2017
44997712,03/01/2017,03/14/2017
45015353,10/10/2013,11/12/2013
45015353,02/16/2017,03/01/2017
45024491,06/06/2014,07/11/2014
45024491,07/11/2014,09/05/2014
45038544,09/30/2015,07/06/2016
45044273,09/13/2012,01/18/2013
45044273,12/05/2016,03/01/2017
45044363,03/16/2012,07/16/2012
45044363,07/16/2012,06/27/2014
45046276,09/25/2015,12/17/2015
45052088,02/27/2014,05/08/2014
45052088,01/23/2017,03/01/2017
45052088,03/01/2017,03/06/2017
45059079,01/08/2014,04/11/2014
45059319,05/29/2012,08/01/2012
45059319,03/23/2016,04/21/2016
45063854,03/16/2012,06/07/2012
45063854,06/08/2012,12/03/2012
45063854,12/03/2012,12/10/2012
45063854,12/10/2012,05/16/2013
45063854,04/14/2015,04/18/2015
45063854,04/18/2015,05/11/2015
45068996,03/09/2012,07/31/2012
45068996,07/30/2012,10/26/2012
45068996,08/10/2012,03/28/2013
45068996,04/12/2013,06/18/2014
45068996,06/18/2014,05/08/2015
45068996,12/18/2016,03/01/2017
45068996,10/06/2017,
45073007,01/07/2016,01/20/2016
45085911,02/26/2013,05/09/2013
45085911,05/09/2013,10/07/2014
45085911,11/15/2013,06/02/2014
45091137,07/06/2015,10/23/2015
45095790,11/30/2015,12/16/2015
45095790,12/17/2015,01/20/2016
45095790,12/07/2016,01/20/2017
45095790,10/24/2017,
45105940,04/02/2012,08/30/2012
45105940,03/17/2015,04/20/2015
45105940,04/20/2015,05/22/2015
45105940,05/22/2015,07/10/2015
45105940,07/10/2015,05/04/2016
45105940,04/13/2016,01/11/2017
45109920,07/26/2011,07/16/2012
45109920,07/16/2012,10/09/2012
45109920,12/18/2012,12/18/2012
45109920,12/18/2012,02/22/2017
45109920,02/22/2017,
45115108,04/12/2012,06/11/2012
45115108,07/10/2013,12/16/2013
45115108,12/11/2013,12/12/2013
45115108,03/05/2015,06/17/2015
45115108,01/22/2017,03/01/2017
45115108,06/16/2017,
45117396,07/18/2014,09/19/2014
45120015,04/03/2014,07/11/2014
45120015,07/11/2014,07/16/2014
45120015,07/16/2014,01/13/2015
45120015,01/13/2015,01/29/2015
45120015,01/29/2015,10/20/2015
45122646,01/08/2013,10/21/2013
45124097,06/15/2016,08/25/2016
45129012,05/05/2015,05/27/2015
45129012,08/04/2017,
45130797,03/17/2014,04/24/2014
45130797,10/26/2016,01/10/2017
45135319,09/23/2016,11/07/2016
45143613,11/05/2014,11/07/2014
45148543,10/23/2017,
45167942,01/26/2015,04/08/2015
45188687,05/07/2015,07/14/2015
45207736,02/04/2016,02/29/2016
45207736,02/29/2016,02/29/2016
45207736,03/01/2016,05/04/2016
45207736,05/04/2016,07/14/2016
45208113,03/24/2014,06/03/2014
45209486,06/16/2014,08/06/2014
45209486,03/25/2015,04/18/2015
45209486,04/18/2015,07/24/2015
45217557,02/22/2010,05/07/2012
45217557,01/30/2012,05/07/2012
45217557,05/04/2012,07/16/2012
45217557,07/16/2012,07/23/2012
45221659,12/18/2014,03/19/2015
45221659,04/01/2015,05/29/2015
45221659,05/29/2015,06/24/2016
45221659,06/24/2016,02/21/2017
45221659,02/21/2017,02/22/2017
45221659,02/22/2017,
45245505,03/09/2016,06/01/2016
45250650,12/18/2016,03/01/2017
45250650,03/01/2017,03/01/2017
45273409,07/02/2014,10/14/2014
45275254,04/10/2014,07/28/2014
45282840,10/18/2012,11/21/2012
45282840,06/04/2014,07/11/2014
45293265,02/03/2015,03/02/2015
45296351,07/08/2013,07/25/2013
45296351,07/23/2013,08/22/2013
45298099,02/10/2012,05/24/2012
45298099,09/11/2013,02/18/2014
45298099,02/18/2014,08/05/2014
45298099,07/08/2014,03/11/2015
45298099,03/12/2015,05/02/2016
45298099,05/02/2016,10/07/2016
45298099,10/07/2016,11/23/2016
45298099,11/23/2016,03/14/2017
45298099,03/14/2017,03/30/2017
45298099,05/22/2017,
45315926,04/08/2011,07/16/2012
45315926,07/16/2012,01/23/2015
45315926,01/26/2015,11/06/2015
45315926,11/06/2015,03/14/2017
45315926,10/04/2017,
45326826,08/23/2011,01/13/2014
45326826,06/24/2014,07/11/2014
45326826,07/11/2014,09/02/2014
45326826,11/21/2014,12/15/2014
45326826,12/23/2014,11/23/2015
45326826,11/23/2015,12/22/2015
45339978,12/20/2012,05/20/2013
45356393,02/05/2016,04/08/2016
45356393,04/13/2016,05/04/2016
45356393,05/04/2016,06/15/2016
45356393,06/15/2016,03/14/2017
45356393,05/25/2017,
45362744,05/20/2013,06/19/2013
45363556,10/22/2012,02/26/2013
45363556,10/26/2012,11/02/2012
45363556,11/30/2016,02/20/2017
45365423,06/10/2011,12/03/2012
45365423,12/03/2012,01/25/2013
45365423,01/28/2013,10/25/2013
45365423,11/01/2013,02/11/2014
45365423,02/24/2014,06/23/2014
45365423,06/23/2016,08/08/2016
45365423,08/09/2016,10/06/2016
45365423,10/06/2016,03/14/2017
45365423,03/14/2017,03/21/2017
45365423,03/21/2017,
45371275,02/06/2017,03/01/2017
45381191,07/15/2014,07/15/2014
45391701,10/03/2013,10/03/2013
45395527,06/12/2017,
45401671,10/03/2017,
45408152,04/17/2012,07/16/2012
45408152,07/16/2012,01/21/2015
45423180,01/14/2015,02/27/2015
45423410,08/23/2011,01/25/2013
45423410,11/10/2014,11/10/2014
45423410,11/10/2014,01/23/2015
45428130,04/19/2012,08/09/2012
45428130,03/08/2013,06/03/2013
45428130,03/14/2016,08/09/2016
45431301,09/22/2011,08/02/2012
45431301,08/02/2012,09/26/2012
45443092,07/27/2009,07/16/2012
45443092,07/16/2012,03/16/2015
45443092,03/16/2015,10/09/2015
45443092,10/09/2015,09/08/2016
45443092,09/08/2016,09/19/2016
45443092,09/20/2016,02/22/2017
45443092,02/22/2017,
45448631,03/20/2015,04/20/2015
45448631,04/20/2015,05/11/2015
45450517,03/29/2012,02/02/2013
45450517,05/20/2016,07/07/2016
45450517,07/08/2016,09/29/2016
45452593,02/14/2012,05/25/2012
45452593,05/31/2012,07/12/2012
45452593,07/12/2012,07/16/2012
45452593,07/16/2012,06/04/2013
45453354,04/13/2012,07/20/2012
45453354,07/30/2012,11/09/2012
45453354,11/09/2012,12/03/2012
45453354,12/03/2012,04/30/2013
45453354,01/27/2015,04/09/2015
45455042,04/15/2015,04/20/2015
45455042,04/20/2015,06/26/2015
45457171,07/18/2014,08/12/2014
45458626,06/19/2014,06/27/2014
45458773,03/05/2012,07/16/2012
45458773,07/16/2012,08/27/2015
45458773,08/27/2015,04/15/2016
45458773,04/08/2016,07/19/2016
45458773,07/19/2016,09/05/2016
45458773,09/05/2016,02/06/2017
45458773,02/06/2017,03/14/2017
45460699,02/02/2016,03/31/2016
45467280,07/13/2015,11/04/2015
45467810,07/11/2013,08/08/2013
45482407,11/02/2017,
45492061,04/10/2012,04/19/2012
45492061,04/19/2012,07/16/2012
45492061,07/16/2012,09/10/2013
45492061,09/11/2013,05/08/2014
45492061,01/22/2015,07/29/2016
45492061,07/29/2016,02/28/2017
45492697,10/25/2012,11/28/2012
45498200,01/20/2017,03/01/2017
45505030,10/23/2017,
45522086,10/25/2011,07/16/2012
45522086,07/16/2012,10/25/2015
45529025,03/03/2014,05/01/2014
45529025,05/01/2014,05/06/2014
45529025,05/08/2014,07/07/2014
45530252,07/16/2010,03/13/2013
45530252,03/13/2013,04/03/2014
45533808,12/22/2014,01/13/2015
45533808,01/14/2015,11/18/2016
45535438,09/30/2010,06/15/2012
45535438,06/26/2012,08/28/2012
45536899,01/09/2012,08/15/2012
45546623,12/28/2016,02/24/2017
45548282,02/28/2014,04/16/2014
45548282,11/26/2015,12/15/2015
45548282,12/16/2015,02/16/2016
45548906,08/09/2013,04/11/2014
45548906,06/10/2014,06/30/2014
45548906,04/21/2015,06/18/2015
45548906,06/19/2015,09/21/2015
45548906,09/21/2015,11/23/2015
45548906,11/23/2015,05/25/2016
45548906,11/13/2017,
45551740,02/06/2017,03/01/2017
45551740,03/01/2017,03/30/2017
45551740,05/14/2017,
45553448,10/13/2011,02/11/2013
45553448,11/23/2012,01/25/2013
45556576,11/20/2012,03/08/2013
45556576,09/18/2015,10/16/2015
45556576,10/16/2015,03/29/2016
45556576,03/29/2016,05/31/2016
45559480,05/15/2012,01/16/2013
45559480,01/16/2013,05/23/2013
45563307,01/23/2013,05/07/2013
45568246,10/07/2014,12/15/2014
45568246,12/15/2014,05/15/2015
45568628,08/27/2014,11/06/2014
45574384,08/05/2009,05/25/2012
45580477,03/02/2012,11/26/2012
45580477,11/27/2012,05/27/2014
45580477,01/28/2015,04/02/2015
45581542,05/20/2016,07/27/2016
45581542,07/27/2016,11/18/2016
45581851,04/04/2011,07/16/2012
45581851,07/16/2012,01/08/2014
45581851,01/08/2014,02/22/2017
45588144,02/27/2015,04/18/2015
45588144,04/18/2015,04/22/2015
45588144,06/19/2015,08/10/2015
45588144,08/11/2015,04/15/2016
45593878,08/18/2011,07/16/2012
45593878,07/16/2012,10/22/2012
45593878,10/03/2012,09/02/2013
45593878,09/02/2013,09/03/2013
45593878,09/03/2013,03/14/2017
45593878,03/14/2017,
45599041,12/13/2011,04/23/2012
45600553,10/23/2014,12/10/2014
45600553,12/03/2014,12/10/2014
45600553,12/10/2014,01/27/2015
45610824,07/07/2015,08/12/2015
45612626,10/01/2013,03/28/2014
45615968,05/18/2012,06/12/2012
45615968,05/18/2012,07/11/2012
45615968,07/11/2012,10/26/2012
45615968,10/26/2012,06/19/2013
45615968,06/19/2013,08/05/2013
45615968,02/26/2015,04/18/2015
45615968,04/18/2015,04/21/2015
45615968,04/21/2015,05/21/2015
45615968,05/21/2015,05/21/2015
45615968,05/21/2015,10/15/2015
45620000,02/15/2012,07/16/2012
45620000,07/16/2012,07/22/2013
45620000,07/22/2013,09/12/2014
45620000,09/12/2014,11/05/2014
45620000,11/05/2014,11/05/2014
45620000,11/05/2014,02/22/2017
45620000,02/22/2017,
45637060,07/26/2010,07/16/2012
45637060,07/16/2012,02/22/2017
45637060,11/25/2015,04/11/2016
45640668,01/26/2017,03/01/2017
45642176,03/09/2016,03/10/2016
45642176,03/10/2016,06/27/2016
45642176,06/30/2016,02/21/2017
45643540,03/21/2012,07/16/2012
45643540,07/16/2012,09/17/2014
45647867,01/07/2013,04/11/2013
45647867,04/10/2013,08/20/2014
45647867,04/02/2015,05/14/2015
45665570,04/22/2013,06/11/2013
45665570,04/24/2013,06/11/2013
45666409,03/12/2012,04/05/2012
45666409,04/05/2012,05/29/2012
45666409,04/25/2012,05/29/2012
45666409,05/29/2012,12/18/2012
45666409,12/18/2012,05/02/2013
45666409,05/02/2013,06/19/2013
45666409,06/19/2013,09/19/2013
45666409,06/19/2013,10/28/2013
45669604,11/14/2012,01/22/2013
45697261,02/03/2012,07/16/2012
45697261,07/16/2012,01/18/2013
45697261,02/01/2013,05/02/2013
45697261,05/02/2013,10/10/2013
45697261,10/15/2013,02/03/2014
45697261,02/03/2014,02/01/2015
45697261,02/03/2015,06/29/2015
45697261,06/29/2015,03/14/2017
45697261,03/14/2017,
45706747,10/23/2013,02/12/2014
45719422,11/12/2013,08/12/2015
45719422,08/12/2015,11/18/2015
45719422,11/18/2015,05/11/2016
45719422,05/04/2016,02/22/2017
45719422,02/22/2017,
45727794,11/10/2015,01/15/2016
45735072,04/23/2015,06/01/2015
45746389,02/20/2013,05/16/2013
45747043,04/24/2013,06/14/2013
45748349,07/26/2013,09/19/2013
45748349,09/04/2013,11/26/2013
45748349,11/27/2013,05/16/2014
45748349,05/08/2014,06/23/2014
45748349,06/23/2014,08/13/2014
45755380,10/10/2016,12/01/2016
45755380,12/01/2016,02/08/2017
45791608,06/12/2014,08/18/2014
45807889,11/25/2011,07/16/2012
45807889,07/16/2012,01/07/2014
45812004,11/16/2011,04/23/2012
45814566,06/14/2012,07/31/2012
45820493,03/12/2015,07/21/2015
45820493,07/21/2015,02/02/2016
45828550,09/22/2011,05/14/2012
45830280,05/26/2014,07/29/2014
45830280,09/05/2014,10/23/2014
45832268,12/24/2012,05/22/2013
45833220,03/01/2012,07/16/2012
45833220,07/16/2012,01/22/2013
45833220,01/25/2013,08/14/2013
45834797,10/01/2014,12/17/2014
45836907,05/27/2015,08/19/2015
45842340,07/14/2015,08/28/2015
45861056,11/01/2011,11/07/2012
45861056,11/08/2012,05/28/2013
45875519,09/30/2016,10/31/2016
45876540,09/27/2017,
45879278,12/07/2012,06/25/2013
45879278,06/27/2013,07/09/2013
45879278,07/09/2013,09/05/2013
45879278,09/05/2013,06/27/2014
45880469,06/22/2010,06/13/2012
45880469,06/13/2012,07/16/2012
45880469,07/16/2012,06/28/2013
45881735,02/21/2012,04/12/2012
45881735,04/12/2012,06/14/2013
45882103,02/16/2012,09/18/2012
45882103,09/18/2012,12/06/2013
45882103,06/26/2015,07/15/2015
45882103,07/15/2015,07/15/2015
45882103,07/16/2015,08/19/2015
45882103,08/19/2015,09/08/2015
45882103,09/22/2015,03/28/2017
45882103,03/28/2017,
45899575,03/03/2015,04/22/2015
45899575,04/22/2015,06/19/2015
45910842,11/23/2012,04/08/2013
45925968,01/05/2015,03/25/2015
45925968,11/26/2015,11/27/2015
45925968,11/27/2015,04/08/2016
45925968,02/07/2017,03/01/2017
45926750,02/17/2017,03/01/2017
45938546,03/10/2014,04/01/2014
45938546,04/03/2014,08/11/2014
45943097,11/08/2011,07/16/2012
45943097,07/16/2012,01/31/2014
45960224,06/10/2016,09/06/2016
45979897,04/06/2016,06/17/2016
45979897,07/03/2017,
45980143,02/06/2012,07/16/2012
45980143,07/16/2012,06/18/2015
45980143,10/22/2012,05/24/2013
45980143,06/18/2015,02/22/2017
45980143,02/22/2017,
46009469,02/15/2016,04/22/2016
46015072,06/12/2014,10/06/2014
46015072,10/07/2014,01/20/2015
46015072,03/24/2016,06/06/2016
46015072,08/18/2016,09/22/2016
46015072,11/10/2017,
46027332,02/27/2017,03/01/2017
46028550,06/18/2004,07/16/2012
