New ID,Assessment Started,Assessment Completed
38694536,1/28/2013,1/28/2013
38696210,1/30/2013,2/4/2013
38817809,12/4/2012,12/4/2012
38947920,6/20/2012,6/21/2012
38988533,9/13/2012,9/17/2012
39058472,2/18/2013,2/21/2013
39271170,5/8/2012,5/30/2012
39417578,4/5/2012,4/5/2012
39448667,11/19/2012,2/6/2013
39478237,9/7/2012,9/14/2012
39522492,4/30/2012,4/30/2012
39601792,4/19/2012,4/19/2012
39613632,6/12/2012,6/12/2012
39634569,4/12/2012,4/12/2012
39686277,8/1/2012,8/1/2012
39686277,2/25/2013,3/1/2013
39770039,5/24/2011,8/7/2012
39816126,10/11/2012,10/11/2012
39820282,2/27/2013,3/21/2013
39826384,3/14/2013,3/23/2013
39828144,6/29/2012,7/2/2012
39892456,5/28/2012,5/30/2012
39956488,3/29/2012,4/3/2012
40044426,7/19/2012,8/2/2012
40134805,10/5/2012,10/5/2012
40203463,1/21/2013,1/21/2013
40281768,7/17/2012,7/17/2012
40323661,4/2/2012,4/2/2012
40326851,7/25/2012,7/30/2012
40417122,11/29/2012,11/29/2012
40417122,3/21/2013,3/21/2013
40543181,5/15/2012,6/7/2012
40577030,8/30/2012,8/30/2012
40581610,1/28/2013,1/28/2013
40607110,8/21/2012,8/23/2012
40607286,9/20/2012,10/24/2012
40623533,9/11/2012,9/25/2012
40640816,7/18/2012,7/18/2012
40662228,12/18/2012,12/19/2012
40664297,2/20/2013,2/21/2013
40668983,5/8/2012,5/8/2012
40707120,9/18/2012,9/19/2012
40737383,4/20/2012,6/21/2012
40892140,10/28/2012,10/28/2012
41057824,5/29/2012,5/29/2012
41057824,8/24/2012,8/24/2012
41292500,12/27/2012,12/28/2012
41312352,7/6/2012,7/6/2012
41560557,1/16/2013,1/31/2013
41617846,10/2/2012,10/2/2012
41682499,5/1/2012,5/8/2012
41734996,3/4/2013,3/4/2013
41759537,2/7/2013,2/11/2013
41760170,9/6/2012,9/6/2012
41763606,3/15/2013,3/15/2013
41864524,5/4/2012,5/25/2012
41879327,7/16/2012,8/1/2012
41941146,6/27/2012,7/3/2012
41999629,4/12/2012,4/12/2012
42065865,2/26/2013,2/26/2013
42071514,10/30/2012,10/30/2012
42118697,3/24/2011,1/11/2013
42141840,11/28/2012,1/16/2013
42220710,11/29/2012,3/15/2013
42256840,8/6/2012,9/13/2012
42268205,10/24/2012,10/26/2012
42331871,3/7/2012,7/26/2012
42353781,9/20/2012,9/20/2012
42484646,3/21/2013,3/21/2013
42503358,3/19/2013,3/20/2013
42534091,7/16/2012,7/16/2012
42542352,5/30/2012,6/1/2012
42549893,6/25/2012,7/3/2012
42595633,7/16/2012,7/16/2012
42656796,8/7/2012,8/9/2012
42732401,9/14/2012,9/14/2012
42787291,3/21/2012,4/3/2012
42805551,12/9/2010,1/4/2013
42914654,9/9/2010,2/8/2013
42916187,11/13/2012,1/31/2013
42960940,2/4/2013,2/4/2013
43044523,5/14/2012,6/28/2012
43148396,4/23/2012,4/23/2012
43157941,3/24/2011,1/11/2013
43166844,3/22/2012,11/22/2012
43175539,6/12/2012,6/14/2012
43184580,5/29/2012,5/29/2012
43285515,2/22/2013,2/28/2013
43296685,4/11/2012,7/30/2012
43515680,5/3/2012,5/23/2012
43538846,2/28/2013,2/28/2013
43578402,5/29/2012,6/6/2012
43597951,11/23/2012,11/23/2012
43619615,1/28/2013,1/28/2013
43636492,10/3/2012,10/3/2012
43643560,1/6/2013,3/7/2013
43664663,7/24/2012,7/24/2012
43940706,5/14/2012,5/28/2012
43987784,10/18/2012,10/18/2012
44054753,8/10/2012,8/10/2012
44054753,11/2/2012,11/2/2012
44099190,9/13/2012,10/31/2012
44165813,2/13/2013,2/13/2013
44227886,10/10/2012,10/10/2012
44231680,12/31/2012,1/4/2013
44261976,7/17/2012,7/17/2012
44263947,2/27/2013,3/5/2013
44311023,5/21/2012,5/21/2012
44381480,5/22/2012,5/22/2012
44424832,5/22/2012,6/22/2012
44489512,2/20/2013,2/28/2013
44557635,2/3/2013,2/3/2013
44575838,7/31/2012,7/31/2012
44634614,10/23/2012,10/23/2012
44670432,12/18/2012,12/18/2012
44762708,1/22/2013,1/22/2013
44800783,6/14/2012,6/14/2012
44819139,5/2/2012,5/2/2012
44819139,12/6/2012,12/14/2012
44845521,3/29/2012,5/1/2012
44847334,4/5/2012,8/10/2012
44852809,6/7/2012,6/7/2012
44868994,6/12/2012,8/3/2012
44924421,12/7/2012,12/19/2012
44961873,11/27/2012,11/27/2012
44961873,3/14/2013,3/15/2013
44978385,10/8/2012,10/10/2012
45044273,9/25/2012,9/25/2012
45059319,5/24/2012,5/24/2012
45068996,12/6/2012,12/6/2012
45115108,4/11/2012,4/11/2012
45235320,10/12/2012,10/12/2012
45282840,10/23/2012,10/24/2012
45339978,12/24/2012,12/24/2012
45428130,5/1/2012,5/1/2012
45428130,3/12/2013,3/12/2013
45492061,4/12/2012,4/13/2012
45492697,11/1/2012,11/1/2012
45556576,11/16/2012,11/16/2012
45563307,1/29/2013,2/4/2013
45647867,1/7/2013,1/7/2013
45669604,11/19/2012,11/19/2012
45746389,2/20/2013,2/20/2013
45814566,6/19/2012,6/20/2012
45828550,5/27/2011,1/11/2013
45832268,1/10/2013,1/10/2013
45836907,12/13/2012,12/13/2012
45910842,11/29/2012,11/29/2012
46081971,12/4/2012,12/4/2012
46094348,6/14/2012,6/14/2012
46100968,12/6/2012,12/10/2012
46118283,4/23/2012,4/23/2012
46149277,11/19/2012,11/19/2012
46197663,3/19/2013,3/28/2013
46202399,6/11/2012,6/11/2012
46291055,7/31/2012,2/27/2013
46306164,1/29/2013,2/5/2013
46501629,2/13/2013,2/23/2013
46516735,1/4/2013,1/4/2013
46596665,7/5/2012,7/6/2012
46659617,1/4/2013,1/4/2013
46668726,4/24/2012,4/24/2012
46673185,8/20/2012,8/20/2012
46746568,2/28/2013,3/4/2013
46823939,4/5/2011,1/3/2013
46903594,9/3/2012,9/10/2012
47001187,3/13/2013,3/27/2013
47026654,4/23/2012,4/25/2012
47086230,2/13/2013,2/20/2013
47110448,10/23/2012,11/22/2012
47286817,7/1/2012,7/1/2012
47301659,3/24/2013,3/27/2013
47344444,12/27/2012,12/27/2012
47420076,8/19/2011,7/20/2012
47452566,5/10/2012,5/10/2012
47457872,9/3/2012,9/3/2012
47480283,10/14/2012,10/15/2012
47502510,5/22/2012,8/1/2012
47519146,10/4/2012,1/16/2013
47524080,6/12/2012,6/12/2012
47524080,3/13/2013,3/18/2013
47532366,9/13/2012,9/13/2012
47575642,11/12/2012,11/19/2012
47583698,10/20/2010,8/6/2012
47597022,3/15/2013,3/15/2013
47630289,6/11/2012,6/11/2012
47706307,10/12/2012,10/26/2012
47723771,9/13/2012,9/14/2012
47724709,1/10/2013,1/11/2013
47839604,7/5/2012,7/6/2012
47856290,2/18/2013,2/25/2013
48075043,1/28/2011,12/10/2012
48113633,10/11/2012,10/11/2012
48173900,12/6/2012,12/6/2012
48185527,6/18/2012,6/18/2012
48245327,3/19/2012,12/3/2012
48271765,7/5/2012,10/15/2012
48330785,9/6/2012,9/6/2012
48396071,12/20/2012,3/19/2013
48474792,5/16/2012,6/26/2012
48501893,6/27/2012,6/27/2012
48533117,11/2/2012,11/2/2012
48567873,7/16/2012,7/16/2012
48592139,6/28/2012,6/28/2012
48690131,5/3/2012,5/4/2012
48694404,10/31/2012,10/31/2012
48725312,11/22/2012,11/22/2012
48771082,4/4/2012,4/10/2012
48771082,7/23/2012,8/9/2012
48782146,8/7/2012,8/10/2012
48823613,4/24/2012,4/26/2012
48954249,5/11/2012,5/11/2012
49037080,2/27/2013,2/27/2013
49037637,7/20/2012,7/23/2012
49064041,11/21/2012,11/21/2012
49069742,10/8/2012,10/15/2012
49087094,9/3/2012,9/3/2012
49231897,7/18/2012,7/18/2012
49276655,5/10/2012,5/10/2012
49283417,3/1/2013,3/5/2013
49300271,11/23/2012,11/23/2012
49313734,6/20/2012,6/21/2012
49315624,4/10/2012,4/10/2012
49315624,12/17/2012,12/17/2012
49347778,6/23/2011,11/22/2012
49422312,8/20/2012,11/19/2012
49500000,6/21/2012,7/3/2012
49504828,1/10/2013,1/15/2013
49583528,7/25/2012,7/25/2012
49735509,6/18/2012,7/16/2012
49745865,5/3/2012,5/3/2012
49831012,2/7/2013,2/7/2013
49831012,3/20/2013,3/20/2013
49894583,12/7/2012,12/7/2012
49923831,1/10/2013,1/11/2013
50015592,5/23/2012,5/23/2012
50187101,8/1/2012,8/7/2012
50216228,7/17/2012,7/17/2012
50294306,11/12/2012,11/12/2012
50310410,10/16/2012,10/17/2012
50342566,4/2/2012,4/2/2012
50470729,7/16/2012,7/16/2012
50471290,7/4/2012,7/4/2012
50494492,10/10/2012,10/16/2012
50495602,4/10/2012,12/28/2012
50608178,12/6/2012,12/6/2012
50634698,4/30/2012,5/4/2012
50695197,3/21/2012,4/24/2012
50761534,5/3/2012,6/8/2012
50801152,5/18/2012,5/21/2012
50814745,7/25/2012,7/25/2012
50855311,9/17/2012,9/17/2012
50855311,9/12/2012,11/2/2012
51020066,5/24/2012,5/24/2012
51167013,12/3/2012,12/12/2012
51184737,1/11/2013,1/11/2013
51197542,9/17/2012,9/17/2012
51246655,2/25/2013,2/25/2013
51363940,9/3/2012,9/3/2012
51380156,8/17/2012,9/18/2012
51494161,6/19/2012,6/19/2012
51536872,1/23/2013,1/28/2013
51556088,10/1/2012,10/1/2012
51576182,5/4/2012,5/16/2012
51651263,6/15/2012,6/19/2012
51691718,5/24/2012,9/13/2012
51704824,11/20/2012,11/20/2012
51735714,4/3/2012,4/16/2012
51785306,12/19/2012,12/19/2012
51803192,6/7/2012,6/7/2012
51815815,5/24/2011,8/7/2012
51833168,4/16/2012,4/16/2012
51856641,11/5/2012,11/6/2012
51888578,10/10/2012,10/10/2012
51916668,10/28/2010,12/28/2012
51995841,1/8/2013,1/8/2013
52092891,9/12/2012,9/12/2012
52115494,7/6/2012,7/9/2012
52157525,1/28/2013,1/31/2013
52159775,10/17/2012,10/17/2012
52169763,8/23/2012,8/23/2012
52197247,8/3/2012,8/3/2012
52197247,11/9/2012,11/9/2012
52240499,8/2/2012,8/28/2012
52258410,5/24/2012,5/29/2012
52436463,5/22/2012,5/22/2012
52484806,7/18/2012,7/18/2012
52582183,8/22/2012,11/6/2012
52588547,11/21/2012,11/21/2012
52623093,7/12/2012,7/12/2012
52641747,10/26/2012,10/26/2012
52720350,4/25/2012,5/2/2012
52932683,10/10/2012,10/10/2012
52950467,4/10/2012,4/10/2012
53030213,5/9/2011,11/21/2012
53043286,9/3/2012,9/3/2012
53209176,4/17/2012,4/17/2012
53209176,11/30/2012,11/30/2012
53215634,6/7/2012,6/15/2012
53306600,11/15/2012,11/15/2012
53324793,10/22/2012,10/22/2012
53330096,9/4/2012,11/26/2012
53358717,3/13/2013,3/13/2013
53503811,6/7/2012,6/12/2012
53545134,7/26/2011,12/28/2012
53568869,9/13/2012,12/6/2012
53615947,9/26/2012,9/26/2012
53735907,7/3/2012,7/3/2012
53791379,7/4/2012,7/10/2012
53800985,10/17/2012,10/26/2012
53874798,2/8/2013,2/8/2013
53882409,10/19/2012,10/19/2012
53949090,9/11/2012,9/12/2012
54026212,9/25/2012,9/25/2012
54074774,7/11/2012,7/11/2012
54080817,5/11/2012,5/11/2012
54129665,10/26/2012,12/7/2012
54194186,5/9/2012,5/10/2012
54287904,10/18/2012,10/18/2012
54318859,6/1/2012,6/1/2012
54332843,12/11/2012,12/11/2012
54341972,9/17/2012,9/18/2012
54377332,6/18/2012,6/19/2012
54385186,10/29/2012,10/29/2012
54469989,8/28/2012,8/31/2012
54557184,12/21/2012,12/21/2012
54560111,5/23/2012,5/30/2012
54566205,7/16/2012,7/23/2012
54670637,11/1/2012,11/1/2012
54689839,5/17/2012,5/30/2012
54689839,10/10/2012,10/10/2012
54818205,9/18/2012,9/20/2012
54822924,1/29/2013,1/29/2013
54841720,7/9/2012,7/20/2012
54872534,7/11/2012,7/31/2012
54872534,11/7/2012,11/7/2012
54872607,4/10/2012,4/11/2012
54919945,8/31/2012,8/31/2012
55057896,4/10/2012,4/10/2012
55132221,6/13/2012,6/14/2012
55185980,4/17/2012,4/26/2012
55296228,11/20/2012,11/27/2012
55299339,1/10/2013,1/11/2013
55369581,9/13/2012,9/13/2012
55369581,10/1/2012,10/5/2012
55386216,10/28/2010,12/28/2012
55397696,12/9/2012,12/10/2012
55449040,7/20/2012,10/17/2012
55449068,12/4/2012,12/13/2012
55490604,3/22/2012,4/2/2012
55506199,7/9/2012,7/9/2012
55506199,3/26/2013,3/26/2013
55541880,1/21/2013,3/1/2013
55730474,10/4/2012,10/11/2012
55759297,5/31/2012,5/31/2012
55764363,10/17/2012,10/17/2012
55843722,12/6/2012,12/6/2012
55844247,7/2/2012,7/2/2012
55932220,4/10/2012,4/11/2012
55976558,3/6/2012,1/18/2013
55984841,3/7/2013,3/7/2013
56012286,3/23/2012,4/2/2012
56136437,6/25/2012,6/25/2012
56158861,8/28/2012,8/28/2012
56163846,11/29/2012,11/30/2012
56164872,11/8/2012,11/8/2012
56252168,10/29/2012,10/31/2012
56274465,5/10/2012,5/10/2012
56286360,2/1/2013,2/1/2013
56292346,6/18/2012,11/29/2012
56416155,7/5/2012,7/10/2012
56421606,5/24/2012,5/24/2012
56448153,4/20/2012,4/24/2012
56510155,4/16/2012,4/16/2012
56645289,11/28/2012,1/11/2013
56815655,8/16/2012,9/14/2012
56853560,2/11/2013,2/11/2013
56863109,10/4/2012,10/4/2012
56984237,1/23/2013,1/23/2013
56996279,9/27/2012,9/27/2012
57000296,3/22/2012,11/22/2012
57074473,2/2/2012,1/8/2013
57141914,5/8/2012,5/8/2012
57227330,4/26/2012,4/27/2012
57333989,9/26/2012,9/26/2012
57479091,1/29/2013,2/3/2013
57541837,10/30/2012,10/31/2012
57583527,10/10/2012,10/10/2012
57603000,1/27/2011,11/22/2012
57622216,10/4/2012,10/4/2012
57692637,5/25/2012,5/25/2012
57825811,7/9/2012,7/9/2012
57836080,2/19/2013,2/20/2013
57836080,2/22/2013,3/5/2013
57844440,8/23/2012,8/23/2012
57853122,10/24/2012,11/12/2012
57952174,1/3/2013,1/3/2013
57989002,9/10/2012,9/19/2012
57989002,10/23/2012,10/23/2012
58003314,12/6/2012,12/6/2012
58014006,5/21/2012,5/21/2012
58040449,11/9/2012,11/12/2012
58047231,5/8/2012,5/9/2012
58066067,1/10/2013,1/10/2013
58099988,2/8/2013,2/8/2013
58165063,4/20/2012,4/20/2012
58272866,5/16/2012,6/26/2012
58309622,1/18/2013,1/18/2013
58331856,8/14/2012,8/20/2012
58358068,3/14/2013,3/14/2013
58375662,6/18/2012,6/18/2012
58441965,11/22/2012,11/22/2012
58460522,4/2/2012,6/1/2012
58463709,4/17/2012,4/17/2012
58746514,6/13/2012,6/13/2012
58767701,10/22/2012,11/7/2012
58783422,11/28/2012,11/28/2012
58825895,2/21/2013,2/21/2013
58904529,10/3/2012,10/3/2012
58954670,7/9/2012,7/9/2012
59000733,12/7/2012,12/12/2012
59142169,2/22/2013,2/22/2013
59206418,5/17/2012,5/17/2012
59216958,4/16/2012,4/16/2012
59361642,11/1/2012,11/1/2012
59372402,4/20/2012,4/20/2012
59404642,11/1/2012,11/1/2012
59445022,1/21/2013,1/21/2013
59445608,5/11/2012,5/11/2012
59505843,5/17/2012,5/25/2012
59520886,8/8/2012,8/24/2012
59540009,8/21/2012,9/12/2012
59547208,6/12/2012,6/21/2012
59547208,10/31/2012,11/1/2012
59564233,11/27/2012,11/27/2012
59629132,7/2/2012,7/2/2012
59695507,6/19/2012,6/19/2012
59695507,7/5/2012,7/5/2012
59824424,5/30/2012,6/8/2012
59824424,10/12/2012,10/18/2012
59826015,8/29/2012,9/4/2012
59858424,8/5/2012,8/6/2012
59911194,5/29/2012,5/29/2012
60211657,3/22/2013,3/25/2013
60459188,7/5/2012,3/1/2013
60472524,11/9/2012,11/9/2012
60540603,3/12/2012,12/3/2012
60556512,11/21/2012,11/22/2012
60623393,2/8/2013,2/8/2013
60632800,6/11/2012,6/11/2012
60654143,8/10/2012,8/10/2012
60654143,11/5/2012,11/5/2012
60691524,11/9/2012,11/9/2012
60695624,8/8/2012,8/8/2012
60695624,1/28/2013,1/28/2013
60758999,4/25/2012,4/30/2012
60795136,6/6/2012,6/11/2012
60955243,2/9/2012,5/18/2012
60955243,11/26/2012,12/10/2012
60967707,1/22/2013,1/22/2013
61130821,2/26/2013,2/26/2013
61179781,7/31/2012,7/31/2012
61179781,8/21/2012,9/11/2012
61182060,9/18/2012,9/27/2012
61245104,7/11/2012,7/23/2012
61278885,1/31/2013,1/31/2013
61296939,4/19/2012,4/23/2012
61385061,4/27/2012,4/27/2012
61439773,11/15/2012,11/15/2012
61528738,8/8/2012,8/8/2012
61538926,9/13/2012,9/17/2012
61592205,8/20/2012,8/20/2012
61706379,11/2/2012,11/2/2012
61800417,12/24/2012,12/24/2012
61813532,4/19/2012,4/25/2012
61813532,11/2/2012,11/2/2012
61872441,8/16/2012,8/16/2012
61965477,8/30/2012,8/31/2012
62015542,7/11/2012,7/16/2012
62047817,2/6/2013,2/15/2013
62049889,10/15/2012,10/15/2012
62296736,6/11/2012,6/13/2012
62327229,12/4/2012,12/4/2012
62330981,5/3/2012,5/3/2012
62356976,5/29/2012,5/29/2012
62356976,11/26/2012,11/26/2012
62388216,1/8/2013,1/9/2013
62428480,5/9/2012,1/3/2013
62470384,8/7/2012,8/8/2012
62470384,3/8/2013,3/8/2013
62555072,12/6/2012,12/6/2012
62747509,10/19/2012,10/19/2012
62869693,6/27/2012,9/14/2012
62970893,2/20/2013,2/25/2013
63033525,5/2/2012,7/23/2012
63050712,12/1/2012,12/1/2012
63053285,1/24/2012,8/28/2012
63063635,2/6/2013,2/6/2013
63089727,10/25/2012,10/25/2012
63215491,3/7/2012,7/26/2012
63287356,4/4/2012,4/11/2012
63325192,7/18/2012,7/18/2012
63325192,11/26/2012,11/26/2012
63375206,3/13/2013,3/14/2013
63480186,6/29/2012,8/6/2012
63480517,7/5/2012,7/10/2012
63517078,10/16/2012,10/16/2012
63610450,10/10/2012,10/10/2012
63665931,8/30/2012,8/30/2012
63700724,6/22/2012,6/22/2012
63701506,5/18/2012,5/18/2012
63723885,5/25/2012,6/15/2012
63730799,10/9/2012,10/10/2012
63793602,2/25/2013,2/25/2013
63847036,3/28/2012,4/2/2012
63926645,7/5/2012,7/5/2012
63937669,8/21/2012,9/14/2012
63945357,10/25/2012,10/25/2012
64059386,3/14/2013,3/14/2013
64075250,12/5/2012,12/13/2012
64106271,7/25/2012,7/25/2012
64185558,2/18/2013,2/18/2013
64207080,8/22/2012,8/22/2012
64207080,9/18/2012,9/27/2012
64282188,11/15/2012,11/15/2012
64300327,4/5/2012,4/5/2012
64382677,1/8/2013,1/8/2013
64414542,7/10/2012,7/17/2012
64423702,1/4/2013,1/6/2013
64425878,6/11/2012,6/11/2012
64425878,6/25/2012,6/25/2012
64671013,3/25/2012,4/11/2012
64731699,7/19/2012,7/26/2012
64832581,3/28/2012,4/12/2012
64927159,5/24/2011,8/7/2012
64937512,1/30/2013,1/31/2013
64967265,1/27/2011,11/22/2012
65084673,11/5/2012,11/5/2012
65268995,9/13/2012,12/6/2012
65282411,11/21/2012,11/21/2012
65339052,6/11/2012,7/3/2012
65339052,10/3/2012,10/3/2012
65498556,10/22/2012,10/22/2012
65728757,7/25/2012,8/16/2012
65894162,10/4/2012,10/9/2012
65899824,5/21/2012,5/22/2012
65912127,3/15/2013,3/15/2013
65991460,1/10/2013,1/14/2013
66010895,2/28/2013,3/11/2013
66027116,6/11/2012,6/11/2012
66106945,3/14/2013,3/14/2013
66120771,10/25/2012,10/25/2012
66226236,6/12/2012,6/19/2012
66263962,1/27/2011,11/22/2012
66337554,1/22/2013,1/29/2013
66373010,8/21/2012,8/21/2012
66390434,4/5/2012,4/5/2012
66459915,10/10/2012,10/10/2012
66527517,5/24/2012,9/13/2012
66595172,10/9/2012,10/9/2012
66603223,7/18/2012,7/24/2012
66662098,2/2/2012,1/17/2013
66673993,5/19/2011,11/22/2012
66684912,4/2/2012,4/2/2012
66745585,6/19/2012,6/19/2012
66796920,5/16/2012,5/22/2012
66796920,2/27/2013,2/28/2013
66945197,4/2/2012,4/2/2012
66957783,1/29/2013,1/29/2013
66958454,6/18/2012,6/18/2012
66958454,8/29/2012,9/10/2012
67075770,8/30/2012,8/30/2012
67187588,1/14/2013,1/17/2013
67296657,7/9/2012,7/10/2012
67378757,3/16/2012,6/20/2012
67437682,6/29/2012,7/2/2012
67482596,1/8/2013,1/15/2013
67508293,8/20/2012,8/20/2012
67612447,3/16/2012,6/20/2012
67618232,3/11/2013,3/12/2013
67624568,3/5/2013,3/26/2013
67651775,12/20/2012,12/20/2012
67695282,8/10/2012,8/13/2012
67735516,1/25/2013,2/20/2013
67749489,5/17/2012,6/11/2012
67827525,4/23/2012,5/8/2012
67854790,7/24/2012,8/29/2012
67904382,4/12/2012,4/12/2012
67911717,4/18/2012,4/18/2012
67939709,7/17/2012,7/17/2012
67971007,3/14/2013,3/14/2013
67971571,5/21/2012,5/25/2012
68029287,4/19/2012,5/1/2012
68047569,1/2/2013,1/2/2013
68092407,6/20/2012,6/20/2012
68130669,10/4/2012,10/4/2012
68212572,7/25/2012,7/26/2012
68309773,9/4/2012,9/4/2012
68309773,3/26/2013,3/26/2013
68425500,1/21/2013,1/21/2013
68448723,6/22/2012,6/22/2012
68566352,7/23/2012,12/18/2012
68582003,11/20/2012,11/22/2012
68602438,7/25/2012,7/25/2012
68653748,4/16/2012,4/26/2012
68697881,11/30/2012,11/30/2012
68782618,8/16/2012,11/12/2012
68788414,7/3/2012,7/4/2012
68796925,11/6/2012,11/16/2012
68826738,10/16/2012,10/23/2012
68891832,10/25/2012,10/25/2012
69030175,4/10/2012,12/28/2012
69032725,9/12/2012,9/12/2012
69394228,4/30/2012,4/30/2012
69394392,11/12/2012,11/12/2012
69666995,5/10/2011,10/29/2012
69755916,5/22/2012,6/22/2012
69760886,6/14/2012,6/14/2012
69760886,2/20/2013,2/21/2013
69780889,5/3/2012,5/3/2012
69818155,11/19/2012,11/28/2012
69878447,11/29/2012,11/29/2012
69946694,10/31/2012,11/1/2012
69962042,10/1/2012,10/1/2012
70070503,12/11/2012,12/11/2012
70114475,2/26/2013,2/26/2013
70150708,6/12/2012,6/21/2012
70150708,10/4/2012,10/9/2012
70302627,10/4/2012,10/8/2012
70387842,9/26/2012,10/3/2012
70422569,3/22/2013,3/22/2013
70435282,5/16/2012,5/16/2012
70558921,5/15/2012,5/24/2012
70728258,8/20/2012,11/5/2012
70763132,11/22/2012,11/27/2012
70813959,8/7/2012,8/8/2012
70813959,3/20/2013,3/25/2013
70815549,5/3/2012,5/3/2012
70815549,9/21/2012,9/26/2012
70852287,11/22/2012,11/22/2012
70869781,11/15/2012,11/18/2012
70898526,7/16/2012,7/17/2012
70902908,10/8/2012,10/19/2012
70930536,3/13/2013,3/13/2013
70999161,10/4/2012,10/4/2012
71003705,10/29/2012,10/31/2012
71037006,3/7/2013,3/12/2013
71112314,12/18/2012,12/20/2012
71241766,12/1/2012,12/1/2012
71273635,10/3/2012,10/4/2012
71375817,5/31/2012,5/31/2012
71387010,7/9/2012,7/10/2012
71453297,7/9/2012,9/7/2012
71679310,10/25/2012,10/25/2012
71707202,10/26/2012,10/26/2012
71826352,7/27/2012,7/30/2012
71840068,8/17/2012,8/21/2012
71846933,3/16/2012,6/20/2012
71973100,5/16/2012,5/30/2012
72194762,1/25/2013,1/25/2013
72237350,4/24/2012,5/30/2012
72307973,1/18/2013,1/18/2013
72330250,11/30/2012,12/10/2012
72408374,5/30/2012,5/30/2012
72466675,1/27/2011,11/22/2012
72501395,3/20/2013,3/25/2013
72536724,7/10/2012,7/12/2012
72580884,5/10/2012,5/10/2012
72605765,5/25/2012,5/25/2012
72605765,6/12/2012,8/23/2012
72705727,9/17/2012,9/24/2012
72774151,4/3/2012,4/3/2012
72774151,10/29/2012,10/29/2012
72776354,4/3/2012,5/4/2012
72872362,12/10/2012,12/10/2012
72874967,5/17/2012,10/10/2012
72877632,2/20/2013,2/20/2013
72902530,7/24/2012,7/24/2012
72937061,2/20/2013,2/20/2013
72972074,11/26/2012,12/4/2012
73033847,3/27/2012,4/10/2012
73038429,4/5/2012,7/12/2012
73038429,1/28/2013,1/28/2013
73084926,10/4/2012,10/10/2012
73201438,2/27/2013,2/28/2013
73224014,1/2/2013,3/12/2013
73382564,1/21/2013,3/6/2013
73685426,6/6/2012,6/6/2012
73780802,2/6/2013,2/8/2013
73927159,5/25/2012,5/25/2012
73943229,6/27/2012,6/27/2012
74026337,3/24/2011,1/11/2013
74130029,11/1/2012,11/1/2012
74130029,1/24/2013,1/24/2013
74248379,7/24/2012,7/24/2012
74306471,4/18/2012,4/30/2012
74366799,4/17/2012,4/17/2012
74455703,7/17/2012,7/17/2012
74523197,4/16/2012,4/16/2012
74611837,1/17/2013,1/17/2013
74653544,1/17/2013,1/18/2013
74653949,5/27/2011,1/11/2013
74700740,9/19/2012,12/20/2012
74720144,7/30/2012,9/28/2012
74756398,3/29/2013,3/29/2013
74769398,1/14/2013,1/14/2013
74906536,5/24/2012,5/24/2012
75035040,10/10/2012,10/10/2012
75214645,7/26/2012,8/3/2012
75214645,1/23/2013,1/28/2013
75260542,7/19/2012,7/31/2012
75278399,8/17/2012,8/17/2012
75408718,11/2/2012,11/2/2012
75496336,6/1/2012,6/7/2012
75568411,11/3/2011,8/3/2012
75646752,1/10/2013,2/21/2013
75747641,7/6/2012,7/6/2012
75764811,11/26/2012,11/26/2012
75779781,4/17/2012,4/17/2012
75779781,8/9/2012,8/15/2012
75787479,1/31/2013,2/24/2013
75802443,4/16/2012,4/16/2012
75816799,9/12/2012,9/12/2012
75843650,12/27/2012,12/27/2012
75978376,8/7/2012,8/7/2012
76009468,5/22/2012,5/22/2012
76017164,6/12/2012,6/12/2012
76060193,8/31/2012,9/4/2012
76264942,10/1/2012,10/1/2012
76269607,11/19/2012,11/21/2012
76283260,5/29/2012,5/29/2012
76345431,2/16/2012,6/22/2012
76492316,11/3/2011,8/3/2012
76531453,12/19/2012,12/19/2012
76544399,6/11/2012,7/9/2012
76568195,3/12/2013,3/12/2013
76633185,10/25/2012,10/25/2012
76653257,11/20/2012,11/20/2012
76676732,7/3/2012,7/6/2012
76766868,4/10/2012,4/10/2012
76770780,8/8/2012,8/13/2012
76785067,7/3/2012,7/3/2012
76789018,5/16/2012,1/25/2013
76792287,9/6/2012,9/14/2012
76902101,9/26/2012,1/22/2013
76908546,10/29/2012,10/29/2012
76939222,9/26/2012,9/26/2012
77008890,10/12/2012,10/15/2012
77043366,5/14/2012,5/14/2012
77179052,10/25/2012,10/25/2012
77213671,1/14/2013,1/14/2013
77214245,1/15/2013,1/25/2013
77272026,12/17/2012,12/17/2012
77353014,7/12/2012,7/12/2012
77417576,1/21/2013,1/24/2013
77533172,1/2/2013,1/2/2013
77641900,10/24/2011,1/18/2013
77678273,9/19/2012,12/20/2012
77967111,7/20/2012,7/20/2012
77989373,6/19/2012,6/19/2012
78009273,6/21/2012,6/21/2012
78061819,9/20/2012,9/20/2012
78091887,7/10/2012,7/10/2012
78108461,3/18/2013,3/19/2013
78155899,5/18/2011,12/28/2012
78300205,11/14/2011,8/30/2012
78336179,4/25/2012,4/25/2012
78336179,9/21/2012,10/1/2012
78345854,9/7/2011,5/29/2012
78430721,3/28/2012,9/11/2012
78441958,3/25/2013,3/26/2013
78476565,11/13/2012,11/13/2012
78485793,1/10/2013,1/22/2013
78644168,6/1/2012,6/1/2012
78644168,3/15/2013,3/15/2013
78653220,2/15/2013,2/15/2013
