"New ID","Assessment Actual Start Date","Assessment Completed"
57064940,12/02/2013,02/26/2014
57191059,07/19/2013,09/17/2013
57197314,12/11/2013,02/02/2014
57281242,07/08/2013,09/09/2013
57350731,04/10/2013,09/18/2013
57485587,12/12/2013,01/20/2014
57574089,07/18/2013,07/23/2013
57582068,07/05/2013,08/29/2013
57633465,09/09/2013,11/21/2013
57634423,10/01/2013,10/14/2013
57741409,01/02/2014,02/12/2014
57760183,06/25/2013,09/25/2013
57980694,11/05/2013,01/13/2014
58047231,09/18/2013,11/08/2013
58170896,11/06/2013,01/13/2014
58309622,09/10/2013,03/26/2014
58327718,01/13/2014,03/18/2014
58327718,07/17/2013,09/27/2013
58441965,07/10/2013,11/11/2013
58455016,10/11/2013,12/12/2013
58569265,11/08/2013,01/15/2014
58591886,11/20/2013,02/06/2014
58729469,12/16/2013,01/06/2014
58822404,07/29/2013,08/16/2013
58839369,10/24/2013,11/11/2013
59056703,10/28/2013,12/12/2013
59078977,11/18/2013,11/29/2013
59257157,09/03/2013,01/20/2014
59297146,10/11/2103,11/14/2013
59361838,08/02/2013,10/02/2013
59489956,07/10/2013,09/13/2013
59510084,06/20/2013,08/21/2013
59520886,07/03/2013,07/24/2013
59540066,08/20/2013,09/27/2013
59607346,01/17/2014,03/21/2014
59693702,11/28/2013,12/31/2013
59793301,09/03/2013,11/01/2013
59812080,07/09/2013,08/27/2013
59815333,08/21/2013,10/21/2013
59830521,01/23/2014,03/26/2014
59838404,01/13/2014,03/04/2014
59977226,11/25/2013,12/12/2013
60053854,12/23/2013,03/07/2014
60056318,06/25/2013,08/16/2013
60206001,01/16/2014,03/18/2014
60244338,07/05/2013,09/13/2013
60397967,10/28/2013,12/17/2013
60640377,11/20/2013,03/11/2014
60716385,06/14/2013,08/06/2013
60722951,10/08/2013,11/11/2013
60746717,11/11/2013,12/03/2013
60758999,09/02/2013,09/12/2013
60843104,08/30/2013,10/04/2013
60967707,07/19/2013,09/12/2013
61089323,07/01/2013,08/29/2013
61112833,01/07/2014,01/20/2014
61112833,09/12/2013,10/31/2013
61276505,08/07/2013,10/08/2013
61344656,11/14/2013,12/16/2013
61375602,10/10/2013,12/14/2013
61477501,09/03/2013,11/06/2013
61966319,01/31/2014,03/14/2014
61994120,12/02/2013,12/18/2013
61994120,08/16/2103,09/18/2013
62000491,11/29/2013,01/21/2014
62070564,12/18/2013,02/11/2014
62438491,10/23/2013,10/25/2013
62604375,06/04/2013,08/21/2013
62737486,01/03/2013,03/17/2014
62746411,11/07/2013,11/29/2013
62747509,12/20/2013,01/20/2014
62749001,10/10/2013,10/21/2013
62955426,09/06/2013,09/18/2013
62970893,10/03/2013,11/18/2013
63041785,12/02/2013,12/19/2013
63053213,05/10/2013,07/01/2013
63089161,12/30/2013,02/13/2014
63301393,09/26/2013,10/24/2013
63325192,11/13/2013,12/13/2013
63517078,11/20/2013,01/24/2014
63610450,07/25/2013,09/30/2013
63654820,01/17/2014,02/11/2014
63725457,09/27/2013,11/01/2013
63740021,01/02/2014,02/27/2014
63763556,09/06/2013,09/20/2013
63835247,02/06/2014,03/17/2014
63893523,03/05/2014,03/28/2014
63957292,06/28/2013,09/09/2013
64142378,12/11/2013,02/17/2014
64214636,07/18/2013,08/05/2013
64351927,11/14/2013,01/10/2014
64446990,10/03/2013,11/05/2013
64470134,11/26/2013,01/30/2014
64927159,02/04/2014,03/09/2014
64998191,07/15/2013,07/30/2013
65175334,06/27/2013,08/30/2013
65339052,01/15/2014,03/20/2014
65528307,11/18/2013,12/04/2013
65556125,06/25/2013,07/31/2013
65682371,05/20/2013,08/08/2013
65757803,11/20/2013,01/13/2014
65874847,07/18/2013,01/24/2014
66013585,11/22/2013,01/14/2014
66069901,01/09/2014,02/19/2014
66100114,12/11/2013,03/13/2014
66164460,01/13/2014,01/27/2014
66488825,01/14/2014,01/29/2014
66582098,07/25/2013,09/18/2013
66796920,07/19/2013,08/15/2013
67001119,07/02/2013,09/04/2013
67008809,01/10/2014,02/03/2014
67066401,08/30/2013,09/12/2013
67075770,11/07/2013,12/05/2013
67312623,01/27/2014,03/28/2014
67358514,10/09/2013,10/16/2013
67425198,02/10/2014,03/31/2014
67434264,11/19/2013,01/09/2014
67600107,09/18/2013,11/05/2013
67620514,07/03/2013,08/21/2013
67642094,11/27/2013,01/20/2014
67850919,08/13/2013,09/25/2013
67920104,07/31/2013,09/19/2013
68092407,11/08/2013,12/02/2013
68092407,09/02/2013,10/09/2013
68106474,06/05/2013,07/25/2013
68400991,11/18/2013,01/10/2014
68449364,05/23/2013,07/16/2013
68449364,12/03/2013,02/21/2014
68635839,11/06/2013,11/22/2013
68648260,11/18/2013,01/21/2014
68670388,02/07/2014,03/25/2014
68921773,11/06/2013,03/29/2014
69030977,05/28/2013,07/16/2013
69103718,06/28/2013,07/08/2013
69129143,01/15/2014,03/17/2014
69235530,01/22/2014,03/31/2014
69282920,09/06/2013,10/07/2013
69344877,11/13/2013,11/26/2013
69349958,07/02/2013,07/24/2013
69612948,01/02/2014,02/12/2014
69681165,10/03/2013,10/23/2013
69681782,11/01/2013,01/08/2014
69699891,06/28/2013,09/05/2013
69758012,06/11/2013,10/28/2013
69818155,07/02/2013,09/13/2013
69837256,11/01/2013,01/29/2014
69878216,07/04/2013,07/12/2013
69895624,07/10/2013,08/12/2013
69899215,11/14/2013,01/07/2014
69913883,07/30/2013,09/23/2013
70010151,10/23/2013,10/23/2013
70057734,01/08/2014,03/12/2014
70070503,05/31/2013,09/23/2013
70378747,06/12/2013,09/23/2013
70469760,10/04/2013,10/14/2013
70563517,09/12/2013,11/13/2013
70692190,03/14/2014,03/27/2014
70784511,12/11/2013,02/19/2014
70811978,12/05/2013,01/13/2014
70930536,03/13/2013,08/13/2013
71111363,06/19/2013,08/23/2013
71177998,06/26/2013,09/03/2013
71248034,12/12/2013,12/20/2013
71478548,10/22/2013,11/20/2013
71590732,01/29/2014,03/27/2014
71865738,07/25/2013,11/29/2013
71871423,05/15/2013,07/04/2013
71999047,12/30/2013,03/04/2014
72027336,11/01/2013,01/07/2014
72060018,07/19/2013,08/01/2013
72062894,09/19/2013,11/07/2013
72207751,10/23/2013,12/11/2013
72257650,10/01/2013,10/14/2013
72493375,11/29/2013,02/05/2014
72495726,07/11/2013,09/10/2013
72575517,08/02/2013,10/15/2013
72590190,08/30/2013,10/11/2013
72670893,05/28/2013,07/14/2013
72770040,01/27/2014,03/31/2014
72839681,03/11/2014,03/24/2014
72853070,02/17/2014,02/26/2014
72861400,06/28/2013,09/02/2013
72936594,11/14/2013,12/17/2013
73044626,05/31/2013,07/16/2013
73112756,,01/13/2014
73200745,01/06/2014,01/16/2014
73240980,07/04/2013,09/03/2013
73296766,12/03/2013,02/24/2014
73298481,07/24/2013,07/26/2013
73298481,07/24/2013,08/07/2013
73327130,01/20/2014,03/03/2014
73332108,09/30/2013,01/29/2014
73428722,03/28/2013,07/16/2013
73460527,11/01/2013,01/17/2014
73520276,11/08/2013,01/14/2014
73636363,11/22/2013,02/12/2014
73724468,06/26/2013,08/07/2013
73841878,07/03/2013,09/13/2013
73866144,10/21/2013,01/03/2014
73928648,04/26/2013,06/27/2013
73937959,08/02/2013,09/20/2013
74033547,08/09/2103,11/07/2013
74068795,12/11/2013,02/14/2014
74069975,08/19/2013,09/26/2013
74111519,08/16/2013,08/23/2013
74130029,01/10/2014,03/14/2014
74249983,09/19/2013,11/20/2013
74255887,11/13/2013,01/07/2014
74314629,08/14/2013,08/30/2013
74328010,05/17/2013,08/08/2013
74397632,11/01/2013,01/10/2014
74455703,10/28/2013,12/17/2013
74524464,07/15/2013,09/12/2013
74714500,06/25/2013,09/23/2013
74756398,07/31/2013,08/02/2013
74909328,11/18/2013,12/03/2013
74924749,07/22/2013,09/13/2013
74988482,01/29/2014,02/20/2014
75009863,10/30/2013,12/09/2013
75100855,12/20/2013,01/14/2014
75108192,05/21/2013,08/15/2013
75274326,02/11/2014,03/09/2014
75313878,07/10/2013,07/24/2013
75323370,01/07/2014,02/21/2014
75548736,07/18/2013,09/19/2013
75568411,07/30/2013,08/12/2013
75574245,02/24/2014,03/13/2014
75646752,08/20/2013,10/10/2013
75672331,08/21/2013,12/30/2013
75747641,11/14/2013,12/04/2013
75817418,02/14/2014,03/18/2014
75817418,11/19/2013,12/10/2013
75817418,08/01/2013,10/03/2013
75889426,05/10/2013,07/15/2013
75971427,09/27/2013,11/28/2013
75982101,07/29/2013,09/16/2013
76107051,07/03/2013,07/13/2013
76154561,07/12/2013,09/16/2013
76504084,09/04/2013,01/02/2014
76556750,08/30/2013,09/16/2013
76608717,08/20/2013,09/09/2013
76614545,10/08/2013,11/25/2013
76619116,09/06/2013,11/06/2013
76671525,09/13/2013,11/18/2013
76715585,11/11/2013,12/12/2013
77179052,10/17/2013,11/05/2013
77208439,07/04/2013,09/03/2013
77235879,06/07/2013,07/25/2013
77533172,10/10/2013,12/10/2013
77642170,11/18/2013,01/23/2014
77754804,10/17/2013,12/05/2013
77765051,01/02/2014,03/03/2014
77778422,11/18/2013,11/28/2013
78091887,12/16/2013,02/03/2014
78091887,06/18/2013,07/11/2013
78336179,05/21/2013,07/09/2013
78414612,11/12/2013,01/21/2014
78441958,07/11/2013,07/31/2013
78501242,01/24/2014,02/11/2014
78570824,09/10/2013,11/12/2013
78644168,03/15/2013,07/12/2013
78678705,07/15/2013,09/12/2013
78739019,10/18/2013,12/12/2013
78885871,12/09/2013,02/12/2014
78918368,01/10/2014,03/17/2014
78953055,01/23/2014,01/27/2014
78998090,01/15/2014,02/06/2014
79046145,10/04/2013,11/21/2013
79264687,01/23/2014,03/28/2014
79264687,07/04/2013,08/19/2013
79371313,10/11/2013,11/20/2013
79439411,06/13/2013,07/18/2013
79576812,06/06/2013,08/19/2013
79592512,07/11/2013,09/13/2013
79628712,07/02/2013,07/24/2013
79628712,11/20/2013,01/23/2014
79630903,06/18/2013,08/06/2013
79674675,07/30/2013,10/02/2013
79731623,09/30/2013,12/02/2013
79764535,11/26/2013,01/31/2014
79785165,08/15/2013,08/22/2013
79972154,09/30/2013,11/19/2013
79990619,04/24/2013,08/01/2013
80063525,10/08/2013,01/17/2014
80108209,07/10/2013,08/12/2013
80118522,11/05/2013,01/10/2014
80118522,02/17/2014,03/11/2014
80160254,07/01/2013,07/16/2013
80268586,10/01/2013,12/03/2013
80536570,05/15/2013,07/04/2013
80539021,10/10/2013,10/24/2013
80577862,11/29/2013,01/22/2014
80639441,07/02/2013,07/25/2013
80639564,10/22/2013,12/09/2013
80668344,09/20/2013,11/01/2013
80749809,11/05/2013,02/06/2014
80764045,06/10/2013,07/09/2013
80866981,06/04/2013,07/23/2013
80895915,10/14/2013,12/16/2013
81165986,07/25/2013,10/22/2013
81279152,07/31/2013,12/02/2013
81325829,01/14/2014,03/31/2014
81777021,11/01/2013,01/08/2014
82000510,09/19/2013,11/01/2013
82017183,07/16/2013,09/18/2013
82128361,02/13/2014,03/27/2014
82291660,07/30/2013,08/14/2013
82625870,11/14/2013,01/06/2014
82678405,12/12/2013,02/17/2014
82798142,01/13/2014,01/23/2014
82814660,10/31/2013,01/07/2014
82918548,06/07/2013,07/25/2013
83049118,11/20/2013,01/24/2014
83119945,11/01/2013,01/27/2014
83131224,09/23/2013,02/07/2014
83186027,07/18/2013,08/14/2013
83186027,08/16/2103,11/15/2013
83191494,02/07/2014,03/26/2014
83209409,12/10/2013,02/14/2014
83384215,07/18/2013,09/27/2013
83395448,10/15/2013,12/02/2013
83705490,06/07/2013,08/20/2013
83720925,12/04/2013,02/10/2014
83720925,08/16/2013,09/10/2013
83742497,10/08/2013,10/18/2013
83767895,10/04/2013,12/12/2013
83794388,06/21/2013,08/23/2013
83942891,09/05/2013,11/07/2013
83965212,11/21/2013,01/14/2014
84056483,11/15/2013,01/07/2014
84067277,11/26/2013,01/17/2014
84110482,08/19/2013,09/04/2013
84115932,03/14/2014,03/28/2014
84115932,08/19/2013,09/03/2013
84115932,11/12/2013,12/02/2013
84138462,10/08/2013,01/06/2014
84249069,11/20/2013,11/22/2013
84460478,12/27/2013,03/10/2014
84645126,10/04/2013,03/17/2014
84720472,11/14/2013,01/20/2014
84740366,10/04/2013,12/09/2013
84898564,11/04/2013,12/04/2013
84919974,08/21/2013,11/06/2013
85009111,02/06/2014,02/18/2014
85033008,07/15/2013,10/23/2013
85099352,11/08/2013,02/14/2014
85283700,02/18/2014,03/18/2014
85288661,04/08/2013,08/23/2013
85342565,09/19/2013,10/11/2013
85381370,01/17/2014,03/27/2014
85432357,11/07/2013,01/14/2014
85612977,09/03/2013,11/28/2013
85695331,01/20/2014,03/24/2014
85714430,08/30/2013,11/01/2013
85715240,11/18/2013,01/23/2014
85867121,08/22/2013,10/25/2013
85899570,03/06/2014,03/25/2014
85929428,11/19/2013,01/02/2014
86019465,02/06/2014,03/28/2014
86050333,11/25/2013,01/23/2014
86083692,07/10/2013,09/27/2013
86190719,06/17/2013,08/02/2013
86211734,07/30/2013,10/21/2013
86221205,07/04/2013,08/19/2013
86343951,10/17/2013,12/05/2013
86407414,12/23/2013,02/14/2014
86486936,09/30/2013,11/06/2013
86525851,07/08/2013,08/01/2013
86580656,09/17/2013,01/17/2014
86726107,07/10/2013,10/08/2013
86748136,09/09/2013,10/17/2013
86765709,01/13/2014,03/04/2014
86816086,08/06/2013,08/20/2013
86922930,11/27/2013,02/03/2014
87019214,02/07/2014,03/31/2014
87183523,01/29/2014,03/10/2014
87420996,01/24/2014,03/28/2014
87648761,07/12/2013,09/15/2013
87652774,06/27/2013,07/25/2013
87813607,09/19/2013,11/20/2013
87838308,02/07/2014,03/21/2014
87881044,12/05/2013,01/13/2014
88050635,09/30/2013,01/29/2014
88051767,07/09/2013,10/02/2013
88164727,07/26/2013,09/16/2013
88176204,09/30/2013,11/18/2013
88182082,02/17/2014,02/26/2014
88252876,09/19/2013,10/04/2013
88279445,08/19/2013,10/01/2013
88311413,08/23/2013,10/14/2013
88314310,01/27/2014,03/28/2014
88338436,08/09/2103,10/31/2013
88440891,01/21/2014,03/12/2014
88448261,02/07/2014,03/27/2014
88452781,07/03/2013,07/16/2013
88553841,10/10/2013,10/18/2013
88640721,09/30/2013,11/22/2013
88766942,08/30/2013,10/15/2013
88828921,08/21/2013,12/19/2013
88899131,01/10/2014,01/27/2014
89001772,11/14/2013,01/13/2014
89103880,11/01/2013,01/27/2014
89112384,06/25/2013,09/23/2013
89127663,02/24/2014,03/27/2014
89217372,02/04/2014,02/18/2014
89235047,09/30/2013,11/06/2013
89235859,09/10/2013,12/24/2013
89249943,12/02/2013,02/05/2014
89291299,06/27/2013,08/21/2013
89357384,06/06/2013,07/28/2013
89387185,03/04/2014,03/25/2014
89512593,10/11/2013,11/25/2013
89571083,11/25/2013,01/30/2014
89631462,02/13/2014,03/31/2014
89631462,11/01/2013,01/08/2014
89677970,07/22/2013,08/06/2013
89684549,10/04/2013,12/06/2013
89779623,09/18/2013,11/11/2013
89937006,12/19/2013,01/09/2014
89962595,08/07/2013,08/20/2013
90042250,12/20/2013,02/26/2014
90046163,12/04/2013,02/10/2014
90099640,08/20/2013,09/13/2013
90109639,08/21/2013,12/30/2013
90130055,10/11/2013,11/20/2013
90143324,08/22/2013,09/13/2013
90242504,12/09/2013,01/30/2014
90242504,05/28/2013,07/14/2013
90256223,11/12/2013,11/26/2013
90267251,09/30/2013,12/02/2013
90317928,01/10/2014,03/21/2014
90349467,01/06/2014,03/10/2014
90403249,11/20/2013,01/27/2014
90488193,10/04/2013,01/14/2014
90499619,06/04/2013,07/10/2013
90517044,07/24/2013,08/08/2013
90574812,10/19/2013,12/19/2013
90595575,11/19/2013,01/09/2014
90608184,03/13/2014,03/27/2014
90669880,10/17/2013,10/21/2013
90753039,01/20/2014,03/24/2014
90784589,01/16/2014,02/18/2014
90819737,08/02/2013,10/02/2013
90830340,09/13/2013,09/26/2013
90900887,05/31/2013,07/12/2013
90942987,09/05/2013,12/09/2013
90951065,10/03/2013,10/04/2013
91074832,09/13/2013,11/15/2013
91249777,08/14/2013,10/01/2013
91251570,02/12/2014,03/13/2014
91382774,11/13/2013,01/20/2014
91431511,08/14/2013,09/27/2013
91529916,12/03/2013,02/07/2014
91529916,08/13/2013,09/03/2013
91617793,11/28/2013,02/11/2014
91634121,12/10/2013,01/30/2014
91639607,,10/28/2013
91658827,08/07/2013,11/11/2013
91716460,08/13/2013,09/15/2013
91721935,06/19/2013,08/01/2013
91781079,12/10/2013,01/27/2014
91795351,06/24/2013,08/28/2013
91823035,01/28/2014,03/12/2014
91855430,12/18/2013,12/24/2013
91871495,07/05/2013,10/09/2013
91941926,,10/01/2013
91964544,07/05/2013,08/30/2013
92174042,11/22/2013,03/04/2014
92214231,01/10/2014,03/19/2014
92396748,11/25/2013,01/23/2014
92472171,10/28/2103,12/03/2013
92626113,06/28/2013,09/05/2013
92646481,06/06/2013,09/15/2013
92771778,11/29/2013,02/12/2014
92831514,08/30/2013,11/01/2013
93033848,09/16/2013,09/29/2013
93045874,11/29/2013,02/05/2014
93060983,12/10/2013,02/21/2014
93091622,10/09/2013,10/22/2013
93436626,05/21/2013,09/09/2013
93490947,03/12/2014,03/27/2014
93499637,08/20/2013,09/09/2013
93642349,01/10/2014,02/03/2014
93646014,09/27/2013,10/04/2013
93772181,11/26/2013,02/04/2014
93776412,06/03/2013,08/27/2013
93979575,11/28/2013,02/04/2014
94065043,01/24/2014,03/28/2014
94082117,01/17/2014,03/28/2014
94260347,08/30/2013,10/17/2013
94290766,12/12/2013,03/14/2014
94317509,10/24/2013,12/27/2013
94332134,11/18/2013,01/30/2014
94376427,12/09/2013,01/27/2014
94451093,05/23/2013,07/12/2013
94764346,11/05/2013,01/03/2014
94898257,06/20/2013,09/16/2013
94915882,11/19/2013,01/07/2014
94933643,06/26/2013,09/12/2013
94966098,10/22/2013,12/24/2013
95051188,11/20/2013,01/27/2014
95092842,09/03/2013,11/06/2013
95190164,07/29/2013,08/06/2013
95248767,11/14/2013,01/09/2014
95272549,06/28/2013,07/04/2013
95278455,09/06/2013,12/03/2013
95399903,12/27/2013,02/26/2014
95412894,01/10/2014,01/23/2014
95502824,09/17/2013,11/04/2013
95523418,10/29/2013,12/10/2013
95647527,12/11/2013,02/19/2014
95660169,09/17/2013,11/22/2013
95666834,11/11/2013,12/11/2013
95669643,08/08/2013,11/13/2013
95830364,08/22/2013,10/03/2013
96087599,06/20/2013,08/15/2013
96098361,06/04/2013,07/29/2013
96176891,07/29/2013,08/16/2013
96252804,01/21/2014,03/25/2014
96369956,02/04/2014,03/25/2014
96424019,09/19/2013,10/03/2013
96747565,11/01/2013,01/10/2014
96806337,09/03/2013,09/17/2013
96892005,02/28/2014,03/17/2014
96895090,09/30/2013,10/02/2013
97060315,09/30/2013,01/09/2014
97092536,01/07/2014,03/11/2014
97167901,10/23/2013,12/10/2013
97187404,11/11/2013,02/17/2014
97291673,07/26/2013,09/12/2013
97720760,07/05/2013,08/22/2013
97755688,07/22/2013,08/12/2013
97811879,09/19/2013,10/03/2013
97860582,11/25/2013,01/30/2014
97982312,07/30/2013,07/30/2013
98006188,11/11/2013,11/25/2013
98159663,05/28/2013,07/22/2013
98161133,11/07/2013,01/02/2014
98180566,07/19/2013,11/04/2013
98194090,01/13/2014,03/04/2014
98253400,07/22/2013,07/26/2013
98294137,08/09/2013,10/17/2013
98327966,11/20/2013,01/27/2014
98433879,01/27/2014,02/10/2014
98433879,11/07/2013,01/02/2014
98711203,06/25/2013,09/11/2013
98759015,07/31/2013,09/09/2013
98890519,01/21/2014,03/19/2014
98918657,06/25/2013,09/25/2013
98965604,08/09/2103,11/07/2013
99124966,07/15/2013,08/02/2013
99160830,10/16/2013,12/04/2013
99284678,01/17/2014,03/21/2014
99472738,06/26/2013,09/10/2013
99497564,10/07/2013,10/30/2013
99549488,11/27/2013,01/30/2014
99603920,10/22/2013,12/10/2013
99747593,05/17/2013,09/16/2013
99777850,08/20/2013,10/11/2013
99881593,01/13/2014,03/04/2014
99951846,07/29/2013,08/28/2013
