"New ID","Placement start","Placement type","Legal status"
68310823,11/26/2014,"U6","L1"
68310823,12/07/2016,"H5","V2"
68414543,04/15/2016,"U6","C1"
68425500,01/20/2013,"Q2","L1"
68582003,03/24/2015,"U6","V2"
68788414,07/04/2012,"Q2","V2"
68789020,06/19/2016,"U6","L1"
68891832,10/24/2012,"Q2","L1"
68965312,09/18/2014,"R3","V2"
69030175,05/04/2012,"P1","C1"
69032725,09/27/2012,"Q2","L1"
69032725,10/08/2012,"Q1","V2"
69093740,09/14/2016,"U6","C1"
69426935,04/22/2014,"H5","V2"
69717713,11/20/2012,"Q2","L1"
69717713,11/24/2012,"Q2","L1"
70010151,10/23/2013,"Q2","V2"
70489863,02/16/2015,"U6","L1"
70632615,03/24/2015,"R3","C1"
70680165,03/15/2016,"H5","L1"
70763132,11/13/2012,"H5","V2"
70772158,09/15/2016,"U6","V2"
70796439,03/22/2013,"Q2","V2"
70800834,12/14/2015,"U5","V2"
70869019,05/25/2016,"U6","L1"
70925117,09/25/2013,"Q1","V2"
71229771,07/20/2016,"U6","L1"
71241766,03/19/2013,"Q2","V2"
71248034,12/20/2013,"H5","V2"
71349396,04/24/2014,"R5","J1"
71415327,06/11/2016,"P1","J1"
71435348,03/20/2017,"U6","L1"
71739207,11/17/2014,"U6","V2"
71941023,09/09/2014,"U6","V2"
72046618,10/03/2013,"K1","J1"
72046618,12/16/2014,"H5","V2"
72046618,09/02/2015,"H5","V2"
72047112,01/18/2016,"K2","V2"
72179830,03/23/2017,"U6","V2"
72194762,01/25/2013,"Q2","L1"
72194762,02/10/2016,"U6","L1"
72194762,03/29/2017,"U6","V2"
72258278,05/25/2016,"U6","L1"
72282944,08/03/2015,"H5","V2"
72466675,10/06/2013,"Q2","L1"
72493375,12/23/2013,"R3","C1"
72501670,09/02/2012,"K2","V2"
72530751,05/17/2012,"P1","C1"
72542554,09/11/2014,"U6","L1"
72544465,11/30/2015,"U3","V2"
72797242,07/27/2012,"R3","C1"
72870926,05/22/2015,"R2","C1"
72902530,11/16/2012,"R2","C1"
72934742,07/31/2015,"H5","J1"
72934742,12/17/2015,"R5","J1"
73111733,04/02/2014,"U3","L1"
73274159,04/29/2014,"U6","V2"
73314492,11/13/2014,"R2","V2"
73382564,01/19/2013,"Q2","L1"
73902537,07/08/2015,"U6","V2"
73927159,10/03/2012,"Q2","C1"
73985429,10/16/2013,"Q1","L1"
74072851,06/20/2016,"U6","L1"
74111519,08/20/2013,"H5","V2"
74193634,05/17/2013,"Q2","V2"
74257094,05/02/2013,"Q2","L1"
74488803,02/24/2016,"H5","V2"
74530680,05/21/2015,"R2","C1"
74620102,11/27/2014,"U6","V2"
74702264,01/05/2015,"U6","L1"
74782257,09/11/2013,"Q2","V2"
74924749,12/16/2013,"Q1","C1"
75339746,12/23/2015,"U6","L1"
75339746,02/16/2016,"U6","V2"
75459998,03/10/2017,"U6","C1"
75630182,05/18/2016,"U6","L1"
75672331,07/02/2014,"U6","C1"
75714232,06/10/2016,"U6","C1"
75714232,03/07/2017,"U6","C2"
75779781,10/25/2012,"Q1","J1"
75802443,11/01/2012,"R2","C1"
76053134,10/13/2016,"H5","V2"
76127533,03/21/2014,"Q2","V2"
76153632,06/10/2016,"U6","C1"
76283260,08/31/2012,"Q2","L1"
76391495,03/21/2017,"U6","C1"
76671525,12/05/2013,"H5","V2"
76715585,01/14/2014,"Q2","C1"
76848065,02/06/2013,"K1","J1"
76848065,03/11/2013,"Q2","V2"
76848065,11/12/2013,"Q1","V2"
76848065,10/17/2015,"K1","J1"
76860248,05/08/2015,"U6","V2"
76860248,08/19/2015,"U6","L1"
76939222,07/22/2015,"K2","V2"
76974018,03/20/2017,"U6","L1"
77008890,02/08/2013,"Q2","V2"
77034630,09/09/2014,"U6","V2"
77054895,12/28/2016,"U6","V2"
77364090,07/08/2013,"K2","J1"
77364090,06/25/2014,"R5","J1"
77364090,01/29/2016,"H5","V2"
77455173,08/10/2016,"H5","V2"
77558865,11/10/2016,"U6","L2"
77738670,05/24/2015,"U6","L1"
77738670,02/14/2017,"U6","L1"
77818624,01/07/2016,"U6","V2"
77967111,03/04/2013,"Q2","L1"
78336179,07/04/2013,"P1","C1"
78432739,01/07/2016,"U3","V2"
78490135,09/05/2016,"R2","C1"
78570824,03/12/2014,"Q2","L1"
78754462,09/29/2015,"U6","C1"
78856888,08/13/2012,"Q2","V2"
78953055,01/09/2014,"H5","V2"
78995391,06/24/2016,"H5","J1"
78998090,01/16/2014,"Q2","L1"
79075127,11/16/2015,"H5","V2"
79160022,01/29/2016,"H5","V2"
79464220,02/24/2015,"H5","V2"
79719582,10/17/2013,"Q2","L1"
79764535,02/26/2014,"R2","L1"
80063525,10/17/2013,"Q2","L1"
80108209,11/11/2013,"Q1","V2"
80497189,02/24/2013,"Q1","L1"
80536570,08/16/2013,"Q2","L1"
80780290,10/15/2015,"U6","C1"
80895915,01/13/2014,"Q1","V2"
80913534,09/11/2015,"U6","L1"
80943139,11/15/2013,"H5","J1"
80957778,03/27/2014,"H5","V2"
81014637,02/16/2017,"U6","C1"
81149437,01/07/2016,"U6","L1"
81342501,11/09/2016,"U6","L1"
81373000,01/23/2014,"Q2","L1"
81577892,10/18/2012,"Q1","V2"
81672172,05/27/2015,"P1","J1"
81672172,08/28/2015,"P1","J1"
81672172,04/27/2016,"K1","C1"
81672172,11/18/2016,"K2","C2"
81824932,06/02/2012,"K1","J1"
81883210,08/28/2012,"Q2","C1"
82013502,01/27/2013,"K1","J1"
82294884,12/29/2012,"R5","J1"
82313854,11/06/2014,"H5","V2"
82408949,07/09/2016,"U6","L1"
82476077,11/21/2013,"H5","V2"
82592287,03/01/2013,"Q2","L1"
82604472,11/03/2016,"H5","V2"
82751684,01/27/2017,"U6","L1"
82843163,08/31/2012,"Q2","C1"
82942824,05/21/2016,"H5","L1"
82995920,01/25/2015,"U6","L1"
83093689,07/12/2012,"K2","V2"
83186027,01/09/2014,"K1","J1"
83230113,03/01/2013,"Q2","L1"
83269659,09/06/2012,"H5","J1"
83624975,02/22/2017,"U6","C1"
83638075,01/29/2017,"U6","L1"
83681267,04/01/2012,"Q2","L1"
83681267,05/03/2012,"K2","V2"
83892617,09/19/2012,"R3","C1"
83894929,07/03/2014,"U6","L1"
83895490,06/24/2014,"U6","L1"
83895490,10/08/2014,"U6","L1"
83895490,12/15/2014,"U6","L1"
83895490,03/08/2017,"U6","V2"
83913395,08/26/2014,"U6","L1"
83935600,10/26/2012,"Q2","C1"
84094405,10/16/2013,"Q1","C1"
84138462,02/25/2015,"U6","V2"
84357249,02/14/2017,"U6","C1"
84429155,04/15/2014,"U6","L1"
84433304,01/12/2017,"H5","V2"
84505372,07/18/2012,"Q1","V2"
84683436,02/07/2014,"Q2","V2"
84683436,02/14/2014,"Q2","V2"
84826312,09/16/2013,"Q1","C1"
84978126,07/12/2012,"Q2","C1"
85033008,07/30/2013,"R2","C1"
85151407,04/10/2015,"U6","C1"
85165014,08/07/2012,"H5","V2"
85351995,02/07/2014,"Q2","L1"
85532789,11/29/2013,"R5","V2"
85532789,03/07/2014,"R5","J1"
85612977,11/28/2013,"Q2","V2"
85635497,05/02/2013,"Q2","L1"
85747670,08/28/2014,"H5","V2"
85929428,01/10/2014,"Q2","C1"
85984292,06/28/2013,"K1","J1"
86012326,01/08/2016,"H5","V2"
86060393,03/19/2013,"Q1","V2"
86276236,01/22/2014,"Q2","C1"
86596778,03/18/2016,"K2","L1"
86697628,02/25/2014,"K1","J1"
86748136,06/30/2014,"U6","L1"
86748136,12/07/2016,"U3","V2"
86896822,10/24/2013,"Q1","V2"
86896822,04/21/2014,"U3","V2"
86987493,06/28/2012,"Q2","L1"
87062784,04/30/2015,"U6","V2"
87134258,04/12/2016,"U6","V2"
87183523,02/07/2014,"Q1","V2"
87315205,03/19/2013,"H5","V2"
87705639,03/31/2017,"U6","V2"
87807152,10/26/2012,"Q2","C1"
87822614,01/22/2013,"R5","J1"
87838308,02/06/2014,"Q2","V2"
88172430,12/01/2016,"R2","V2"
88252876,09/20/2013,"Q2","L1"
88261734,01/15/2013,"H5","V2"
88285062,03/05/2013,"H5","V2"
88353313,08/31/2016,"U6","V2"
88353313,11/03/2016,"U3","V2"
88452781,03/22/2013,"Q2","V2"
88495515,09/28/2016,"U6","L1"
88803844,10/25/2013,"U6","C1"
89127663,05/21/2016,"U6","V2"
89216247,11/14/2012,"Q2","C1"
89250074,02/17/2016,"U6","C1"
89314432,05/19/2016,"U3","V2"
89317710,04/03/2014,"H5","V2"
89401969,11/13/2014,"H5","V2"
89569314,12/18/2012,"Q2","C1"
89584694,06/11/2014,"U6","L1"
89607042,05/17/2013,"Q2","V2"
89607042,10/11/2013,"K1","V2"
89607042,03/06/2014,"H5","V2"
89676211,03/01/2013,"Q2","L1"
89696985,06/20/2014,"U3","V2"
89819939,08/03/2015,"U6","V2"
89937006,11/19/2013,"Q2","C1"
90088834,09/06/2012,"Q2","C1"
90109639,07/02/2014,"U6","L1"
90365611,05/18/2016,"U6","L1"
90466388,07/09/2016,"U6","L1"
90488193,07/31/2014,"U6","V2"
90488193,09/09/2015,"H5","V2"
90595575,06/24/2014,"U6","V2"
90784589,01/23/2014,"H5","V2"
90784589,03/03/2014,"H5","V2"
91074832,04/14/2015,"H5","V2"
91138815,03/08/2013,"Q2","V2"
91282840,11/18/2016,"H5","V2"
91322151,01/07/2016,"U3","V2"
91336397,11/27/2015,"U6","L1"
91344354,03/19/2013,"Q1","V2"
91350049,03/10/2017,"U6","C1"
91431511,09/02/2015,"H5","V2"
91497256,07/18/2012,"Q1","V2"
91567398,12/21/2014,"U6","L1"
91673014,11/26/2012,"Q2","C1"
91716460,08/12/2013,"Q2","L1"
91716460,08/15/2013,"Q2","L1"
91750192,06/11/2012,"Q2","J1"
91750192,11/07/2012,"K2","V2"
91800841,07/10/2012,"Q2","L1"
91855430,12/18/2013,"H5","V2"
92073346,11/29/2013,"R5","J1"
92490873,08/22/2012,"H5","V2"
92492465,08/27/2013,"H5","V2"
92736737,07/07/2016,"U3","L1"
92932045,03/04/2015,"R3","V2"
93033848,05/29/2014,"U6","C1"
93061617,03/30/2015,"U6","L1"
93061617,07/16/2015,"U6","L1"
93125740,02/02/2015,"U6","V2"
93245441,08/08/2014,"U6","C1"
93642349,01/20/2014,"Q2","L1"
94008591,08/07/2012,"K1","J1"
94008591,08/07/2014,"H5","V2"
94085965,01/22/2016,"H5","J1"
94102234,08/16/2012,"Q1","V2"
94144221,04/11/2016,"U3","V2"
94175897,05/13/2013,"H5","V2"
94332793,03/13/2017,"U6","V2"
94416728,03/24/2015,"H5","V2"
94512135,04/10/2015,"H5","V2"
94540326,10/26/2016,"H5","V2"
94571431,02/16/2017,"U6","C1"
94723861,12/15/2015,"U6","V2"
94737278,02/17/2014,"Q1","V2"
94768590,12/19/2014,"H5","V2"
94785311,04/02/2014,"U6","L1"
94863806,09/13/2015,"U6","L1"
95399903,02/04/2014,"Q2","V2"
95431101,05/31/2013,"Q1","V2"
95445302,11/26/2012,"Q2","C1"
95522284,11/23/2016,"U6","L1"
95617196,05/19/2016,"U3","V2"
95628436,04/06/2013,"Q2","L1"
95830364,09/20/2013,"Q2","C1"
95842814,12/14/2015,"H5","V2"
95918610,02/06/2013,"Q1","C1"
96240328,02/04/2013,"Q2","L1"
96523377,01/06/2016,"U6","L1"
96582092,02/14/2016,"U6","L1"
96582092,07/07/2016,"R2","L1"
96745602,11/08/2012,"R2","C1"
96831508,02/29/2016,"U6","C1"
96886224,01/27/2014,"Q2","V2"
97204975,01/29/2017,"U6","L1"
97419156,06/26/2015,"U6","V2"
97431242,02/08/2017,"U6","V2"
97474936,10/11/2012,"Q1","V2"
97553574,04/30/2014,"U3","V2"
97715878,12/04/2012,"Q2","C1"
97734716,12/09/2013,"R5","J1"
97826989,05/10/2016,"U6","L1"
97957309,12/13/2013,"R5","J1"
97983203,04/13/2014,"U6","V2"
98161133,03/18/2014,"Q2","L1"
98180250,09/27/2016,"H5","L1"
98294137,08/09/2013,"Q2","L1"
98365990,11/27/2012,"Q2","L1"
98433879,03/18/2014,"Q2","L1"
98476006,03/29/2017,"U6","V2"
98546279,07/08/2016,"H5","V2"
98554437,06/08/2016,"U6","V2"
98577278,06/07/2013,"Q2","V2"
98577278,02/06/2014,"Q2","C1"
98772336,12/04/2014,"R2","C1"
99580823,07/07/2015,"U6","V2"
99712457,01/23/2014,"Q2","L1"
99737536,02/29/2016,"U6","V2"
99930880,11/04/2014,"U6","L1"
99930880,11/08/2016,"H5","V2"
