New ID,Age at referral,Gender,Ethnicity,Ward,Referral date
40668983,14,Female,White,Bruce Grove,05/06/2012
40681182,2,M,Mixed,Northumberland Park,08/21/2015
40707120,5,Male,Black / African / Caribbean / Black British,Bounds Green,09/14/2012
40707120,10,M,Black or Black British,Tottenham Hale,03/09/2017
40707931,9,F,Black or Black British,,09/25/2017
40721446,6,F,Black or Black British,Tottenham Green,11/06/2015
40737383,1,Male,White,Tottenham Hale,04/12/2012
40739381,9,M,White,Seven Sisters,04/29/2014
40739381,11,M,White,Seven Sisters,06/14/2016
40748255,4,F,Chinese or other ethnic group,Highgate,12/22/2015
40760832,10,M,Black or Black British,,01/05/2017
40760832,11,M,Black or Black British,,05/23/2017
40760873,10,F,White,West Green,05/12/2017
40760881,6,M,White,West Green,07/12/2017
40760881,6,M,White,West Green,08/24/2017
40761323,16,F,Not stated,Seven Sisters,01/19/2016
40761323,17,F,Not stated,Seven Sisters,08/19/2016
40763335,7,F,White,,01/20/2017
40763335,7,F,White,,02/14/2017
40786187,10,M,Black or Black British,Tottenham Green,11/21/2014
40788062,16,M,Black or Black British,Tottenham Green,09/04/2017
40798051,3,M,White,,01/22/2015
40798051,3,M,White,,04/15/2015
40808261,16,F,Black or Black British,Woodside,04/25/2017
40819701,0,M,White,Northumberland Park,05/25/2016
40820859,15,F,Chinese or other ethnic group,Harringay,12/22/2016
40820859,15,F,Chinese or other ethnic group,Harringay,03/24/2017
40852057,0,M,Black or Black British,Seven Sisters,08/25/2016
40852057,1,M,Black or Black British,Seven Sisters,07/10/2017
40870209,14,M,White,Harringay,10/12/2015
40874333,16,F,Mixed,Tottenham Hale,09/30/2016
40874480,0,F,Not stated,Bounds Green,04/10/2017
40875527,4,M,Black or Black British,Bounds Green,05/29/2015
40881435,1,F,,Fortis Green,05/23/2017
40892140,1,Male,Black / African / Caribbean / Black British,West Green,10/26/2012
40892140,6,M,Black or Black British,West Green,07/18/2017
40895437,0,F,Black or Black British,White Hart Lane,03/23/2016
40895437,0,F,Black or Black British,White Hart Lane,12/19/2016
40895437,0,F,Black or Black British,White Hart Lane,12/19/2016
40901485,17,F,Black or Black British,Tottenham Hale,08/05/2014
40904397,4,M,Black or Black British,Northumberland Park,05/08/2017
40910999,5,M,White,Bounds Green,10/28/2015
40922861,16,F,Mixed,Stroud Green,05/03/2017
40927666,0,F,Black or Black British,St Ann's,10/06/2014
40936947,14,M,Chinese or other ethnic group,Tottenham Green,01/25/2017
40937076,0,Male,Mixed / multiple,White Hart Lane,02/18/2013
40947300,16,M,Black or Black British,St Ann's,12/09/2016
40948756,2,M,Chinese or other ethnic group,Muswell Hill,10/23/2015
40953613,5,F,Black or Black British,Tottenham Hale,03/30/2016
40966956,3,M,White,,04/28/2016
40966956,3,M,White,,08/24/2016
40966956,3,M,White,,09/07/2016
40966956,3,M,White,,09/23/2016
40966956,4,M,White,,02/16/2017
40966956,4,M,White,,10/06/2017
40972150,7,M,Black or Black British,Tottenham Hale,02/23/2016
40972150,8,M,Black or Black British,Tottenham Hale,02/22/2017
40972150,8,M,Black or Black British,Tottenham Hale,02/22/2017
40986356,11,F,White,Noel Park,02/18/2015
40986356,12,F,White,Noel Park,04/23/2015
40986356,12,F,White,Noel Park,02/05/2016
40986356,13,F,White,Noel Park,06/20/2016
40986356,13,F,White,Noel Park,10/21/2016
40990060,0,U,White,West Green,10/29/2014
41024629,4,F,Not stated,West Green,05/31/2017
41024629,4,F,Not stated,West Green,06/05/2017
41034870,14,F,Black or Black British,,09/05/2017
41054573,13,F,,Bounds Green,03/24/2016
41057824,8,Female,Black / African / Caribbean / Black British,Not Stated,08/24/2012
41057824,7,Female,Black / African / Caribbean / Black British,,05/29/2012
41061092,5,F,Black or Black British,Northumberland Park,07/11/2016
41073703,16,M,Black or Black British,Bruce Grove,06/26/2015
41079704,4,U,,Northumberland Park,04/22/2015
41079704,6,U,,Northumberland Park,01/19/2017
41080076,14,F,Mixed,Stroud Green,06/18/2014
41080076,16,F,Mixed,Stroud Green,06/16/2016
41080076,17,F,Mixed,Stroud Green,11/28/2016
41095802,3,F,Mixed,St Ann's,11/14/2014
41106873,13,F,White,Northumberland Park,05/09/2016
41134167,2,F,Black or Black British,,07/07/2016
41136209,0,F,Black or Black British,Tottenham Green,10/16/2015
41136209,1,F,Black or Black British,Tottenham Green,12/17/2015
41136209,1,F,Black or Black British,Tottenham Green,06/08/2016
41136209,1,F,Black or Black British,Tottenham Green,06/08/2016
41137977,0,F,Black or Black British,Bounds Green,06/08/2017
41145702,0,F,Black or Black British,Bruce Grove,10/07/2015
41159525,1,M,Not stated,St Ann's,04/08/2015
41166677,15,M,Not stated,,11/05/2015
41197169,11,M,Not stated,Bruce Grove,11/11/2014
41198493,16,F,White,Muswell Hill,09/06/2017
41202018,10,F,White,Woodside,04/19/2017
41204286,17,F,Black or Black British,Tottenham Hale,04/13/2017
41205122,9,U,,Seven Sisters,03/01/2017
41208498,11,M,Not stated,Fortis Green,10/09/2014
41211976,1,M,Black or Black British,Bounds Green,07/25/2014
41225161,16,F,Mixed,Noel Park,04/07/2015
41234507,2,M,Mixed,,01/21/2015
41237589,0,M,Mixed,White Hart Lane,10/13/2014
41252856,13,M,Black or Black British,Tottenham Green,12/18/2015
41252856,14,M,Black or Black British,Tottenham Green,06/05/2017
41252856,14,M,Black or Black British,Tottenham Green,10/24/2017
41261160,9,F,Chinese or other ethnic group,Noel Park,11/12/2015
41272225,3,M,Asian or Asian British,Tottenham Hale,11/06/2017
41273624,15,M,Black or Black British,Bruce Grove,11/18/2015
41273624,16,M,Black or Black British,Bruce Grove,07/14/2016
41277526,3,F,Mixed,Bruce Grove,03/23/2017
41292500,1,Female,White,Tottenham Green,12/21/2012
41295294,4,M,Black or Black British,Tottenham Green,06/30/2015
41299317,1,M,Black or Black British,St Ann's,02/24/2016
41312352,0,Male,Black / African / Caribbean / Black British,Noel Park,07/02/2012
41321680,2,F,,Stroud Green,03/10/2016
41334860,10,F,White,,04/03/2017
41335026,13,F,Chinese or other ethnic group,Northumberland Park,04/28/2017
41343468,15,M,Mixed,Tottenham Hale,12/14/2015
41378593,22,M,Not stated,Tottenham Hale,09/19/2016
41381637,17,F,White,Tottenham Hale,10/10/2016
41385576,15,F,Not stated,Tottenham Hale,08/29/2017
41387521,12,F,Black or Black British,Alexandra,05/12/2014
41394067,7,M,White,St Ann's,10/06/2015
41394067,7,M,White,St Ann's,02/26/2016
41394067,7,M,White,St Ann's,03/18/2016
41394067,8,M,White,St Ann's,06/30/2016
41404138,10,F,Asian or Asian British,Bruce Grove,02/26/2015
41414028,11,M,Black or Black British,Stroud Green,04/09/2014
41440431,13,F,White,Northumberland Park,04/21/2016
41441964,7,F,Black or Black British,St Ann's,03/10/2016
41448315,3,F,,Bounds Green,10/04/2017
41475852,12,Male,Black / African / Caribbean / Black British,Not Stated,03/18/2013
41475852,16,M,Black or Black British,St Ann's,06/22/2016
41475890,3,F,Mixed,Bruce Grove,04/26/2017
41482581,6,Male,Mixed / multiple,West Green,02/28/2013
41482581,8,M,Mixed,West Green,03/27/2015
41486336,0,U,Black or Black British,Tottenham Green,11/14/2016
41491104,3,F,Black or Black British,,07/18/2017
41491104,3,F,Black or Black British,,10/18/2017
41498557,17,M,Chinese or other ethnic group,St Ann's,07/08/2016
41499815,5,F,Black or Black British,Bruce Grove,06/23/2015
41512740,0,U,Mixed,Seven Sisters,03/16/2017
41515413,15,M,White,,05/18/2016
41522633,16,M,Black or Black British,Woodside,09/12/2017
41528184,16,M,White,Tottenham Green,03/23/2016
41539689,13,M,Black or Black British,,03/17/2016
41545969,4,F,Chinese or other ethnic group,Seven Sisters,05/25/2016
41560557,5,Female,White,Not Stated,01/11/2013
41560557,6,Female,White,Not Stated,03/31/2013
41560751,5,M,White,Bruce Grove,08/09/2016
41568455,7,M,Chinese or other ethnic group,Seven Sisters,06/20/2014
41568455,9,M,Chinese or other ethnic group,Seven Sisters,06/30/2016
41568455,10,M,Chinese or other ethnic group,Seven Sisters,08/12/2016
41569451,1,F,White,,04/10/2014
41569451,1,F,White,,07/30/2014
41569451,3,F,White,,04/25/2016
41569451,3,F,White,,09/19/2016
41574364,14,F,Black or Black British,West Green,09/29/2015
41574364,16,F,Black or Black British,West Green,08/25/2017
41591128,0,M,Chinese or other ethnic group,Northumberland Park,08/10/2017
41591408,6,F,Asian or Asian British,Noel Park,09/17/2015
41591408,7,F,Asian or Asian British,Noel Park,10/06/2016
41601404,5,F,Black or Black British,Tottenham Green,11/22/2016
41605500,13,F,White,Woodside,08/03/2017
41610417,0,M,Black or Black British,Bruce Grove,04/29/2015
41617846,0,Male,White,Northumberland Park,09/27/2012
41629081,9,M,Black or Black British,Bruce Grove,10/11/2016
41629081,10,M,Black or Black British,Bruce Grove,10/04/2017
41638228,13,F,Black or Black British,Stroud Green,11/10/2015
41653853,9,F,Not stated,St Ann's,03/01/2017
41657025,12,F,White,,10/14/2015
41657894,2,F,Black or Black British,St Ann's,11/09/2015
41660613,0,M,Black or Black British,,03/31/2016
41660613,1,M,Black or Black British,,09/15/2016
41662833,14,M,White,Harringay,03/19/2015
41664914,0,F,Not stated,Noel Park,10/21/2015
41682499,0,Female,Black / African / Caribbean / Black British,Northumberland Park,04/23/2012
41684877,15,M,White,Bounds Green,07/13/2017
41701008,17,M,Black or Black British,Tottenham Green,11/14/2016
41708406,17,F,Not stated,Northumberland Park,10/20/2016
41713452,8,M,Mixed,,10/30/2014
41713452,8,M,Mixed,,03/31/2015
41715068,0,F,Chinese or other ethnic group,Seven Sisters,10/07/2015
41715068,0,F,Chinese or other ethnic group,Seven Sisters,05/11/2016
41715068,2,F,Chinese or other ethnic group,Seven Sisters,07/24/2017
41725504,13,F,Black or Black British,West Green,11/09/2015
41734996,0,Female,Mixed / multiple,Harringay,02/12/2013
41738099,6,M,Black or Black British,Northumberland Park,03/03/2016
41759537,9,Female,Black / African / Caribbean / Black British,West Green,01/29/2013
41760170,3,Male,Black / African / Caribbean / Black British,White Hart Lane,09/05/2012
41763606,5,Female,White,Seven Sisters,03/01/2013
41768184,15,M,Black or Black British,,05/08/2015
41768184,16,M,Black or Black British,,06/09/2016
41780015,17,F,Black or Black British,Northumberland Park,12/23/2016
41785140,15,F,Black or Black British,Bounds Green,10/28/2015
41791112,16,F,Black or Black British,Stroud Green,04/05/2016
41791112,16,F,Black or Black British,Stroud Green,07/13/2016
41807474,0,M,,Bruce Grove,11/25/2014
41807474,1,M,,Bruce Grove,04/09/2015
41808284,0,M,,Tottenham Hale,05/17/2017
41823373,3,M,Black or Black British,,09/20/2017
41836934,16,M,Black or Black British,,09/19/2017
41837779,15,F,Black or Black British,Hornsey,01/29/2015
41837779,15,F,Black or Black British,Hornsey,08/26/2015
41847937,17,F,White,Bounds Green,10/12/2017
41860992,4,M,Asian or Asian British,Tottenham Green,01/20/2017
41860992,4,M,Asian or Asian British,Tottenham Green,06/28/2017
41862565,16,F,White,Woodside,02/09/2015
41862565,17,F,White,Woodside,02/18/2016
41864524,12,Female,Mixed / multiple,Not Stated,04/25/2012
41876047,5,F,Not stated,Northumberland Park,06/13/2016
41879327,13,Male,White,West Green,07/13/2012
41893068,1,M,White,Woodside,05/30/2014
41893068,3,M,White,Woodside,01/20/2017
41901068,3,M,Black or Black British,,02/12/2015
41909969,0,M,Mixed,,08/12/2014
41911363,3,F,Black or Black British,Woodside,01/09/2017
41911940,17,F,,Hornsey,11/08/2017
41929324,8,F,White,Crouch End,07/31/2014
41941146,12,Female,White,Seven Sisters,05/18/2012
41943531,2,F,,White Hart Lane,08/01/2015
41945538,11,F,Not stated,Tottenham Hale,08/29/2017
41968844,7,M,Black or Black British,Woodside,08/11/2015
41976099,9,M,Black or Black British,White Hart Lane,12/23/2015
41976305,9,F,White,,09/08/2015
41978497,0,M,Not stated,Fortis Green,07/07/2015
41999629,0,Female,Mixed / multiple,,04/12/2012
42007425,5,F,Asian or Asian British,,07/25/2014
42007425,8,F,Asian or Asian British,,03/13/2017
42009387,12,F,White,St Ann's,02/09/2017
42009387,13,F,White,St Ann's,11/03/2017
42023356,4,F,White,Bruce Grove,04/19/2016
42039787,2,F,Black or Black British,Noel Park,03/30/2016
42041405,14,M,Mixed,Stroud Green,03/02/2015
42041405,15,M,Mixed,Stroud Green,03/18/2016
42056120,12,M,Black or Black British,,06/20/2016
42065865,15,Female,Black / African / Caribbean / Black British,,01/11/2013
42071514,3,Female,Asian / Asian British,Alexandra,10/28/2012
42076799,22,M,White,West Green,09/23/2016
42078086,0,F,White,West Green,09/05/2016
42098868,0,M,White,Tottenham Hale,09/07/2017
42127013,3,M,White,Seven Sisters,07/20/2016
42137233,0,M,,St Ann's,03/20/2017
42137233,0,M,,St Ann's,07/07/2017
42141840,10,Male,Black / African / Caribbean / Black British,Seven Sisters,11/23/2012
42144845,15,F,Black or Black British,Muswell Hill,07/04/2016
42144845,16,F,Black or Black British,Muswell Hill,07/18/2017
42144845,16,F,Black or Black British,Muswell Hill,09/26/2017
42150690,4,M,Mixed,Bruce Grove,01/22/2016
42159086,0,M,Black or Black British,Harringay,01/23/2017
42168789,17,Female,Black / African / Caribbean / Black British,Noel Park,03/26/2013
42179544,3,F,White,Fortis Green,12/21/2015
42179544,4,F,White,Fortis Green,10/18/2016
42180389,6,M,White,Bounds Green,05/17/2016
42180389,8,M,White,Bounds Green,08/23/2017
42198119,15,M,White,,08/05/2015
42198119,16,M,White,,07/13/2016
42203183,10,M,White,Muswell Hill,11/28/2016
42220457,14,M,Black or Black British,Hornsey,07/24/2017
42220710,3,Male,Black / African / Caribbean / Black British,Stroud Green,11/27/2012
42223022,12,M,Black or Black British,Noel Park,09/02/2016
42225446,,U,Not stated,White Hart Lane,12/15/2016
42234102,17,F,Not stated,Bruce Grove,07/13/2017
42256840,5,Female,White,Northumberland Park,07/20/2012
42256840,8,F,White,Northumberland Park,11/05/2015
42261712,16,M,,Crouch End,03/02/2016
42267273,0,F,Not stated,Seven Sisters,01/05/2017
42268205,0,Male,White,Noel Park,10/12/2012
42268205,3,M,White,,05/26/2016
42287823,0,M,Mixed,Muswell Hill,04/27/2015
42295512,7,M,White,White Hart Lane,12/17/2015
42310619,13,F,Not stated,,08/19/2014
42310619,14,F,Not stated,,07/27/2015
42324445,3,F,Black or Black British,Fortis Green,10/08/2014
42326507,0,F,Asian or Asian British,,11/20/2014
42326507,0,F,Asian or Asian British,,03/01/2016
42331735,,U,Not stated,Northumberland Park,09/22/2016
42331871,16,F,,,08/24/2016
42340967,4,F,Chinese or other ethnic group,Seven Sisters,07/28/2016
42346757,7,M,,Harringay,09/07/2017
42353781,0,Female,Black / African / Caribbean / Black British,Tottenham Hale,09/20/2012
42353781,3,F,Black or Black British,,05/05/2016
42353781,4,F,Black or Black British,,03/14/2017
42372803,17,M,Black or Black British,Noel Park,11/09/2015
42376244,0,M,Not stated,Crouch End,06/30/2016
42384816,0,F,Black or Black British,Noel Park,06/28/2017
42391491,4,F,Black or Black British,Seven Sisters,09/28/2015
42401330,2,M,Mixed,West Green,10/26/2017
42410311,6,M,Black or Black British,Northumberland Park,01/12/2017
42430952,0,F,White,West Green,05/19/2017
42440375,0,M,Black or Black British,,05/31/2016
42453718,5,F,Black or Black British,Woodside,03/01/2016
42478143,1,M,Black or Black British,St Ann's,12/30/2015
42478143,1,M,Black or Black British,St Ann's,04/26/2016
42478143,1,M,Black or Black British,St Ann's,07/22/2016
42478143,2,M,Black or Black British,St Ann's,06/30/2017
42484646,0,Male,Mixed / multiple,Alexandra,03/20/2013
42499892,14,M,Asian or Asian British,Woodside,04/25/2014
42501930,4,F,Black or Black British,,03/17/2016
42502470,0,M,Black or Black British,Hornsey,03/10/2016
42502470,0,M,Black or Black British,Hornsey,03/22/2016
42503358,3,Male,Black / African / Caribbean / Black British,Tottenham Hale,03/18/2013
42523160,8,M,Black or Black British,Tottenham Hale,09/30/2016
42523160,9,M,Black or Black British,Tottenham Hale,06/19/2017
42532830,9,F,Black or Black British,St Ann's,10/16/2015
42534091,0,Male,Black / African / Caribbean / Black British,Woodside,07/02/2012
42542352,13,Female,White,Bounds Green,05/17/2012
42549893,13,Female,Black / African / Caribbean / Black British,Hornsey,06/12/2012
42560506,,U,Not stated,St Ann's,07/31/2014
42567384,4,M,Not stated,Alexandra,04/21/2016
42595515,5,U,Mixed,Noel Park,01/18/2017
42595633,0,Male,Black / African / Caribbean / Black British,Northumberland Park,07/05/2012
42595633,4,M,Black or Black British,Northumberland Park,10/18/2017
42600625,2,M,,Muswell Hill,05/25/2016
42601269,11,M,Black or Black British,Seven Sisters,01/05/2017
42607783,1,M,White,Seven Sisters,03/14/2017
42618821,0,M,Black or Black British,Tottenham Green,11/19/2015
42618821,1,M,Black or Black British,Tottenham Green,11/21/2016
42619578,16,F,White,Bounds Green,09/22/2017
42630311,0,M,Not stated,,03/04/2015
42634804,12,F,White,Muswell Hill,09/22/2016
42635725,12,M,White,Bruce Grove,04/16/2014
42656796,7,Female,Black / African / Caribbean / Black British,Seven Sisters,07/30/2012
42666087,14,F,White,Woodside,06/20/2014
42666087,16,F,White,Woodside,06/29/2016
42666692,8,F,White,West Green,11/07/2014
42669234,2,M,White,Bruce Grove,08/30/2014
42704736,7,M,Black or Black British,Tottenham Hale,07/19/2017
42719928,1,M,Chinese or other ethnic group,,01/06/2016
42719928,2,M,Chinese or other ethnic group,,07/24/2016
42726983,7,F,Asian or Asian British,Fortis Green,10/04/2017
42732401,2,Male,White,Stroud Green,09/11/2012
42732401,5,M,White,Stroud Green,07/10/2015
42732401,6,M,White,Stroud Green,08/12/2016
42732401,6,M,White,Stroud Green,08/22/2016
42735526,,U,Not stated,Tottenham Hale,02/28/2017
42748982,3,F,White,Muswell Hill,12/14/2015
42757261,10,M,Black or Black British,Northumberland Park,11/28/2016
42758683,3,M,Black or Black British,Tottenham Green,04/24/2015
42775608,16,Female,Unknown,Not Stated,06/28/2012
42787291,4,F,Black or Black British,,10/09/2014
42787291,4,F,Black or Black British,,05/15/2015
42787291,6,F,Black or Black British,,03/27/2017
42793978,1,F,Not stated,Tottenham Green,09/21/2017
42796738,0,M,Black or Black British,St Ann's,12/10/2015
42806754,0,U,Chinese or other ethnic group,Bruce Grove,03/27/2015
42813340,10,M,Black or Black British,Northumberland Park,11/24/2015
42814943,0,I,Black or Black British,,03/07/2016
42828898,17,M,Not stated,Hornsey,10/25/2016
42843955,10,F,Mixed,,03/18/2016
42862725,13,F,Mixed,Highgate,04/25/2014
42863723,0,M,,Crouch End,03/31/2016
42863723,1,M,,Crouch End,01/05/2017
42868453,8,M,Black or Black British,Woodside,08/06/2016
42878664,11,M,Black or Black British,,03/02/2017
42883170,6,F,,,07/09/2014
42883170,8,F,,,02/05/2016
42887095,7,M,Black or Black British,,06/04/2014
42894182,13,F,White,,06/09/2014
42894182,14,F,White,,10/15/2014
42908724,15,M,White,West Green,01/04/2016
42911578,8,M,White,Hornsey,09/19/2017
42914654,10,F,Black or Black British,Tottenham Green,04/28/2017
42916187,7,Male,Black / African / Caribbean / Black British,,10/31/2012
42916187,9,M,Black or Black British,Northumberland Park,07/07/2014
42916187,11,M,Black or Black British,Northumberland Park,05/17/2016
42930166,0,U,,Bruce Grove,01/16/2017
42935135,5,F,White,Northumberland Park,01/11/2016
42935135,7,F,White,Northumberland Park,09/18/2017
42960940,3,Female,Black / African / Caribbean / Black British,Tottenham Hale,01/29/2013
42962408,17,F,Black or Black British,Bruce Grove,03/15/2016
42965680,10,M,White,Noel Park,04/15/2016
42971910,5,F,Mixed,,06/14/2017
42983637,5,F,Black or Black British,Tottenham Green,11/20/2015
42987303,13,M,Black or Black British,Muswell Hill,10/27/2015
42987303,13,M,Black or Black British,Muswell Hill,02/12/2016
42987303,13,M,Black or Black British,Muswell Hill,04/22/2016
42996679,12,F,White,Tottenham Green,03/08/2017
43003997,,U,Chinese or other ethnic group,Woodside,03/16/2017
43013838,0,Female,Black / African / Caribbean / Black British,Bounds Green,03/26/2013
43013838,1,F,Black or Black British,Bounds Green,06/25/2014
43021454,5,M,Black or Black British,,11/14/2016
43021454,5,M,Black or Black British,,12/13/2016
43044523,8,Female,White,Harringay,04/25/2012
43045392,7,M,White,Seven Sisters,10/03/2014
43047939,1,M,Asian or Asian British,,11/28/2016
43056792,7,M,Black or Black British,,10/31/2014
43056792,7,M,Black or Black British,,10/31/2014
43056792,9,M,Black or Black British,,08/31/2016
43069610,2,M,Asian or Asian British,West Green,04/28/2017
43078694,0,F,Black or Black British,,11/06/2017
43078981,16,F,White,Tottenham Green,03/06/2015
43079055,5,M,White,West Green,02/21/2017
43079488,12,F,Black or Black British,,04/27/2017
43085890,3,F,Black or Black British,Stroud Green,06/19/2014
43085890,4,F,Black or Black British,Stroud Green,04/22/2015
43085890,5,F,Black or Black British,Stroud Green,08/22/2016
43085890,5,F,Black or Black British,Stroud Green,09/20/2016
43085890,6,F,Black or Black British,Stroud Green,12/08/2016
43101447,0,F,Black or Black British,Northumberland Park,10/06/2015
43101447,2,F,Black or Black British,Northumberland Park,09/15/2017
43102557,13,F,Mixed,Northumberland Park,08/27/2014
43102557,15,F,Mixed,Northumberland Park,07/19/2016
43102557,16,F,Mixed,Northumberland Park,05/09/2017
43112563,4,M,White,,04/19/2016
43117566,12,F,Black or Black British,,12/10/2015
43118437,13,M,Black or Black British,,06/26/2015
43148396,0,Unknown,Unknown,Fortis Green,04/10/2012
43152489,5,F,Mixed,Tottenham Hale,06/03/2015
43171635,15,M,Mixed,Bruce Grove,04/10/2017
43171635,15,M,Mixed,Bruce Grove,05/24/2017
43175539,7,Male,White,West Green,05/24/2012
43175539,7,Male,White,West Green,05/29/2012
43177416,10,M,Black or Black British,,03/24/2017
43177606,10,M,Mixed,Tottenham Green,11/16/2015
43183379,10,U,Black or Black British,,04/22/2014
43184580,0,Male,Mixed / multiple,,05/23/2012
43191910,15,F,White,Bruce Grove,07/10/2017
43215007,16,M,Black or Black British,Northumberland Park,06/01/2017
43215365,6,M,White,Tottenham Green,05/26/2016
43216313,0,M,White,Northumberland Park,01/27/2017
43220276,9,F,Black or Black British,Northumberland Park,03/10/2016
43220276,10,F,Black or Black British,Northumberland Park,03/29/2017
43222546,15,M,White,Alexandra,07/09/2014
43223294,16,F,Black or Black British,Tottenham Green,04/19/2017
43227420,14,M,Black or Black British,,05/26/2015
43231948,2,M,Black or Black British,Tottenham Hale,04/23/2014
43231948,2,M,Black or Black British,Tottenham Hale,04/23/2014
43236052,7,F,Black or Black British,,06/02/2014
43236052,8,F,Black or Black British,,06/08/2015
43241211,16,M,Black or Black British,Hornsey,07/24/2017
43254971,17,M,White,Alexandra,04/14/2014
43261218,4,F,White,Harringay,04/01/2016
43266453,13,F,White,Northumberland Park,02/09/2016
43266453,14,F,White,Northumberland Park,03/13/2017
43282389,2,F,Black or Black British,White Hart Lane,02/20/2015
43285515,11,Male,White,Highgate,02/14/2013
43286405,0,M,,,05/25/2017
43296685,10,Female,White,Woodside,04/11/2012
43296685,12,F,White,Woodside,10/26/2014
43298991,11,F,Not stated,Tottenham Green,04/04/2014
43326347,9,M,Not stated,Northumberland Park,02/10/2015
43332342,16,M,White,,05/06/2016
43348478,5,F,White,West Green,08/21/2015
43350907,13,M,Not stated,Seven Sisters,12/18/2015
43352825,0,Male,Black / African / Caribbean / Black British,Muswell Hill,03/22/2013
43355190,17,M,Mixed,Bounds Green,09/07/2017
43361201,17,M,White,Northumberland Park,06/06/2014
43364058,13,M,Not stated,St Ann's,06/12/2017
43373316,3,F,Black or Black British,White Hart Lane,01/26/2017
43373428,2,F,White,Noel Park,02/27/2017
43393977,17,M,Chinese or other ethnic group,St Ann's,11/21/2016
43411902,14,M,White,St Ann's,08/11/2016
43414480,4,F,Not stated,Seven Sisters,07/21/2017
43420893,12,M,Not stated,Fortis Green,01/28/2016
43420893,14,M,Not stated,Fortis Green,09/29/2017
43435194,1,F,Black or Black British,Tottenham Hale,06/01/2016
43436402,2,M,Black or Black British,,03/23/2015
43436402,2,M,Black or Black British,,10/27/2015
43436402,4,M,Black or Black British,,02/27/2017
43447196,9,M,Black or Black British,,10/02/2017
43452041,8,M,Mixed,Seven Sisters,12/21/2015
43452041,8,M,Mixed,Seven Sisters,01/12/2016
43452119,15,F,,Fortis Green,09/29/2017
43466741,9,F,Chinese or other ethnic group,Highgate,09/26/2017
43477082,3,M,Black or Black British,Bounds Green,02/04/2016
43500357,0,U,Not stated,Tottenham Hale,01/20/2015
43507265,4,M,Black or Black British,,12/18/2014
43515680,0,Female,Mixed / multiple,Harringay,04/23/2012
43529503,16,F,White,Tottenham Green,04/28/2015
43538846,14,Female,Asian / Asian British,Stroud Green,02/15/2013
43539689,3,M,Asian or Asian British,Harringay,03/23/2017
43541037,10,F,Black or Black British,Stroud Green,12/22/2016
43555251,7,M,White,,11/24/2016
43562723,9,M,Black or Black British,Hornsey,04/13/2015
43570167,16,M,White,Fortis Green,06/26/2017
43574676,11,M,Black or Black British,White Hart Lane,02/21/2017
43574676,12,M,Black or Black British,White Hart Lane,11/01/2017
43578402,1,Male,Black / African / Caribbean / Black British,Bounds Green,05/21/2012
43583521,0,F,Chinese or other ethnic group,Bruce Grove,09/23/2016
43585792,16,M,Black or Black British,Tottenham Hale,11/10/2015
43588159,10,F,Asian or Asian British,White Hart Lane,10/19/2017
43597951,14,Female,White,,11/22/2012
43616690,6,M,Mixed,,04/13/2017
43619615,4,Female,Black / African / Caribbean / Black British,Woodside,01/28/2013
43619615,6,F,Black or Black British,Woodside,12/04/2014
43636191,10,F,White,Hornsey,02/21/2017
43636492,2,Male,Black / African / Caribbean / Black British,Noel Park,09/20/2012
43643560,10,Male,White,Woodside,12/14/2012
43643560,10,Male,White,Woodside,12/14/2012
43643560,12,M,White,,03/17/2015
43643560,13,M,White,,06/25/2015
43655454,0,F,Black or Black British,West Green,12/07/2015
43655454,1,F,Black or Black British,West Green,11/14/2016
43655454,2,F,Black or Black British,West Green,11/08/2017
43660507,1,F,Black or Black British,,04/02/2014
43664663,0,Female,Unknown,,06/26/2012
43676856,5,U,White,Noel Park,08/30/2017
43683109,14,F,Chinese or other ethnic group,Hornsey,01/13/2016
43683109,16,F,Chinese or other ethnic group,Hornsey,11/06/2017
43683626,12,M,White,Fortis Green,09/10/2014
43683687,10,M,White,Bruce Grove,05/02/2017
43688435,0,F,Mixed,,08/08/2014
43688435,0,F,Mixed,,08/08/2014
43689230,7,M,White,Northumberland Park,05/08/2017
43692329,11,M,White,Seven Sisters,10/22/2014
43692329,12,M,White,Seven Sisters,10/25/2015
43692329,12,M,White,Seven Sisters,05/11/2016
43692329,13,M,White,Seven Sisters,07/24/2017
43696129,4,F,White,Harringay,10/19/2016
43711739,0,M,Black or Black British,,11/26/2014
43712381,10,M,White,White Hart Lane,10/29/2015
43712381,12,M,White,White Hart Lane,02/06/2017
43712381,12,M,White,White Hart Lane,04/21/2017
43716726,12,F,Black or Black British,Noel Park,04/26/2017
43720001,1,F,White,Bounds Green,05/20/2016
43725500,2,M,Mixed,Tottenham Hale,10/07/2015
43733009,3,M,White,St Ann's,03/14/2016
43740976,5,F,Black or Black British,Noel Park,01/21/2016
43747426,9,M,Black or Black British,,06/29/2016
43768098,17,M,White,Tottenham Hale,05/17/2017
43776774,6,F,Black or Black British,Woodside,07/14/2016
43812895,8,M,Black or Black British,West Green,08/26/2015
43844252,15,M,Black or Black British,Harringay,10/02/2017
43848861,14,M,Black or Black British,Bruce Grove,05/31/2014
43848861,16,M,Black or Black British,Bruce Grove,06/16/2016
43880929,2,F,White,,10/29/2015
43885787,0,U,,,03/31/2015
43885787,0,U,,,05/29/2015
43891129,9,F,Black or Black British,,07/12/2017
43893356,10,F,Black or Black British,Bruce Grove,12/02/2016
