New ID,Age at referral,Gender,Ethnicity,Ward,Referral date
25947869,0,Male,White,Noel Park,08/24/2012
25956274,2,F,White,,10/10/2017
25966019,5,M,White,Alexandra,08/24/2016
25985847,14,M,Not stated,Harringay,01/13/2016
26015474,0,Female,Black / African / Caribbean / Black British,Tottenham Hale,05/11/2012
26032337,5,F,Black or Black British,Fortis Green,03/08/2016
26035692,16,M,Black or Black British,Tottenham Green,07/03/2014
26039666,15,Male,White,Alexandra,07/18/2012
26040868,17,F,Chinese or other ethnic group,Bounds Green,07/21/2016
26041435,10,F,Black or Black British,White Hart Lane,02/12/2016
26041435,11,F,Black or Black British,White Hart Lane,12/22/2016
26041435,11,F,Black or Black British,White Hart Lane,11/08/2017
26046226,0,I,,Northumberland Park,08/07/2014
26078708,14,Male,White,White Hart Lane,06/22/2012
26078708,16,M,White,White Hart Lane,03/19/2015
26088938,5,F,White,Bruce Grove,08/14/2014
26104918,4,F,Black or Black British,West Green,05/17/2016
26132957,1,Female,Black / African / Caribbean / Black British,White Hart Lane,07/02/2012
26137258,10,F,Black or Black British,St Ann's,03/10/2016
26156689,12,F,Black or Black British,Woodside,03/17/2015
26156689,13,F,Black or Black British,Woodside,11/20/2015
26160546,15,F,White,Northumberland Park,04/19/2016
26170569,0,M,,Seven Sisters,02/16/2017
26174279,4,F,Black or Black British,,04/30/2015
26177817,0,F,Black or Black British,Bruce Grove,08/18/2014
26180420,0,F,,Tottenham Green,04/26/2017
26180773,17,M,Black or Black British,Woodside,10/07/2015
26180773,17,M,Black or Black British,Woodside,10/30/2015
26181250,1,Male,White,Noel Park,01/02/2013
26181250,1,Male,White,Noel Park,08/13/2012
26181426,1,M,Not stated,Woodside,09/28/2017
26187802,1,Female,No data,Woodside,02/04/2013
26191726,0,M,Chinese or other ethnic group,Tottenham Green,01/10/2017
26194701,4,Male,Black / African / Caribbean / Black British,Not Stated,04/20/2012
26194701,8,M,Black or Black British,West Green,02/25/2016
26207155,14,M,,,07/21/2016
26219117,15,F,White,St Ann's,07/07/2017
26220996,11,F,White,West Green,08/13/2015
26220996,12,F,White,West Green,03/31/2016
26223279,14,M,Black or Black British,Tottenham Green,05/06/2014
26223318,1,Male,No data,Seven Sisters,05/04/2012
26225182,14,M,White,Seven Sisters,10/31/2014
26225182,15,M,White,Seven Sisters,01/27/2015
26225182,15,M,White,Seven Sisters,11/09/2015
26225182,16,M,White,Seven Sisters,12/22/2016
26234336,1,M,Black or Black British,Tottenham Green,09/29/2016
26235237,4,Female,Mixed / multiple,Northumberland Park,04/25/2012
26235237,8,F,Mixed,Bruce Grove,01/19/2016
26237301,7,F,,Harringay,07/26/2017
26241308,9,M,White,Alexandra,03/03/2016
26241308,10,M,White,Alexandra,02/24/2017
26243226,15,M,Black or Black British,,10/13/2015
26283627,10,Male,Other Ethnic Group,Seven Sisters,05/29/2012
26284438,4,Male,Black / African / Caribbean / Black British,Northumberland Park,01/15/2013
26313978,2,F,Chinese or other ethnic group,West Green,07/22/2016
26313978,3,F,Chinese or other ethnic group,West Green,12/19/2016
26322755,1,Female,White,,05/29/2012
26322755,2,Female,White,,08/02/2012
26326806,17,M,Black or Black British,Tottenham Hale,04/12/2016
26326806,17,M,Black or Black British,Tottenham Hale,03/29/2017
26333359,0,M,White,,11/03/2015
26336280,15,F,Black or Black British,,11/17/2015
26358055,0,Male,Mixed / multiple,Seven Sisters,09/10/2012
26358055,0,Male,Mixed / multiple,Seven Sisters,06/01/2012
26358055,1,Male,Mixed / multiple,Seven Sisters,02/18/2013
26358055,4,M,Mixed,Seven Sisters,08/25/2016
26358055,5,M,Mixed,Seven Sisters,07/10/2017
26360312,7,F,Asian or Asian British,,03/16/2015
26366203,10,F,,West Green,03/08/2017
26367429,16,F,Not stated,Stroud Green,12/30/2014
26367429,17,F,Not stated,Stroud Green,05/05/2016
26367797,5,F,Black or Black British,White Hart Lane,10/20/2016
26367797,6,F,Black or Black British,White Hart Lane,01/09/2017
26371544,8,F,Black or Black British,Northumberland Park,01/14/2016
26371544,9,F,Black or Black British,Northumberland Park,04/28/2016
26371544,9,F,Black or Black British,Northumberland Park,12/19/2016
26371544,10,F,Black or Black British,Northumberland Park,04/04/2017
26381235,12,M,,Highgate,05/16/2017
26384064,7,M,Not stated,Woodside,12/19/2014
26384064,8,M,Not stated,Woodside,09/03/2015
26398919,15,F,Black or Black British,Northumberland Park,01/19/2017
26398919,16,F,Black or Black British,Northumberland Park,08/16/2017
26402227,5,M,White,,07/05/2017
26403418,7,F,Black or Black British,Stroud Green,10/30/2017
26404052,3,M,Black or Black British,,04/07/2014
26407641,8,F,Not stated,Muswell Hill,09/23/2014
26411732,9,F,Black or Black British,Harringay,06/29/2014
26415015,14,F,White,Noel Park,04/07/2017
26421652,0,F,Mixed,Northumberland Park,05/06/2014
26421652,2,F,Mixed,Northumberland Park,03/12/2017
26421652,2,F,Mixed,Northumberland Park,04/03/2017
26421652,3,F,Mixed,Northumberland Park,07/14/2017
26423021,6,F,,Crouch End,02/15/2016
26423973,15,F,Asian or Asian British,Harringay,03/23/2017
26455896,2,F,Black or Black British,Tottenham Green,10/31/2014
26482632,0,U,Not stated,Hornsey,04/11/2014
26504510,14,Male,Black / African / Caribbean / Black British,West Green,07/27/2012
26506616,11,Female,White,Highgate,03/12/2013
26509092,0,M,Mixed,Northumberland Park,10/16/2014
26509092,1,M,Mixed,Northumberland Park,02/21/2017
26510709,0,Female,Mixed / multiple,Not Stated,12/03/2012
26510709,0,Female,Mixed / multiple,Not Stated,02/14/2013
26520375,2,F,,Tottenham Hale,12/08/2016
26520375,2,F,,Tottenham Hale,05/17/2017
26528428,14,Female,White,Tottenham Hale,08/28/2012
26534540,16,M,White,St Ann's,02/29/2016
26534540,16,M,White,St Ann's,06/07/2016
26534752,1,F,Black or Black British,,07/02/2015
26536167,1,M,Black or Black British,White Hart Lane,07/09/2015
26538523,16,F,Black or Black British,,04/25/2016
26546850,15,M,Mixed,Stroud Green,06/18/2014
26546850,17,M,Mixed,Stroud Green,12/04/2015
26546850,17,M,Mixed,Stroud Green,06/16/2016
26546850,18,M,Mixed,Stroud Green,11/29/2016
26555647,0,F,Not stated,Highgate,10/16/2015
26560232,7,M,Black or Black British,Stroud Green,06/19/2014
26560232,8,M,Black or Black British,Stroud Green,04/22/2015
26560232,9,M,Black or Black British,Stroud Green,08/22/2016
26560232,9,M,Black or Black British,Stroud Green,09/20/2016
26560232,9,M,Black or Black British,Stroud Green,12/08/2016
26562743,3,Female,Asian / Asian British,Tottenham Green,07/02/2012
26562743,5,F,Asian or Asian British,Northumberland Park,03/04/2015
26562743,6,F,Asian or Asian British,Northumberland Park,11/09/2015
26579089,16,F,Black or Black British,Hornsey,04/20/2015
26579874,4,M,White,Tottenham Hale,10/17/2016
26580051,6,M,White,West Green,06/02/2017
26583508,10,Female,Black / African / Caribbean / Black British,Tottenham Green,04/26/2012
26585676,7,F,Asian or Asian British,Muswell Hill,09/19/2014
26592597,0,M,White,Muswell Hill,03/17/2015
26592597,0,M,White,Muswell Hill,01/26/2016
26592597,1,M,White,Muswell Hill,03/09/2016
26593016,3,M,Chinese or other ethnic group,Tottenham Green,04/10/2017
26593016,3,M,Chinese or other ethnic group,Tottenham Green,07/25/2017
26615908,13,M,White,Seven Sisters,09/15/2017
26616317,15,Male,Black / African / Caribbean / Black British,Bruce Grove,06/11/2012
26618071,6,M,Black or Black British,White Hart Lane,12/30/2016
26639433,6,F,White,West Green,02/10/2015
26642862,13,Female,White,Fortis Green,05/11/2012
26642862,16,F,White,White Hart Lane,09/11/2015
26648405,11,M,Not stated,Fortis Green,10/04/2017
26648960,1,F,White,,04/15/2016
26648960,2,F,White,,05/12/2016
26648960,2,F,White,,04/28/2017
26674310,9,M,Black or Black British,Northumberland Park,09/05/2014
26678089,15,F,Not stated,St Ann's,11/06/2017
26680529,5,F,White,Bruce Grove,03/21/2016
26685534,4,F,Asian or Asian British,Alexandra,06/29/2015
26697428,0,M,Chinese or other ethnic group,West Green,07/13/2016
26722067,12,M,,Seven Sisters,10/23/2014
26722067,14,M,,Seven Sisters,12/29/2015
26722067,15,M,,Seven Sisters,05/16/2017
26728981,2,M,Black or Black British,Northumberland Park,09/12/2016
26731894,0,Male,Black / African / Caribbean / Black British,Tottenham Hale,10/22/2012
26731894,3,M,Black or Black British,Tottenham Hale,01/26/2016
26731894,5,M,Black or Black British,Tottenham Hale,06/22/2017
26751289,7,F,Black or Black British,Seven Sisters,10/04/2016
26756565,1,M,Black or Black British,,10/31/2016
26781572,4,Male,Black / African / Caribbean / Black British,Harringay,03/25/2013
26782858,9,Female,Black / African / Caribbean / Black British,Seven Sisters,11/23/2012
26783771,0,Male,Mixed / multiple,West Green,02/21/2013
26806456,6,M,White,,10/01/2015
26817775,0,M,Asian or Asian British,Seven Sisters,05/15/2017
26818463,14,F,Mixed,Crouch End,04/07/2016
26828126,17,M,Black or Black British,Tottenham Hale,04/12/2017
26830642,11,M,Black or Black British,,04/17/2014
26834827,,U,Not stated,,02/08/2016
26837121,8,F,Black or Black British,Tottenham Hale,04/27/2017
26840429,14,F,Not stated,Harringay,10/18/2016
26867519,10,M,Not stated,Woodside,04/28/2015
26893798,7,Male,White,Hornsey,09/27/2012
26914513,12,Female,Mixed / multiple,Hornsey,02/18/2013
26914513,14,F,Mixed,Hornsey,11/24/2014
26914513,15,F,Mixed,Hornsey,10/27/2015
26917838,13,F,White,Northumberland Park,08/17/2015
26917838,14,F,White,Northumberland Park,05/10/2016
26926501,14,M,White,Tottenham Green,05/25/2016
26926501,15,M,White,Tottenham Green,08/09/2017
26934561,9,F,Mixed,West Green,11/03/2016
26936491,16,F,Not stated,,08/10/2016
26941806,12,F,Not stated,Northumberland Park,11/17/2016
26941806,12,F,Not stated,Northumberland Park,03/16/2017
26943726,3,Male,Mixed / multiple,,11/05/2012
26943726,5,M,Mixed,,07/01/2014
26943726,6,M,Mixed,,10/09/2015
26964531,6,M,,Bounds Green,07/21/2016
26978280,0,Female,Black / African / Caribbean / Black British,White Hart Lane,02/20/2013
26983166,2,M,White,Tottenham Green,04/21/2017
26990826,12,F,Mixed,Tottenham Hale,02/23/2016
26990826,13,F,Mixed,Tottenham Hale,10/17/2017
27012518,10,F,Black or Black British,Woodside,04/11/2016
27012518,12,F,Black or Black British,Woodside,06/22/2017
27034469,15,F,Black or Black British,Woodside,04/11/2016
27034469,17,F,Black or Black British,Woodside,06/22/2017
27043376,1,F,Chinese or other ethnic group,West Green,05/17/2017
27044893,5,M,Mixed,Bruce Grove,04/29/2016
27048769,6,Male,Mixed / multiple,Crouch End,08/31/2012
27048769,7,Male,Mixed / multiple,Crouch End,02/20/2013
27049788,16,M,Black or Black British,Alexandra,05/11/2017
27049788,16,M,Black or Black British,Alexandra,07/24/2017
27053561,1,F,White,Stroud Green,11/17/2014
27053561,1,F,White,Stroud Green,06/04/2015
27061421,7,M,Black or Black British,West Green,11/03/2016
27061801,11,F,Not stated,Bruce Grove,12/03/2015
27069097,15,F,,Stroud Green,08/21/2017
27077337,17,M,White,Noel Park,11/21/2016
27114461,1,F,Black or Black British,White Hart Lane,01/26/2015
27114461,3,F,Black or Black British,White Hart Lane,01/27/2017
27132760,9,M,White,,05/13/2014
27147743,13,M,White,West Green,11/07/2015
27147743,14,M,White,West Green,03/31/2017
27159656,11,M,Asian or Asian British,Seven Sisters,07/14/2015
27176958,3,F,White,White Hart Lane,12/15/2016
27176958,4,F,White,White Hart Lane,05/19/2017
27179021,16,Female,Black / African / Caribbean / Black British,White Hart Lane,10/25/2012
27209294,11,M,Mixed,White Hart Lane,06/12/2017
27217068,14,F,White,Bounds Green,10/12/2017
27217302,15,Female,White,Northumberland Park,05/23/2012
27222513,0,M,Not stated,St Ann's,08/29/2014
27243546,15,M,White,Seven Sisters,09/26/2017
27245945,8,F,White,Noel Park,05/16/2014
27258606,4,M,Black or Black British,Seven Sisters,11/03/2015
27259385,11,M,Mixed,St Ann's,02/24/2017
27259646,0,M,White,,04/24/2015
27259646,0,M,White,,09/11/2015
27267851,10,F,Black or Black British,,09/29/2014
27279116,11,M,Asian or Asian British,Bruce Grove,08/01/2016
27279116,11,M,Asian or Asian British,Bruce Grove,09/09/2016
27281575,8,M,Black or Black British,,12/01/2016
27281575,9,M,Black or Black British,,09/29/2017
27285582,16,F,Not stated,Northumberland Park,10/12/2015
27295757,16,U,Black or Black British,West Green,11/29/2016
27313394,8,Male,White,Bruce Grove,12/21/2012
27326132,13,F,Not stated,White Hart Lane,04/20/2017
27339240,9,F,Black or Black British,Northumberland Park,02/18/2015
27376067,3,M,Black or Black British,Bruce Grove,10/03/2016
27376254,13,M,Mixed,,09/23/2016
27382193,17,M,Black or Black British,Northumberland Park,12/04/2015
27383272,3,F,Asian or Asian British,Bruce Grove,10/07/2015
27402723,4,Female,White,Woodside,11/30/2012
27405928,11,M,White,Seven Sisters,05/22/2017
27412510,11,F,,Bruce Grove,01/28/2016
27420553,13,Female,White,Tottenham Green,09/02/2012
27420553,15,F,White,Tottenham Green,09/22/2014
27420553,16,F,White,Tottenham Green,04/22/2016
27420553,17,F,White,Tottenham Green,07/07/2016
27420553,17,F,White,Tottenham Green,09/26/2016
27426575,16,F,White,Tottenham Green,06/05/2017
27445115,14,M,Chinese or other ethnic group,Seven Sisters,12/11/2015
27451296,2,M,Mixed,Woodside,09/27/2017
27456993,11,M,White,White Hart Lane,12/11/2015
27464867,15,M,,Fortis Green,09/29/2017
27470434,0,U,Chinese or other ethnic group,Bounds Green,05/04/2016
27480060,5,M,Black or Black British,Harringay,07/03/2014
27482258,0,Unknown,Asian / Asian British,St Ann's,10/01/2012
27498776,3,Female,Black / African / Caribbean / Black British,White Hart Lane,03/15/2013
27498776,7,F,Black or Black British,White Hart Lane,09/15/2017
27513408,3,M,Black or Black British,,08/06/2016
27527354,0,F,White,,03/13/2015
27527354,0,F,White,,09/03/2015
27527354,0,F,White,,01/29/2016
27554889,3,M,White,,05/22/2014
27555923,12,F,Chinese or other ethnic group,Tottenham Hale,05/26/2016
27557445,0,F,Asian or Asian British,Noel Park,07/25/2014
27557445,2,F,Asian or Asian British,Noel Park,03/13/2017
27567631,10,M,Black or Black British,,12/08/2014
27567631,13,M,Black or Black British,,11/09/2017
27569270,0,F,Not stated,,11/19/2015
27588942,13,F,Chinese or other ethnic group,,04/04/2017
27595398,15,Male,White,Woodside,07/10/2012
27597346,10,F,Chinese or other ethnic group,Northumberland Park,06/19/2015
27636485,0,M,Asian or Asian British,,11/03/2015
27636485,0,M,Asian or Asian British,,11/03/2015
27636485,1,M,Asian or Asian British,,12/03/2015
27638736,0,Male,Asian / Asian British,St Ann's,03/26/2013
27672557,0,M,Black or Black British,Northumberland Park,07/04/2017
27672557,0,M,Black or Black British,Northumberland Park,07/18/2017
27680887,3,F,White,Seven Sisters,04/07/2014
27694177,9,M,White,Tottenham Green,05/05/2016
27694177,10,M,White,Tottenham Green,05/12/2017
27698731,12,M,Black or Black British,White Hart Lane,11/08/2017
27699957,1,F,,Stroud Green,05/12/2017
27729917,14,M,Not stated,Seven Sisters,01/06/2015
27730076,0,M,White,Noel Park,09/26/2016
27733749,11,F,Not stated,Bounds Green,06/08/2016
27733749,12,F,Not stated,Bounds Green,11/13/2017
27737223,13,F,White,Highgate,06/23/2017
27738461,17,F,White,Highgate,12/23/2016
27738461,17,F,White,Highgate,06/22/2017
27779891,11,M,Black or Black British,Tottenham Hale,02/23/2015
27791351,5,Male,No data,Tottenham Hale,07/02/2012
27801249,2,Male,White,Seven Sisters,11/26/2012
27801249,5,M,White,Seven Sisters,04/25/2015
27810258,8,F,White,Seven Sisters,12/31/2015
27810258,8,F,White,Seven Sisters,11/11/2016
27824100,9,Male,Mixed / multiple,Not Stated,10/06/2012
27824100,13,M,Mixed,,02/12/2016
27825321,7,M,White,,04/14/2016
27843028,15,M,Black or Black British,Crouch End,06/24/2014
27886881,17,F,Chinese or other ethnic group,,04/02/2014
27902321,1,M,Black or Black British,Seven Sisters,05/13/2016
27902321,2,M,Black or Black British,Seven Sisters,10/03/2017
27917350,11,M,White,Tottenham Hale,06/02/2014
27918465,16,F,Black or Black British,Seven Sisters,12/02/2015
27918465,16,F,Black or Black British,Seven Sisters,03/23/2016
27923519,14,M,Asian or Asian British,,11/03/2015
27923699,10,F,Black or Black British,,05/03/2016
27925896,15,F,Not stated,,03/07/2016
27925896,17,F,Not stated,,09/22/2017
27948601,16,F,White,,12/24/2014
27948601,16,F,White,,02/04/2015
27950938,1,F,,Stroud Green,07/29/2014
27967382,0,M,Not stated,St Ann's,05/31/2016
27967382,0,M,Not stated,St Ann's,10/06/2016
27984251,7,M,Asian or Asian British,Woodside,11/05/2015
27984251,0,F,White,St Ann's,03/14/2016
27988228,0,M,Black or Black British,Bruce Grove,04/29/2014
27994943,10,M,Black or Black British,Northumberland Park,05/08/2017
28001311,17,F,White,,09/23/2016
28004422,11,F,Black or Black British,White Hart Lane,04/09/2015
28004422,12,F,Black or Black British,White Hart Lane,05/12/2016
28012475,2,M,White,Woodside,06/05/2017
28016410,10,M,Black or Black British,Northumberland Park,08/05/2015
28016410,11,M,Black or Black British,Northumberland Park,01/29/2016
28016410,12,M,Black or Black British,Northumberland Park,12/23/2016
28024328,11,M,Not stated,West Green,04/21/2015
28024328,12,M,Not stated,West Green,06/20/2016
28029078,0,M,White,Northumberland Park,05/27/2014
28029078,3,M,White,Northumberland Park,05/03/2017
28033942,5,M,Black or Black British,Tottenham Green,04/28/2017
28042869,11,M,Chinese or other ethnic group,Seven Sisters,08/20/2014
28042869,13,M,Chinese or other ethnic group,Seven Sisters,01/19/2016
28046296,5,F,Black or Black British,,11/20/2015
28046296,6,F,Black or Black British,,08/23/2017
28048132,6,F,White,White Hart Lane,03/08/2016
28055566,1,Female,Mixed / multiple,Tottenham Hale,12/06/2012
28059886,7,Male,Black / African / Caribbean / Black British,Noel Park,06/01/2012
28068720,14,Male,Black / African / Caribbean / Black British,Not Stated,06/26/2012
28071908,6,M,Black or Black British,,05/03/2016
28073626,17,Female,No data,,04/16/2012
28082636,11,M,Black or Black British,,03/01/2016
28112717,0,F,Black or Black British,,04/13/2016
28112717,0,F,Black or Black British,,08/26/2016
28141074,12,M,Black or Black British,,04/27/2016
28154052,4,M,Not stated,Noel Park,04/20/2016
28154052,4,M,Not stated,Noel Park,06/02/2016
28163266,3,Female,Black / African / Caribbean / Black British,White Hart Lane,11/14/2012
28174341,8,M,Not stated,Tottenham Hale,03/24/2016
28174341,9,M,Not stated,Tottenham Hale,04/05/2017
28183956,15,F,Black or Black British,Crouch End,12/04/2015
28184622,6,M,Black or Black British,White Hart Lane,11/30/2015
28185997,14,M,Chinese or other ethnic group,Tottenham Hale,10/11/2017
28193641,0,Male,White,Bruce Grove,03/07/2013
28193641,2,M,White,Bruce Grove,01/15/2015
28196608,7,M,Black or Black British,,07/24/2017
28199285,8,Female,Black / African / Caribbean / Black British,,05/24/2012
28200435,4,F,Mixed,Fortis Green,07/22/2016
28229740,9,M,Mixed,Fortis Green,10/09/2014
28236890,7,F,White,Northumberland Park,12/19/2016
28237337,13,F,Not stated,Northumberland Park,04/01/2016
28237337,13,F,Not stated,Northumberland Park,05/23/2016
28237337,14,F,Not stated,Northumberland Park,12/13/2016
28241039,4,F,White,Woodside,04/27/2017
28252458,1,Female,Mixed / multiple,Tottenham Hale,03/21/2013
28254421,0,Female,Mixed / multiple,Bounds Green,12/18/2012
28270025,1,Female,White,Alexandra,10/03/2012
28291449,4,M,Mixed,,08/21/2017
28303534,1,Female,No data,Noel Park,01/14/2013
28312910,4,M,Not stated,Bounds Green,07/04/2016
28323897,0,U,Not stated,Tottenham Hale,09/21/2015
28335400,15,F,Black or Black British,Tottenham Hale,04/12/2016
28335400,16,F,Black or Black British,Tottenham Hale,03/29/2017
28341154,15,Male,Unknown,,01/14/2013
28343295,0,Male,Mixed / multiple,,05/09/2012
28348091,0,F,Mixed,,10/27/2016
28359787,16,F,Mixed,Northumberland Park,05/05/2015
28364348,7,F,Black or Black British,Highgate,05/16/2017
28370894,16,F,Chinese or other ethnic group,Tottenham Green,08/20/2014
28377872,4,Female,Black / African / Caribbean / Black British,Bruce Grove,10/19/2012
28379889,6,M,White,West Green,02/21/2017
28383073,0,M,White,Seven Sisters,08/19/2014
28386654,1,Female,Other Ethnic Group,Seven Sisters,04/18/2012
28398511,5,M,Black or Black British,Woodside,06/15/2017
28412380,4,F,White,White Hart Lane,12/16/2016
28424085,7,Female,Black / African / Caribbean / Black British,White Hart Lane,02/15/2013
28446547,10,Female,Black / African / Caribbean / Black British,Noel Park,06/25/2012
28446547,11,Female,Black / African / Caribbean / Black British,Noel Park,02/11/2013
28454891,10,M,White,Northumberland Park,06/12/2014
28454891,13,M,White,Northumberland Park,10/11/2016
28454891,13,M,White,Northumberland Park,05/22/2017
28463189,9,M,Not stated,Noel Park,06/19/2015
28470764,5,M,White,Tottenham Hale,01/10/2017
28472767,11,F,Black or Black British,Seven Sisters,06/27/2016
28478441,5,M,White,Harringay,02/22/2016
28478441,6,M,White,Harringay,06/22/2016
28484469,4,F,White,Bruce Grove,11/03/2015
28489262,10,M,White,Seven Sisters,10/22/2014
28489262,10,M,White,Seven Sisters,10/22/2014
28489262,11,M,White,Seven Sisters,05/11/2016
28489262,12,M,White,Seven Sisters,07/24/2017
28489607,13,F,Mixed,Noel Park,10/17/2017
28490660,5,M,Black or Black British,Seven Sisters,02/29/2016
28490660,6,M,Black or Black British,Seven Sisters,07/13/2016
28504665,11,M,Black or Black British,,11/21/2014
28510182,7,F,White,Crouch End,03/06/2017
28516007,7,M,Mixed,Harringay,05/09/2017
28520347,0,F,Black or Black British,St Ann's,12/01/2015
28520450,6,F,,Bounds Green,02/22/2016
28529382,13,F,Asian or Asian British,,11/09/2015
28534440,9,F,White,Noel Park,11/21/2016
28538424,1,M,White,West Green,10/27/2014
28545105,1,Male,Asian / Asian British,West Green,08/20/2012
28549181,1,M,,Highgate,08/07/2014
28551621,8,Female,No data,,09/13/2012
28556064,9,Male,Black / African / Caribbean / Black British,Tottenham Hale,06/21/2012
28556064,14,M,Black or Black British,Tottenham Hale,03/13/2017
28566300,0,M,White,,08/06/2014
28566300,1,M,White,,09/07/2015
28574972,5,M,Not stated,Woodside,07/03/2015
28579951,2,M,Mixed,,04/27/2015
28584985,0,F,Black or Black British,Bounds Green,07/20/2016
28584985,1,F,Black or Black British,Bounds Green,09/14/2017
28586662,2,F,Chinese or other ethnic group,Northumberland Park,11/01/2016
28586662,2,F,Chinese or other ethnic group,Northumberland Park,03/30/2017
28599548,7,M,White,Woodside,06/04/2014
28618502,16,M,White,Tottenham Hale,06/15/2017
28626685,4,Female,No data,Not Stated,12/17/2012
28628003,9,M,Black or Black British,White Hart Lane,12/09/2015
28638842,8,F,White,Seven Sisters,02/16/2017
28644427,15,F,,Woodside,09/17/2014
28646452,17,M,,Tottenham Green,04/15/2015
28647815,2,Male,Asian / Asian British,St Ann's,05/24/2012
28656847,12,M,,Tottenham Hale,02/20/2017
28657805,10,F,Asian or Asian British,,06/10/2014
28661712,17,M,Mixed,Hornsey,10/28/2016
28677144,17,F,White,Bruce Grove,10/22/2015
28679104,15,F,White,St Ann's,02/23/2015
28679104,17,F,White,St Ann's,05/03/2017
28681180,5,F,Not stated,Hornsey,04/01/2015
28693496,13,F,Chinese or other ethnic group,,07/12/2017
28694452,10,F,White,Tottenham Hale,05/18/2017
28694452,11,F,White,Tottenham Hale,11/03/2017
28699836,15,M,Black or Black British,Bruce Grove,02/15/2017
28702752,5,F,Black or Black British,Highgate,03/09/2016
28706532,16,M,White,,02/08/2016
28716930,4,M,Mixed,,11/22/2014
28728714,5,F,,Seven Sisters,04/24/2017
28733585,4,F,,,11/28/2014
28734741,9,F,Black or Black British,West Green,07/27/2017
28736895,16,M,Black or Black British,Noel Park,03/17/2016
28743528,10,Male,White,Bruce Grove,08/17/2012
28744196,4,F,Black or Black British,White Hart Lane,06/20/2016
28744421,11,M,White,Northumberland Park,10/10/2014
28744421,11,M,White,Northumberland Park,07/13/2015
28744421,13,M,White,Northumberland Park,12/19/2016
28745765,12,M,Chinese or other ethnic group,Tottenham Green,10/20/2015
28765545,5,F,White,Woodside,12/12/2016
28769594,13,F,White,Fortis Green,05/14/2014
28772982,4,M,White,Tottenham Hale,04/18/2016
28774606,14,F,White,Noel Park,12/01/2016
28780109,5,M,Black or Black British,,01/21/2015
28780109,7,M,Black or Black British,,07/26/2016
28780109,7,M,Black or Black British,,10/12/2016
28799351,0,M,Black or Black British,,10/10/2014
28803621,4,F,Not stated,Bruce Grove,12/09/2015
28812370,16,M,Black or Black British,,11/25/2015
28818006,13,F,White,Woodside,03/19/2015
28820843,7,Female,Black / African / Caribbean / Black British,Seven Sisters,05/14/2012
28841420,1,Female,Asian / Asian British,Northumberland Park,01/15/2013
28847698,4,Female,White,Noel Park,03/19/2013
28855641,6,Male,Mixed / multiple,Noel Park,05/14/2012
28858794,0,Male,No data,,04/11/2012
28862243,13,F,Asian or Asian British,,12/23/2014
28898586,10,U,Black or Black British,Harringay,07/27/2016
28947889,8,M,Black or Black British,Northumberland Park,10/25/2016
28959457,11,M,Asian or Asian British,West Green,04/28/2017
28963851,16,F,White,Tottenham Hale,06/15/2016
28964821,11,M,,St Ann's,11/06/2017
28969839,,U,Chinese or other ethnic group,Northumberland Park,03/09/2017
28989222,5,F,Black or Black British,Bruce Grove,07/11/2016
28990861,0,Female,White,Northumberland Park,09/13/2012
28993135,10,M,,,07/03/2017
28994056,12,M,White,,09/09/2015
28994373,16,F,White,Northumberland Park,08/26/2016
28999695,16,M,White,Highgate,11/22/2016
29012015,1,M,Black or Black British,,12/22/2014
29012015,1,M,Black or Black British,,05/29/2015
29052746,8,F,Black or Black British,Tottenham Hale,02/25/2015
29052746,9,F,Black or Black British,Tottenham Hale,08/19/2016
29055445,13,F,Asian or Asian British,Tottenham Green,02/15/2016
29068931,14,M,Chinese or other ethnic group,Tottenham Hale,10/12/2017
29071716,17,F,Not stated,Northumberland Park,12/22/2014
29073907,2,F,White,Seven Sisters,09/08/2016
29079437,0,M,Not stated,Hornsey,10/24/2014
29081747,0,F,Black or Black British,White Hart Lane,05/03/2017
29089613,1,M,Black or Black British,West Green,10/15/2015
29100965,7,M,Black or Black British,,11/24/2016
29101797,7,Female,White,Alexandra,07/31/2012
29136033,3,M,White,Tottenham Green,07/15/2016
29140212,8,F,White,West Green,05/11/2016
29156124,13,M,Black or Black British,,11/26/2015
29156124,13,M,Black or Black British,,01/12/2016
29159578,10,M,Not stated,Highgate,02/06/2017
29159621,14,M,Black or Black British,,04/04/2017
29159621,15,M,Black or Black British,,07/24/2017
29159621,15,M,Black or Black British,,10/20/2017
29178220,15,F,,Bruce Grove,04/09/2015
29203524,3,F,Black or Black British,Tottenham Green,01/05/2017
29203714,17,M,Chinese or other ethnic group,Highgate,09/15/2017
29207148,14,M,Not stated,White Hart Lane,12/23/2014
29218037,0,M,Not stated,Hornsey,07/26/2016
29242232,8,M,Black or Black British,Northumberland Park,11/28/2014
29251301,17,F,Not stated,White Hart Lane,04/10/2017
29251301,17,F,Not stated,White Hart Lane,07/31/2017
29262883,12,F,White,Northumberland Park,04/19/2016
29266098,16,F,Not stated,Tottenham Hale,10/26/2017
29267760,9,M,Black or Black British,Tottenham Hale,08/22/2017
29268776,3,Female,Black / African / Caribbean / Black British,West Green,07/19/2012
29271167,10,M,Black or Black British,,12/06/2016
29271167,11,M,Black or Black British,,07/12/2017
29275884,9,M,White,Highgate,04/20/2015
29275884,9,M,White,Highgate,08/28/2015
29275884,10,M,White,Highgate,09/26/2016
29279001,0,M,Black or Black British,,04/24/2014
29279001,1,M,Black or Black British,,01/29/2015
