New ID,Assessment Started,Assessment Completed
16219476,4/26/2013,5/1/2013
16306030,6/26/2013,6/26/2013
16423161,3/25/2013,4/15/2013
16481732,5/13/2013,5/23/2013
16548039,6/3/2013,6/3/2013
17432633,6/27/2013,6/28/2013
17857952,5/8/2013,5/24/2013
17989345,4/3/2013,4/4/2013
18074363,5/22/2013,5/22/2013
18110074,3/8/2013,5/8/2013
18298514,4/24/2013,4/24/2013
18429813,6/14/2013,6/14/2013
18448541,6/14/2013,6/14/2013
18468352,6/21/2013,6/21/2013
18708896,6/6/2013,6/7/2013
18917089,4/19/2013,4/19/2013
19561230,6/11/2013,6/20/2013
19958485,4/11/2013,4/12/2013
20002082,6/11/2013,6/11/2013
20401142,4/9/2013,4/9/2013
20466987,4/10/2013,4/10/2013
20599904,4/18/2013,4/18/2013
20661268,5/16/2013,5/16/2013
20755361,4/4/2013,4/4/2013
20943900,6/10/2013,6/10/2013
21328355,6/12/2013,6/13/2013
21503384,6/20/2013,6/25/2013
21648726,4/22/2013,4/23/2013
22019791,4/15/2013,6/17/2013
22397030,3/11/2013,4/12/2013
22459682,5/13/2013,5/13/2013
22483490,4/16/2013,4/16/2013
22639093,4/15/2013,4/16/2013
22793118,6/17/2013,6/27/2013
22939242,4/3/2013,4/5/2013
23051478,6/14/2013,6/14/2013
23136721,5/16/2013,5/16/2013
23605535,4/19/2013,5/15/2013
23718221,1/21/2013,4/26/2013
24055147,10/25/2012,4/12/2013
24254423,4/5/2013,4/5/2013
24537770,6/7/2013,6/20/2013
24822446,4/9/2013,4/10/2013
25244372,6/19/2013,6/19/2013
25512508,5/9/2013,5/9/2013
25744440,5/29/2013,5/29/2013
25854360,12/13/2012,6/10/2013
25871663,4/24/2013,4/24/2013
26070002,4/15/2013,4/16/2013
26358055,4/19/2013,4/22/2013
26455896,6/11/2013,6/11/2013
26686531,5/8/2013,5/14/2013
26805138,5/10/2013,5/10/2013
27143594,5/16/2013,5/16/2013
27228406,6/19/2013,6/27/2013
27267851,6/24/2013,6/26/2013
27498776,3/26/2013,4/2/2013
27635679,6/17/2013,6/17/2013
27638736,4/10/2013,4/10/2013
27993707,6/10/2013,6/11/2013
28472767,4/24/2013,4/29/2013
28847698,4/3/2013,4/3/2013
29266917,4/23/2013,4/23/2013
29362775,5/9/2013,5/9/2013
29509775,4/17/2013,4/17/2013
29565400,4/4/2013,4/4/2013
29890914,4/25/2013,5/2/2013
29962469,4/12/2013,4/12/2013
30431501,5/13/2013,5/13/2013
30659148,6/3/2013,6/5/2013
30696314,4/9/2013,4/16/2013
30971732,4/12/2013,4/12/2013
31657282,5/8/2013,5/8/2013
31685389,4/15/2013,4/15/2013
31807568,5/30/2013,6/12/2013
31824635,6/3/2013,6/3/2013
32066731,5/11/2013,5/11/2013
32515333,6/28/2013,6/28/2013
32673687,1/30/2013,4/17/2013
32768583,6/5/2013,6/7/2013
33183054,4/16/2013,4/16/2013
33306815,4/2/2013,4/2/2013
33468556,6/20/2013,6/28/2013
33494685,3/27/2013,4/10/2013
33971560,5/1/2013,5/1/2013
34270750,6/18/2013,6/18/2013
34343275,5/14/2013,5/15/2013
34391749,4/23/2013,4/23/2013
34606110,5/28/2013,6/5/2013
35168191,6/13/2013,6/13/2013
35198914,12/11/2012,6/18/2013
35731921,4/15/2013,4/16/2013
35987136,6/11/2013,6/17/2013
36318563,4/16/2013,4/16/2013
36370805,11/9/2012,4/15/2013
36407241,5/20/2013,5/20/2013
36415269,5/24/2013,6/25/2013
36716686,4/24/2013,4/24/2013
37016944,1/7/2013,4/15/2013
37358857,5/15/2013,5/15/2013
37826900,5/29/2013,6/7/2013
37976790,4/2/2013,4/2/2013
38488533,6/17/2013,6/21/2013
38572137,4/26/2013,4/26/2013
38821710,4/18/2013,4/18/2013
39160050,5/8/2013,5/10/2013
39510624,4/24/2013,4/24/2013
39699319,4/25/2013,4/25/2013
39815200,4/11/2013,4/11/2013
39815200,6/13/2013,6/13/2013
39884339,6/10/2013,6/14/2013
40089196,6/26/2013,6/27/2013
40514568,4/26/2013,5/7/2013
40724081,6/27/2013,6/28/2013
40896526,6/25/2013,6/26/2013
41088758,5/17/2013,5/17/2013
41475852,4/3/2013,4/3/2013
41560557,4/10/2013,4/11/2013
42104479,6/13/2013,6/14/2013
42168789,4/23/2013,4/25/2013
42666692,6/11/2013,6/13/2013
42903683,4/25/2013,4/26/2013
42981767,6/26/2013,6/26/2013
43013838,4/9/2013,4/9/2013
43079488,5/20/2013,5/20/2013
43298991,1/28/2013,5/29/2013
43352825,4/2/2013,4/2/2013
43458196,5/16/2013,5/16/2013
43507265,6/20/2013,6/20/2013
43776774,5/23/2013,5/23/2013
43880929,4/30/2013,5/1/2013
43902054,4/4/2013,4/4/2013
43993483,4/12/2013,4/12/2013
43993483,5/7/2013,5/7/2013
44263947,5/22/2013,5/31/2013
44874068,6/6/2013,6/6/2013
45665570,4/23/2013,5/1/2013
45747043,5/8/2013,5/8/2013
46085760,5/30/2013,5/30/2013
46197663,5/23/2013,5/23/2013
46209117,3/25/2013,4/1/2013
46220036,4/19/2013,6/25/2013
46307390,3/30/2013,4/2/2013
46659366,4/26/2013,4/29/2013
47587429,4/19/2013,5/15/2013
47630289,4/11/2013,4/11/2013
47768294,4/10/2013,4/10/2013
47971231,3/26/2013,4/9/2013
48418635,4/29/2013,4/29/2013
48506524,4/18/2013,4/29/2013
48626333,6/14/2013,6/14/2013
48683114,4/23/2013,4/23/2013
48769704,5/20/2013,5/20/2013
49110169,4/22/2013,5/9/2013
49230877,6/24/2013,6/26/2013
49237685,6/7/2013,6/7/2013
49392947,6/17/2013,6/17/2013
49643053,4/5/2013,4/5/2013
49796576,4/2/2013,4/2/2013
50399278,5/10/2013,5/20/2013
51184737,6/28/2013,6/30/2013
51404549,6/12/2013,6/12/2013
51471735,4/19/2013,4/25/2013
51735714,6/11/2013,6/13/2013
52103853,5/17/2013,5/17/2013
52176879,2/26/2013,5/15/2013
52197247,4/29/2013,4/29/2013
52852026,5/15/2013,5/22/2013
52871957,5/13/2013,5/13/2013
52937263,5/24/2013,5/24/2013
52982139,4/26/2013,4/29/2013
53166784,6/11/2013,6/11/2013
53457816,5/16/2013,5/17/2013
53484129,6/3/2013,6/3/2013
54042212,5/13/2013,5/13/2013
54060463,4/19/2013,4/29/2013
54060463,4/19/2013,6/10/2013
54151304,5/9/2013,5/9/2013
54186656,4/18/2013,4/18/2013
54244209,3/27/2013,4/3/2013
54266907,5/13/2013,5/13/2013
54318859,6/12/2013,6/12/2013
54652609,6/12/2013,6/24/2013
54689839,5/7/2013,5/7/2013
54987870,5/9/2013,6/5/2013
55042538,4/30/2013,4/30/2013
55296291,6/19/2013,6/19/2013
55427654,5/17/2013,5/17/2013
55818415,4/23/2013,5/2/2013
56295130,4/23/2013,5/9/2013
56398872,6/6/2013,6/10/2013
57182028,2/18/2013,4/15/2013
57350731,4/3/2013,4/3/2013
57901313,4/19/2013,4/19/2013
58048435,4/5/2013,4/5/2013
58413284,3/6/2013,4/4/2013
58740903,4/19/2013,4/19/2013
59005236,5/29/2013,5/29/2013
59078977,3/27/2013,4/5/2013
59178032,5/7/2013,5/7/2013
59389109,4/30/2013,4/30/2013
59415295,4/19/2013,5/15/2013
59510084,6/17/2013,6/17/2013
59594965,5/10/2013,5/10/2013
59689373,4/9/2013,4/9/2013
59891386,5/8/2013,5/8/2013
60625241,5/20/2013,5/24/2013
60716385,6/14/2013,6/14/2013
61055039,4/30/2013,4/30/2013
61809789,5/7/2013,5/7/2013
62604375,6/4/2013,6/4/2013
63053213,5/10/2013,5/10/2013
63355559,3/28/2013,4/4/2013
63686241,3/28/2013,4/2/2013
63957292,6/7/2013,6/7/2013
63974484,6/11/2013,6/19/2013
63998827,5/13/2013,5/13/2013
64190441,5/19/2013,5/20/2013
64207080,4/25/2013,4/25/2013
64298943,6/7/2013,6/14/2013
65540782,4/15/2013,4/15/2013
65678851,4/17/2013,4/17/2013
65682371,4/22/2013,4/22/2013
66247364,6/23/2013,6/27/2013
67691445,5/15/2013,5/16/2013
67812956,6/25/2013,6/26/2013
67873897,5/7/2013,5/7/2013
68106474,6/5/2013,6/5/2013
68310823,4/30/2013,5/1/2013
68449364,5/23/2013,5/23/2013
69030977,6/4/2013,6/4/2013
69758012,6/11/2013,6/11/2013
69818155,5/9/2013,5/14/2013
69820360,3/21/2013,4/5/2013
70378747,6/12/2013,6/12/2013
70796439,4/17/2013,4/17/2013
70925117,4/3/2013,4/11/2013
70925117,5/16/2013,5/16/2013
70992510,4/16/2013,4/16/2013
71029524,5/7/2013,5/7/2013
71177998,6/28/2013,6/28/2013
71229385,4/15/2013,6/17/2013
71384621,4/19/2013,4/26/2013
71405923,4/23/2013,4/23/2013
71871423,5/15/2013,5/15/2013
72027336,5/30/2013,6/4/2013
72039821,2/26/2013,5/15/2013
72066992,4/18/2013,4/18/2013
72861400,6/7/2013,6/7/2013
73044626,6/25/2013,6/25/2013
73200745,5/24/2013,6/17/2013
73224014,1/2/2013,6/10/2013
73428722,4/8/2013,4/8/2013
73724468,6/24/2013,6/26/2013
73928648,4/26/2013,4/26/2013
74069975,6/25/2013,6/25/2013
74193634,4/9/2013,4/17/2013
74257094,5/7/2013,5/16/2013
74328010,5/17/2013,5/17/2013
74370512,5/8/2013,5/9/2013
74582145,4/22/2013,4/23/2013
75095481,6/20/2013,6/20/2013
75108192,5/24/2013,5/24/2013
75889426,5/14/2013,5/14/2013
76040411,5/28/2013,5/29/2013
76168278,5/13/2013,5/30/2013
76608717,6/17/2013,6/17/2013
77087046,6/11/2013,6/11/2013
77818281,1/2/2013,6/7/2013
78258954,5/24/2013,5/24/2013
78412269,5/10/2013,5/13/2013
78675477,6/10/2013,6/11/2013
78822076,3/8/2013,5/8/2013
78924405,5/13/2013,5/13/2013
79439411,6/10/2013,6/10/2013
79536076,6/12/2013,6/12/2013
79576812,6/6/2013,6/6/2013
79630903,6/18/2013,6/18/2013
79990619,4/24/2013,4/24/2013
80536570,5/15/2013,5/15/2013
80764045,6/7/2013,6/10/2013
80811181,3/25/2013,4/4/2013
80866981,6/4/2013,6/4/2013
81117028,4/3/2013,4/3/2013
81165986,5/17/2013,5/17/2013
81478504,4/17/2013,4/18/2013
81565227,6/3/2013,6/5/2013
81692679,5/1/2013,5/1/2013
81777762,4/26/2013,5/7/2013
81838011,5/3/2013,5/7/2013
82445030,6/3/2013,6/4/2013
82465663,4/26/2013,5/7/2013
82918548,6/5/2013,6/5/2013
83391506,5/29/2013,6/7/2013
83638075,6/14/2013,6/14/2013
83705490,6/7/2013,6/7/2013
83818609,4/5/2013,4/5/2013
85014344,5/16/2013,5/16/2013
85288661,4/8/2013,4/8/2013
85635497,5/7/2013,5/9/2013
85655901,4/16/2013,4/16/2013
86190719,6/17/2013,6/17/2013
86220491,4/29/2013,4/29/2013
86486936,6/6/2013,6/10/2013
86494215,4/18/2013,4/23/2013
86514310,4/12/2013,4/19/2013
86580656,4/24/2013,4/30/2013
86912137,4/4/2013,4/4/2013
87161056,5/24/2013,5/29/2013
87392539,3/1/2013,5/8/2013
87409065,4/12/2013,4/12/2013
87440817,8/13/2009,4/2/2013
87468650,4/5/2013,4/18/2013
87637938,5/16/2013,5/16/2013
88225278,4/30/2013,5/9/2013
88766942,4/2/2013,4/2/2013
88772084,2/26/2013,5/10/2013
88803844,3/12/2013,6/6/2013
89111017,4/30/2013,4/30/2013
89112384,4/21/2013,4/22/2013
89136825,6/10/2013,6/10/2013
89819939,4/24/2013,5/2/2013
90206179,4/11/2013,4/17/2013
90229351,5/10/2013,5/23/2013
90242504,5/28/2013,5/28/2013
90541457,4/29/2013,4/30/2013
90900887,5/1/2013,5/2/2013
90942987,4/25/2013,4/25/2013
91219520,6/6/2013,6/13/2013
91344354,8/19/2012,6/13/2013
91382774,3/27/2013,4/3/2013
91795351,6/24/2013,6/24/2013
91855514,4/22/2013,4/22/2013
91929880,3/8/2013,5/8/2013
91941926,6/13/2013,6/13/2013
92404210,4/5/2013,4/5/2013
92443108,3/7/2013,4/1/2013
92814167,11/26/2012,6/18/2013
92864613,3/18/2013,4/3/2013
92907766,6/10/2013,6/10/2013
93245383,4/5/2013,5/8/2013
93436626,5/21/2013,5/21/2013
93776412,5/31/2013,6/4/2013
94034197,4/29/2013,5/1/2013
94104292,4/10/2013,4/10/2013
94145653,1/10/2013,4/4/2013
94175897,5/28/2013,5/28/2013
94451093,5/23/2013,5/23/2013
94872526,4/29/2013,4/29/2013
94898257,6/25/2013,6/25/2013
94933643,6/7/2013,6/7/2013
95022681,5/29/2013,6/10/2013
95097226,5/16/2013,5/21/2013
95655321,11/26/2012,6/18/2013
95666834,3/8/2013,5/8/2013
96087599,6/12/2013,6/12/2013
96098361,6/4/2013,6/4/2013
96477159,4/16/2013,4/17/2013
97479569,4/17/2013,4/19/2013
97734716,5/9/2013,6/10/2013
98103128,12/31/2010,6/14/2013
98131577,6/3/2013,6/4/2013
98159663,6/5/2013,6/5/2013
98790711,4/22/2013,4/22/2013
98922809,4/2/2013,4/2/2013
99124635,5/2/2013,5/8/2013
99134764,5/2/2013,5/2/2013
99348109,4/5/2013,4/5/2013
99363466,5/9/2013,5/13/2013
99472738,6/26/2013,6/26/2013
99492907,4/8/2013,4/10/2013
99559016,4/25/2013,4/25/2013
99747593,5/17/2013,5/17/2013
99936999,4/17/2013,4/17/2013
