"New ID","Started Date","Assessment End Date"
2100961,03/29/2017,
2140565,09/16/2016,10/04/2016
2202391,07/20/2016,09/09/2016
2240639,03/27/2017,05/26/2016
2276568,09/05/2016,10/03/2016
2309145,02/27/2017,02/27/2017
2345135,04/07/2016,04/07/2016
2348252,11/22/2016,10/26/2016
2348252,10/27/2016,10/26/2016
2350301,10/27/2016,11/02/2016
2385607,07/11/2016,09/09/2016
2421443,09/16/2016,09/16/2016
2443938,05/20/2016,05/20/2016
2465737,12/21/2016,01/11/2017
2467922,07/11/2016,08/18/2016
2515238,09/06/2016,09/06/2016
2529962,02/26/2016,04/06/2016
2637896,11/09/2016,12/08/2016
2644841,09/02/2016,09/02/2016
2691866,09/12/2016,09/19/2016
2692441,04/05/2016,04/15/2016
2755769,02/29/2016,04/28/2016
2762164,07/05/2016,07/15/2016
2793740,09/02/2016,10/13/2016
2820406,05/10/2016,05/19/2016
2858418,03/07/2016,04/12/2016
2904644,11/21/2016,11/25/2016
2915796,04/13/2016,04/18/2016
3030312,02/08/2017,01/25/2017
3217526,01/19/2017,01/23/2017
3241489,03/30/2016,04/01/2016
3241489,11/03/2016,11/10/2016
3276628,08/19/2016,09/02/2016
3304100,06/24/2016,07/14/2016
3316672,03/24/2016,05/27/2016
3333674,04/04/2016,06/08/2016
3343908,07/28/2016,07/28/2016
3344743,03/29/2017,
3361190,12/29/2016,01/06/2017
3361753,10/28/2016,11/04/2016
3370152,01/17/2017,01/18/2017
3377586,02/02/2017,02/07/2017
3427679,01/24/2017,01/23/2017
3466753,07/11/2016,07/21/2016
3481251,04/08/2016,05/13/2016
3574993,05/04/2016,05/11/2016
3612854,09/06/2016,10/05/2016
3694725,07/20/2016,07/25/2016
3715609,07/08/2016,07/25/2016
3752243,03/20/2017,03/30/2017
3788039,04/14/2016,04/14/2016
3812506,01/25/2017,01/25/2017
3934270,01/27/2017,01/27/2017
4000446,12/14/2016,12/15/2016
4013881,04/07/2016,06/01/2016
4029546,11/01/2016,11/11/2016
4043811,09/20/2016,10/24/2016
4057998,07/11/2016,08/04/2016
4067884,04/12/2016,04/12/2016
4087016,07/29/2016,07/29/2016
4133586,07/29/2016,08/01/2016
4148719,01/26/2017,01/26/2017
4251354,08/22/2016,10/26/2016
4288161,03/15/2017,03/14/2017
4411035,06/06/2016,06/06/2016
4415691,08/17/2016,09/21/2016
4441865,04/25/2016,04/27/2016
4461477,03/07/2017,03/13/2017
4468140,10/06/2016,10/07/2016
4482996,10/21/2016,11/15/2016
4489003,03/09/2017,03/24/2017
4496846,05/24/2016,05/24/2016
4630119,02/21/2017,03/23/2017
4644709,12/08/2016,12/08/2016
4665932,02/07/2017,03/22/2017
4769039,01/17/2017,02/27/2017
4779751,09/06/2016,09/14/2016
4794186,08/22/2016,08/30/2016
4805952,12/19/2016,01/12/2017
4895060,09/08/2016,10/25/2016
4899807,03/21/2016,04/19/2016
4904697,07/26/2016,07/26/2016
4908605,01/24/2017,02/27/2017
4908605,03/07/2016,04/22/2016
4937494,08/01/2016,07/29/2016
4952998,10/21/2016,11/28/2016
4954490,07/07/2016,09/02/2016
4975652,06/08/2016,06/09/2016
4986107,03/14/2017,
5009057,11/18/2016,12/19/2016
5172222,02/09/2017,
5190500,09/19/2016,09/27/2016
5215778,07/05/2016,07/07/2016
5225071,03/10/2016,04/21/2016
5263490,06/07/2016,08/05/2016
5297508,09/22/2016,09/21/2016
5334386,12/18/2016,12/23/2016
5347692,06/19/2016,07/24/2016
5429696,05/18/2016,05/20/2016
5429696,05/23/2016,08/14/2015
5436336,06/07/2016,06/24/2016
5462465,10/19/2016,10/19/2016
5467852,11/16/2016,12/15/2016
5506559,05/10/2016,05/23/2016
5512944,06/09/2016,09/06/2016
5540579,08/03/2016,08/03/2016
5584383,02/21/2017,03/20/2017
5584383,06/10/2016,08/12/2016
5602167,03/08/2016,05/17/2016
5620256,01/03/2017,01/06/2017
5671689,03/29/2017,
5704532,08/12/2016,08/15/2016
5715588,04/21/2016,04/21/2016
5752786,02/10/2017,02/10/2017
5762436,06/02/2016,06/06/2016
5763105,09/09/2016,09/09/2016
5775671,12/14/2016,12/02/2016
5841387,09/16/2016,09/19/2016
5900718,06/03/2016,06/03/2016
5913779,07/07/2016,09/09/2016
5916300,02/08/2017,02/08/2017
5957347,09/30/2016,10/04/2016
5983657,12/29/2016,01/16/2017
5992450,11/04/2016,11/30/2016
6152416,03/11/2016,04/21/2016
6181073,04/18/2016,04/20/2016
6218659,08/18/2016,09/22/2016
6265903,10/04/2016,10/07/2016
6306138,01/25/2017,01/25/2017
6311329,09/12/2016,10/18/2016
6342214,01/14/2017,01/13/2017
6344159,11/17/2016,12/09/2016
6350267,05/03/2016,05/25/2016
6378935,07/20/2016,08/16/2016
6415621,03/29/2016,04/08/2016
6464058,01/10/2017,03/01/2017
6497765,06/17/2016,06/28/2016
6524850,04/19/2016,05/04/2016
6558461,04/25/2016,04/20/2016
6562670,10/17/2016,10/17/2016
6599576,07/07/2016,07/06/2016
6619013,07/29/2016,07/31/2016
6619013,06/08/2016,06/08/2016
6623509,07/04/2016,07/12/2016
6640150,06/09/2016,07/01/2016
6661752,06/21/2016,06/28/2016
6686883,07/29/2016,07/28/2016
6688175,08/05/2016,08/24/2016
6694996,05/12/2016,05/23/2016
6742667,06/02/2016,05/31/2016
6756979,07/28/2016,09/07/2016
6764477,07/28/2016,08/24/2016
6778038,05/09/2016,05/09/2016
6788053,09/09/2016,09/09/2016
6790238,01/12/2017,01/23/2017
6795262,02/04/2017,02/04/2017
6815625,02/06/2017,03/21/2017
6830619,03/16/2017,03/17/2017
6902174,09/09/2016,09/09/2016
6920809,06/07/2016,06/07/2016
6931674,11/29/2016,01/12/2017
6950587,12/09/2016,12/21/2016
6954851,01/13/2017,02/27/2017
6965270,02/06/2017,02/06/2017
6966698,12/12/2016,12/13/2016
7006275,12/06/2016,01/31/2017
7013533,09/21/2016,09/21/2016
7076852,02/24/2017,03/17/2017
7077799,09/08/2016,09/07/2016
7087568,09/28/2016,10/10/2016
7105169,10/10/2016,10/07/2016
7120708,07/28/2016,08/30/2016
7134003,03/29/2017,
7202865,04/20/2016,04/20/2016
7252840,01/28/2017,02/01/2017
7317425,02/09/2017,02/24/2017
7353000,01/16/2017,02/03/2017
7357340,06/06/2016,08/02/2016
7422822,10/28/2016,12/06/2016
7432778,04/10/2016,04/12/2016
7451759,12/13/2016,12/13/2016
7457549,08/19/2016,08/19/2016
7530026,02/26/2016,04/07/2016
7583957,11/29/2016,12/12/2016
7587434,03/24/2016,05/03/2016
7666376,12/28/2016,02/06/2017
7702242,05/09/2016,05/09/2016
7715632,12/16/2016,12/19/2016
7827909,04/20/2016,04/20/2016
7832326,04/08/2016,06/16/2016
7856615,05/03/2016,05/06/2016
7898361,01/24/2017,01/31/2017
7933845,08/10/2016,08/12/2016
8024580,01/05/2017,01/16/2017
8046528,03/24/2016,04/27/2016
8049669,12/02/2016,12/12/2016
8130668,02/22/2017,02/21/2017
8178184,12/23/2016,12/21/2016
8282111,06/02/2016,07/05/2016
8340992,01/31/2017,02/07/2017
8411800,08/23/2016,08/23/2016
8424082,02/15/2017,02/20/2017
8428689,06/04/2016,06/03/2016
8441283,06/10/2016,06/22/2016
8474213,01/20/2017,01/19/2017
8479403,05/06/2016,05/06/2016
8480867,09/14/2016,10/06/2016
8536191,05/04/2016,05/16/2016
8540837,01/31/2017,02/02/2017
8553080,09/15/2016,10/13/2016
8553080,03/09/2016,05/16/2016
8587982,11/30/2016,12/08/2016
8587982,01/27/2017,02/01/2017
8590373,12/29/2016,01/06/2017
8614017,05/10/2016,05/10/2016
8614017,10/13/2016,10/13/2016
8651169,03/29/2017,
8651169,04/21/2016,06/23/2016
8680663,07/07/2016,07/12/2016
8704371,07/29/2016,09/07/2016
8708604,09/28/2016,11/22/2016
8788109,02/01/2017,03/29/2017
8788629,03/20/2017,
8795345,06/09/2016,06/10/2016
8821936,10/06/2016,10/11/2016
8823320,06/27/2016,06/28/2016
8876531,01/26/2017,02/16/2017
9002746,04/07/2016,04/08/2016
9042213,08/08/2016,09/09/2016
9084363,11/15/2016,11/18/2016
9112227,02/01/2017,02/09/2017
9126151,10/05/2016,10/05/2016
9126151,05/04/2016,05/04/2016
9157995,01/06/2017,02/16/2017
9157995,02/20/2017,02/16/2017
9199077,03/02/2017,03/06/2017
9295230,06/13/2016,06/13/2016
9391095,03/16/2017,
9391966,03/18/2016,04/01/2016
9397717,12/21/2016,01/23/2017
9429193,03/20/2017,
9432754,12/24/2016,01/04/2017
9463087,09/12/2016,10/19/2016
9476582,01/23/2017,02/13/2017
9498827,09/01/2016,09/05/2016
9512104,03/23/2017,03/22/2017
9554634,04/15/2016,04/16/2016
9616668,04/05/2016,04/14/2016
9651477,02/02/2017,02/16/2017
9684708,06/17/2016,07/14/2016
9702203,12/14/2016,12/14/2016
9718213,01/31/2017,02/10/2017
9723589,04/21/2016,04/22/2016
9779105,10/03/2016,10/03/2016
9805317,09/30/2016,11/22/2016
9822361,09/14/2016,09/13/2016
9828099,05/12/2016,05/23/2016
9828099,05/24/2016,06/25/2015
9834911,05/20/2016,05/19/2016
9849028,06/07/2016,08/03/2016
9881339,08/08/2016,08/22/2016
9925864,11/03/2016,11/04/2016
9937791,05/12/2016,05/28/2014
9937791,01/03/2017,02/23/2017
9953159,03/15/2017,
9983757,02/15/2017,03/31/2017
10044688,05/16/2016,05/16/2016
10056900,06/06/2016,06/03/2016
10103221,11/03/2016,11/05/2016
10126968,12/13/2016,01/12/2017
10164340,01/31/2017,02/24/2017
10322982,08/05/2016,08/05/2016
10322982,12/19/2016,12/22/2016
10341726,07/25/2016,07/26/2016
10349269,06/16/2016,06/16/2016
10396412,02/07/2017,02/07/2017
10413705,04/12/2016,04/12/2016
10413705,12/13/2016,12/16/2016
10463662,10/03/2016,10/10/2016
10464265,07/05/2016,07/25/2016
10503401,04/12/2016,06/08/2016
10507246,12/21/2016,01/25/2017
10510954,09/08/2016,09/08/2016
10533549,05/26/2016,06/01/2016
10549525,01/16/2017,03/13/2017
10550794,06/07/2016,06/07/2016
10577618,03/13/2017,
10626842,12/21/2016,12/22/2016
10635664,09/12/2016,09/16/2016
10656867,03/24/2016,05/09/2016
10736852,05/06/2016,05/09/2016
10778020,07/15/2016,07/18/2016
10828136,12/09/2016,02/03/2017
10852324,08/03/2016,08/19/2016
10863509,03/15/2017,
10869826,08/18/2016,08/19/2016
10893644,06/10/2016,06/10/2016
11057731,04/15/2016,04/18/2016
11127694,03/20/2017,
11130643,02/10/2017,02/10/2017
11179795,04/25/2016,05/06/2016
11265664,10/05/2016,10/14/2016
11306765,08/25/2016,08/30/2016
11331883,07/20/2016,08/30/2016
11354077,11/22/2016,11/22/2016
11383598,01/25/2017,02/06/2017
11422417,10/20/2016,12/21/2016
11427730,08/18/2016,08/19/2016
11458930,01/16/2017,01/26/2017
11486043,07/11/2016,07/12/2016
11531675,02/01/2017,02/06/2017
11531675,06/08/2016,07/11/2016
11568633,06/30/2016,08/15/2016
11650482,07/12/2016,09/09/2016
11667980,06/13/2016,06/16/2016
11677829,06/28/2016,07/29/2016
11746851,07/26/2016,09/09/2016
11778908,09/09/2016,09/09/2016
11782307,03/15/2017,
11797047,10/04/2016,10/04/2016
11798951,01/08/2017,01/06/2017
11802531,06/21/2016,06/29/2016
11808405,02/14/2017,02/14/2017
11830711,05/26/2016,06/01/2016
11920269,01/16/2017,01/19/2017
12078984,04/07/2016,04/28/2016
12089956,12/12/2016,02/06/2017
12099873,12/14/2016,12/14/2016
12153977,09/13/2016,09/27/2016
12169180,10/07/2016,05/20/2016
12228226,09/02/2016,09/02/2016
12230885,08/24/2016,08/24/2016
12262925,04/29/2016,05/11/2016
12389319,01/26/2017,01/27/2017
12419861,06/07/2016,06/07/2016
12425799,04/20/2016,04/20/2016
12515051,03/23/2017,03/23/2017
12565997,09/06/2016,11/11/2016
12615444,11/11/2016,12/13/2016
12667653,06/01/2016,09/02/2016
12681704,03/20/2017,03/17/2017
12693884,09/28/2016,10/03/2016
12731166,10/10/2016,10/10/2016
12747004,01/31/2017,02/13/2017
12766794,11/16/2016,11/16/2016
12768827,10/03/2016,10/24/2016
12827415,05/09/2016,04/28/2016
12827415,04/25/2016,04/28/2016
12840614,12/22/2016,02/15/2017
12847645,09/05/2016,10/04/2016
12852806,07/26/2016,07/28/2016
12875129,11/15/2016,12/23/2016
12883853,06/23/2016,06/23/2016
12905654,04/27/2016,04/27/2016
12974521,04/07/2016,03/22/2016
12992791,10/13/2016,10/24/2016
13023089,10/10/2016,10/10/2016
13023089,03/15/2017,03/15/2017
13029680,06/15/2016,06/09/2016
13044519,09/05/2016,09/05/2016
13108862,11/21/2016,11/21/2016
13143457,03/21/2017,03/21/2017
13145740,06/03/2016,05/26/2016
13224018,04/13/2016,06/03/2016
13266179,11/10/2016,11/11/2016
13278344,08/08/2016,09/09/2016
13317490,12/05/2016,12/14/2016
13337997,03/29/2017,03/29/2017
13351617,10/27/2016,10/27/2016
13361130,05/20/2016,05/23/2016
13403662,09/27/2016,09/29/2016
13416282,07/14/2016,07/15/2016
13440553,01/17/2017,01/18/2017
13648515,07/27/2016,10/06/2016
13648515,03/08/2017,
13657127,07/28/2016,07/29/2016
13923838,11/04/2016,12/23/2016
13930124,02/12/2016,04/05/2016
14010194,05/31/2016,06/01/2016
14010194,10/12/2016,10/27/2016
14010194,05/31/2016,06/01/2016
14062662,10/04/2016,11/07/2016
14103685,01/19/2017,03/06/2017
14118565,10/03/2016,10/07/2016
14128768,11/28/2016,11/28/2016
14214226,09/07/2016,09/08/2016
14215562,08/19/2016,10/06/2016
14260308,06/06/2016,06/06/2016
14268525,08/17/2016,08/17/2016
14280586,07/25/2016,07/26/2016
14311055,05/27/2016,05/31/2016
14405437,03/23/2017,
14549562,01/08/2017,01/12/2017
14571643,05/19/2016,07/11/2016
14587344,03/15/2016,05/11/2016
14587491,10/12/2016,10/24/2016
14650073,03/03/2016,04/25/2016
14682182,02/03/2016,04/01/2016
14705538,03/15/2016,04/25/2016
14705538,09/09/2016,09/12/2016
14732366,12/23/2016,12/23/2016
14783023,10/06/2016,10/10/2016
14826830,05/05/2016,05/16/2016
14960823,02/01/2017,02/02/2017
14971112,02/21/2017,02/21/2017
14971112,02/15/2017,02/21/2017
15003143,05/10/2016,05/12/2016
15059919,06/20/2016,05/05/2016
15101192,07/26/2016,07/26/2016
15143288,05/10/2016,06/07/2016
15148543,04/22/2016,04/25/2016
15174018,03/27/2017,
15225582,02/23/2017,02/07/2017
15225582,02/15/2017,02/07/2017
15238359,07/06/2016,07/20/2016
15241351,02/22/2017,
15247487,01/12/2017,01/12/2017
15275832,07/07/2016,07/13/2016
15435900,12/12/2016,12/13/2016
15455973,06/01/2016,08/03/2016
15505078,01/05/2017,01/09/2017
15522380,11/22/2016,11/22/2016
15537881,09/19/2016,09/20/2016
15610046,08/10/2016,08/15/2016
15644576,01/19/2017,02/24/2017
15675581,05/11/2016,08/19/2016
15690186,07/18/2016,07/26/2016
15719121,06/24/2016,06/24/2016
15759672,01/17/2017,01/24/2017
15808724,12/30/2016,01/05/2017
15815967,05/18/2016,05/19/2016
15822627,12/14/2016,12/14/2016
15839510,04/04/2016,06/08/2016
15933648,07/28/2016,07/28/2016
15963484,03/10/2016,04/21/2016
15975258,10/04/2016,10/06/2016
15997181,06/07/2016,06/07/2016
16005929,10/12/2016,10/20/2016
16007881,09/06/2016,11/11/2016
16021500,06/06/2016,08/16/2016
16043731,01/23/2017,08/01/2016
16151189,09/02/2016,09/05/2016
16218263,01/24/2017,02/23/2017
16218263,08/30/2016,09/01/2016
16218284,12/27/2016,12/27/2016
16266680,11/15/2016,11/25/2016
16287148,11/07/2016,11/22/2016
16331790,09/27/2016,09/29/2016
16337290,08/09/2016,08/16/2016
16341183,10/05/2016,10/07/2016
16352617,03/20/2017,03/17/2017
16442427,09/21/2016,11/18/2016
16458326,12/09/2016,12/14/2016
16458326,02/14/2017,02/21/2017
16535877,06/01/2016,06/03/2016
16543443,02/10/2017,02/23/2017
16557675,08/10/2016,09/16/2016
16572421,07/21/2016,07/21/2016
16591878,01/19/2017,12/14/2016
16597464,04/07/2016,04/08/2016
16653679,12/19/2016,12/19/2016
16668920,03/30/2017,
16685623,07/15/2016,07/13/2016
16693855,02/28/2017,03/01/2017
16708299,02/20/2017,02/21/2017
16722209,07/19/2016,07/20/2016
16785259,02/24/2017,03/21/2017
16791866,04/07/2016,06/10/2016
16864620,11/30/2016,12/04/2016
16896104,05/05/2016,07/15/2016
16911630,06/21/2016,06/23/2016
17062388,03/02/2017,03/06/2017
17103950,03/30/2017,
17124019,03/07/2016,04/20/2016
17180617,07/07/2016,07/11/2016
17213107,11/28/2016,12/12/2016
17215093,04/25/2016,04/26/2016
17216082,07/15/2016,07/18/2016
17251123,09/08/2016,09/09/2016
17322880,09/06/2016,10/10/2016
17332732,09/01/2016,09/05/2016
17469472,11/11/2016,12/10/2016
17483598,12/08/2016,12/09/2016
17505540,07/18/2016,07/21/2016
17520674,11/07/2016,12/13/2016
17594307,05/06/2016,05/06/2016
17618376,12/14/2016,12/15/2016
17623312,09/29/2016,10/05/2016
17638860,02/20/2017,02/22/2017
17668913,09/08/2016,09/08/2016
17692619,03/30/2017,
17782977,03/24/2017,03/24/2017
17884523,12/16/2016,12/20/2016
17887496,01/25/2017,02/15/2017
17891506,12/28/2016,12/29/2016
17939079,07/10/2016,07/13/2016
17973105,04/05/2016,04/05/2016
17976096,05/17/2016,05/25/2016
17981147,08/01/2016,07/26/2016
17981147,08/15/2016,09/19/2016
17981147,04/22/2016,05/12/2016
17989345,10/10/2016,10/25/2016
18039382,06/08/2016,06/09/2016
18106278,02/23/2017,02/24/2017
18280762,09/30/2016,10/26/2016
18283770,08/03/2016,08/08/2016
18341203,09/09/2016,09/12/2016
18405125,11/03/2016,11/03/2016
18459694,08/12/2016,08/15/2016
18473490,05/11/2016,05/11/2016
18569379,11/01/2016,11/11/2016
18648522,06/22/2016,07/13/2016
18708896,05/27/2016,07/21/2016
18755184,04/12/2016,04/22/2016
18766814,03/10/2016,05/10/2016
18858531,05/20/2016,07/19/2016
18875411,06/14/2016,08/03/2016
18900795,05/20/2016,05/20/2016
18908107,02/13/2017,
18909097,07/15/2016,08/23/2016
18960680,06/12/2016,07/27/2016
18978286,11/07/2016,11/07/2016
18997913,09/13/2016,09/28/2016
19031565,02/23/2017,03/01/2017
19032067,10/31/2016,10/31/2016
19069107,10/17/2016,10/17/2016
19122456,08/11/2016,08/12/2016
19127246,01/20/2017,01/27/2017
19170263,10/24/2016,10/26/2016
19177327,08/24/2016,09/14/2016
19177917,06/01/2016,06/05/2016
19228053,12/05/2016,01/03/2017
19303061,03/07/2016,04/11/2016
19312914,03/05/2017,
19314867,01/04/2017,01/04/2017
19399378,03/22/2017,03/24/2017
19408343,03/23/2017,03/22/2017
19475758,09/01/2016,09/07/2016
19520542,10/17/2016,10/17/2016
19526414,03/07/2016,04/21/2016
19526414,01/21/2017,02/06/2017
19527086,11/03/2016,12/23/2016
19534114,05/18/2016,05/16/2016
19556993,11/01/2016,12/02/2016
19625357,05/06/2016,05/09/2016
19662646,01/30/2017,02/03/2017
19682995,11/07/2016,11/17/2016
19694696,11/25/2016,12/19/2016
19723805,05/19/2016,05/23/2016
19833570,01/11/2017,03/06/2017
19881086,12/21/2016,12/21/2016
19899134,11/04/2016,11/23/2016
19942705,09/06/2016,09/06/2016
19951288,11/16/2016,01/11/2017
19970308,10/14/2016,10/17/2016
20023270,01/05/2017,01/04/2017
20041537,06/01/2016,06/08/2016
20056354,08/15/2016,08/15/2016
20056354,02/14/2017,03/02/2017
20084793,02/20/2017,03/24/2017
20149320,03/20/2017,03/17/2017
20154399,11/10/2016,12/30/2016
20180322,09/16/2016,09/16/2016
20200499,09/06/2016,10/10/2016
20216193,03/17/2016,05/09/2016
20225823,05/19/2016,05/19/2016
20226814,09/05/2016,10/31/2016
20314467,12/21/2016,02/01/2017
20395908,01/04/2017,01/26/2017
20406030,07/11/2016,07/11/2016
20501536,06/14/2016,08/05/2016
20583264,01/03/2017,02/03/2017
20608614,03/20/2017,03/21/2017
20645910,06/16/2016,08/03/2016
20651499,04/29/2016,05/12/2016
20651923,03/07/2017,
20658015,11/14/2016,11/22/2016
20658409,11/08/2016,12/01/2016
20684183,01/25/2017,01/25/2017
20692024,03/09/2016,05/19/2016
20700131,07/04/2016,07/06/2016
20703103,09/08/2016,09/13/2016
20710184,12/02/2016,12/02/2016
20778935,08/23/2016,09/07/2016
20821991,02/23/2017,02/07/2017
20821991,02/15/2017,02/07/2017
20906263,11/09/2016,12/20/2016
20937751,07/11/2016,08/18/2016
20958777,08/02/2016,08/10/2016
20979658,09/21/2016,10/17/2016
21054543,12/07/2016,12/07/2016
21107296,01/05/2017,01/05/2017
21143453,02/08/2017,02/08/2017
21156558,04/20/2016,04/20/2016
21177800,06/06/2016,06/06/2016
21195032,02/22/2017,03/24/2017
21202667,01/26/2017,01/26/2017
21211929,10/05/2016,10/05/2016
21222218,03/02/2017,03/02/2017
21233739,01/16/2017,02/20/2017
21288764,08/01/2016,08/03/2016
21360529,03/09/2017,03/16/2017
21377691,10/28/2016,11/24/2016
21383848,06/03/2016,05/26/2016
21407779,11/01/2016,10/31/2016
21412012,11/18/2016,12/19/2016
21439502,05/17/2016,06/23/2016
21460177,10/19/2016,10/19/2016
21535447,01/13/2017,02/27/2017
21553020,11/01/2016,11/11/2016
21588797,05/17/2016,05/24/2016
21603605,08/18/2016,08/18/2016
21604400,09/06/2016,09/14/2016
21646466,04/12/2016,06/08/2016
21665680,05/03/2016,05/04/2016
21732834,01/11/2017,01/12/2017
21750898,03/23/2017,03/23/2017
21835851,01/11/2017,01/12/2017
21855414,01/25/2017,02/22/2017
21884631,06/07/2016,06/22/2016
21983235,03/01/2017,03/01/2017
22049993,05/25/2016,08/30/2016
22079049,07/05/2016,08/15/2016
22079720,06/02/2016,06/14/2016
22083264,06/06/2016,06/06/2016
22107942,01/05/2017,02/07/2017
22180404,03/29/2016,04/06/2016
22251609,11/12/2016,11/11/2016
22259459,11/18/2016,11/23/2016
22264143,08/19/2016,09/15/2016
22312024,01/03/2017,01/06/2017
22353246,04/11/2016,05/31/2016
22353246,02/03/2017,
22407446,05/03/2016,05/25/2016
22408544,05/27/2016,05/31/2016
22452283,09/04/2016,09/08/2016
22474479,03/31/2017,
22474733,12/13/2016,02/07/2017
22554923,10/14/2016,10/14/2016
22592379,10/12/2016,10/27/2016
22592379,05/31/2016,06/01/2016
22592555,11/25/2016,12/19/2016
22615515,05/26/2016,05/26/2016
22682023,01/19/2017,01/30/2017
22739227,12/21/2016,12/21/2016
22755042,03/01/2017,03/01/2017
22789621,05/25/2016,06/01/2016
22803710,03/29/2017,
22844592,02/13/2017,02/28/2017
22846086,01/06/2017,01/23/2017
22896388,05/04/2016,05/04/2016
22991807,05/03/2016,06/15/2016
22991807,09/23/2016,09/27/2016
23073642,09/02/2016,09/23/2016
23079358,06/09/2016,07/21/2016
23099800,04/01/2016,04/29/2016
23103071,03/15/2017,03/20/2017
23108481,09/16/2016,09/16/2016
23124371,03/22/2017,
23141128,10/11/2016,10/11/2016
23154652,05/18/2016,06/22/2016
23180330,09/26/2016,10/04/2016
23222215,11/03/2016,12/15/2016
23222755,07/29/2016,08/04/2016
23350150,07/06/2016,08/15/2016
23355272,06/06/2016,08/03/2016
23387430,01/09/2017,02/02/2017
23387430,03/24/2016,04/01/2016
23441052,11/17/2016,11/24/2016
23472047,07/07/2016,07/11/2016
23485400,03/28/2017,
23498630,05/16/2016,05/18/2016
23549464,09/22/2016,09/21/2016
23573330,10/05/2016,10/05/2016
23573330,03/16/2016,05/04/2016
23609361,03/06/2017,03/23/2017
23715639,11/08/2016,11/09/2016
23820519,04/01/2016,05/13/2016
23820519,05/26/2016,07/29/2016
23851040,09/27/2016,09/27/2016
23912573,02/16/2017,03/28/2017
23912573,04/12/2016,04/12/2016
24012818,04/08/2016,04/08/2016
24081312,06/14/2016,06/24/2016
24097207,06/19/2016,06/23/2016
24149378,06/08/2016,06/30/2016
24156082,02/02/2017,02/02/2017
24245480,02/20/2017,03/22/2017
24254423,08/23/2016,08/23/2016
24272897,10/13/2016,10/31/2016
24303716,06/09/2016,04/14/2016
24303716,02/19/2016,04/14/2016
24309127,05/19/2016,05/19/2016
24345864,10/06/2016,10/07/2016
24421739,06/25/2016,06/24/2016
24454482,05/19/2016,07/11/2016
24463526,11/03/2016,11/03/2016
24518194,06/22/2016,06/23/2016
24557661,06/01/2016,06/06/2016
24560134,06/21/2016,07/24/2016
24602021,05/02/2016,04/13/2016
24615467,01/31/2017,02/01/2017
24668899,03/10/2016,04/21/2016
24674043,07/22/2016,07/25/2016
24677169,06/25/2016,06/24/2016
24710263,09/09/2016,09/09/2016
24898412,10/10/2016,10/07/2016
24963319,03/24/2017,03/29/2017
24990427,07/04/2016,08/08/2016
25011030,03/30/2016,04/01/2016
25036566,02/09/2017,02/06/2017
25036566,08/18/2016,08/19/2016
25080215,03/22/2016,05/17/2016
25091177,04/04/2016,04/04/2016
