"New ID","Started Date","Assessment End Date"
28599548,06/05/2014,06/27/2014
28644427,09/29/2014,11/17/2014
28716930,11/25/2014,01/15/2015
28733585,12/08/2014,01/09/2015
28769594,05/29/2014,07/04/2014
28780109,03/23/2015,03/23/2015
28799351,10/23/2014,11/19/2014
28855641,05/07/2014,05/07/2014
29012015,12/29/2014,01/16/2015
29041273,02/21/2014,04/17/2014
29055445,04/25/2014,04/25/2014
29071716,03/02/2015,03/02/2015
29079437,10/27/2014,12/23/2014
29204434,03/18/2014,05/09/2014
29207148,02/12/2015,02/16/2015
29242232,12/09/2014,02/20/2015
29279001,05/01/2014,06/17/2014
29301658,10/29/2014,11/21/2014
29305427,11/10/2014,11/27/2014
29325560,11/11/2014,12/22/2014
29369206,01/22/2015,02/23/2015
29387780,03/02/2015,03/26/2015
29460620,02/02/2015,02/09/2015
29494770,02/26/2014,05/02/2014
29529621,03/31/2014,05/21/2014
29539027,07/23/2014,08/14/2014
29541398,03/28/2014,05/01/2014
29584263,12/22/2014,01/27/2015
29628560,08/29/2014,09/10/2014
29736492,03/18/2015,
29773967,07/28/2014,07/30/2014
29832428,08/01/2014,08/14/2014
29870736,06/24/2014,08/20/2014
29916574,10/31/2014,12/09/2014
29962469,05/01/2014,06/25/2014
30025816,01/23/2015,01/28/2015
30030513,03/27/2014,05/20/2014
30061871,08/26/2014,09/19/2014
30083734,12/16/2014,01/06/2015
30084837,06/13/2014,07/28/2014
30107161,08/05/2014,08/18/2014
30137240,08/07/2014,08/26/2014
30142032,04/01/2014,04/22/2014
30145290,07/04/2014,08/07/2014
30148604,09/09/2014,10/21/2014
30148604,02/20/2015,03/02/2015
30181703,03/28/2014,05/02/2014
30222954,08/15/2014,09/19/2014
30258108,03/10/2014,04/10/2014
30283344,03/05/2014,04/25/2014
30328928,12/03/2014,12/24/2014
30328928,07/22/2014,09/08/2014
30334828,04/10/2014,06/05/2014
30350003,05/01/2014,05/13/2014
30359122,02/28/2014,04/28/2014
30370060,06/10/2014,07/14/2014
30376573,08/22/2014,09/05/2014
30391894,02/27/2014,06/18/2014
30394744,05/01/2014,06/11/2014
30405311,02/27/2015,02/27/2015
30534028,11/18/2014,01/29/2015
30608061,06/13/2014,01/14/2015
30608061,06/13/2014,06/19/2014
30663951,04/14/2014,06/02/2014
30678998,01/05/2015,02/27/2015
30687560,03/18/2014,04/16/2014
30746298,08/27/2014,08/28/2014
30746298,06/03/2014,06/24/2014
30821373,08/14/2013,06/27/2014
30852549,03/27/2014,05/14/2014
30855192,08/18/2014,09/18/2014
30860750,03/04/2014,04/25/2014
30867448,03/12/2015,03/19/2015
30867448,01/29/2014,04/02/2014
30867659,06/18/2014,06/20/2014
30881796,09/24/2014,11/03/2014
30908913,03/16/2015,
30908913,10/24/2014,10/24/2014
30960494,05/14/2014,07/03/2014
30960494,01/11/2015,01/25/2015
30964080,05/01/2014,11/20/2014
30981327,11/19/2014,01/09/2015
31008555,05/01/2014,05/09/2014
31030991,07/09/2014,08/06/2014
31054940,12/11/2014,12/12/2014
31086721,05/01/2014,06/12/2014
31089750,08/01/2014,08/04/2014
31097561,01/16/2015,01/19/2015
31101641,03/23/2015,
31101641,10/02/2014,11/19/2014
31215437,08/12/2014,09/23/2014
31220611,03/14/2014,04/10/2014
31270601,07/04/2014,08/29/2014
31299754,03/24/2015,03/24/2015
31302411,12/11/2014,12/12/2014
31302411,03/10/2015,03/11/2015
31364648,02/18/2015,03/02/2015
31386869,05/15/2014,05/15/2014
31455384,01/14/2015,01/21/2015
31455384,10/14/2014,10/22/2014
31470933,07/17/2014,07/24/2014
31557389,10/24/2014,11/05/2014
31573647,10/03/2014,10/13/2014
31601723,07/17/2014,08/14/2014
31726154,08/22/2014,09/05/2014
31727715,07/10/2014,08/13/2014
31853582,08/29/2014,10/06/2014
31926103,07/31/2014,08/19/2014
31951776,01/11/2015,02/25/2015
31964706,05/14/2014,07/09/2014
32011278,01/19/2015,01/21/2015
32014714,05/01/2014,06/09/2014
32021962,08/12/2014,09/19/2014
32039419,03/23/2015,03/23/2015
32039419,04/01/2014,04/22/2014
32066731,02/10/2015,02/11/2015
32066731,09/19/2014,09/30/2014
32144592,04/09/2014,05/23/2014
32203482,02/27/2014,05/06/2014
32238607,10/27/2014,11/19/2014
32245263,08/22/2014,09/29/2014
32279999,08/21/2014,08/22/2014
32348943,12/24/2014,01/13/2015
32384685,03/25/2014,05/27/2014
32421340,04/29/2014,06/12/2014
32427199,07/04/2014,08/07/2014
32453940,03/23/2015,03/23/2015
32457489,12/18/2014,12/23/2014
32504793,07/13/2014,08/26/2014
32504793,03/24/2015,03/24/2015
32569676,10/31/2014,12/09/2014
32575374,08/10/2014,08/11/2014
32671767,09/19/2014,11/04/2014
32692719,09/29/2014,11/17/2014
32716144,08/27/2014,09/18/2014
32730587,05/01/2014,06/17/2014
32735091,01/19/2015,01/21/2015
32737026,01/18/2015,01/21/2015
32741085,03/05/2014,04/17/2014
32762255,07/31/2014,08/26/2014
32765237,02/27/2014,04/02/2014
32768196,05/29/2014,06/12/2014
32811648,02/27/2014,12/11/2014
32861481,01/28/2014,04/08/2014
32927317,01/09/2014,04/16/2014
32956757,10/03/2014,11/17/2014
33073172,01/08/2015,02/09/2015
33146796,10/14/2014,12/04/2014
33149463,03/11/2015,03/10/2015
33199946,01/15/2014,04/03/2014
33233102,03/07/2014,04/29/2014
33306516,03/18/2015,03/31/2015
33334879,06/23/2014,08/05/2014
33342802,08/14/2014,08/22/2014
33347253,01/08/2015,01/12/2015
33364879,05/13/2014,06/18/2014
33367642,05/29/2014,07/03/2014
33410936,01/18/2015,01/21/2015
33434078,02/27/2014,04/25/2014
33481706,08/22/2014,09/02/2014
33488920,04/29/2014,06/12/2014
33562807,09/26/2014,11/27/2014
33585966,02/25/2014,04/10/2014
33691470,08/12/2014,09/29/2014
33849828,01/20/2015,01/23/2015
33863852,03/31/2014,04/15/2014
33863852,01/15/2015,02/04/2015
33879121,04/14/2014,05/30/2014
33919680,07/29/2014,07/31/2014
33969409,02/23/2015,03/31/2015
33971560,03/12/2015,03/18/2015
33971560,10/27/2014,12/03/2014
34073324,10/29/2014,12/23/2014
34159366,11/27/2014,01/19/2015
34178654,05/07/2014,05/13/2014
34178654,11/22/2013,05/13/2014
34188531,01/20/2015,01/21/2015
34361390,03/21/2014,04/08/2014
34362488,04/01/2014,05/20/2014
34362488,08/10/2014,08/13/2014
34373283,05/01/2014,06/06/2014
34384810,01/09/2015,01/16/2015
34501052,03/10/2015,03/11/2015
34544398,08/20/2014,09/02/2014
34680695,07/30/2014,08/12/2014
34718978,04/08/2014,04/09/2014
34788729,07/18/2014,07/21/2014
34946491,02/16/2015,02/23/2015
34968519,02/26/2015,03/02/2015
34981280,06/03/2014,07/27/2014
35009868,03/26/2014,05/06/2014
35060937,03/24/2014,04/23/2014
35075760,03/28/2014,05/22/2014
35115842,03/25/2015,
35163595,08/08/2014,09/22/2014
35194837,11/17/2014,01/06/2015
35198914,07/07/2014,08/21/2014
35222203,03/20/2014,04/22/2014
35272394,03/24/2015,
35300951,01/14/2015,01/16/2015
35359551,01/05/2015,01/21/2015
35360230,08/20/2014,10/05/2014
35378768,03/25/2015,
35486179,10/28/2014,10/31/2014
35486179,08/01/2013,10/23/2014
35492190,02/09/2015,02/17/2015
35497715,10/22/2014,10/31/2014
35510462,02/12/2015,
35535338,10/10/2014,11/17/2014
35544165,09/25/2014,12/30/2014
35600982,02/18/2014,05/09/2014
35649355,09/30/2014,10/16/2014
35679589,04/09/2014,04/17/2014
35717281,05/12/2014,05/20/2014
35731921,02/16/2015,02/23/2015
35770048,11/04/2014,12/03/2014
35923630,03/27/2015,03/27/2015
35928887,02/27/2015,03/02/2015
35941391,02/07/2014,04/01/2014
35985256,09/23/2014,10/23/2014
36085321,06/24/2014,07/22/2014
36107030,03/07/2014,04/11/2014
36123989,12/02/2014,12/16/2014
36194416,05/01/2014,05/09/2014
36210022,05/01/2014,06/19/2014
36271077,06/24/2014,06/25/2014
36287687,05/01/2014,06/04/2014
36287687,10/22/2014,11/10/2014
36312329,08/13/2014,09/11/2014
36341423,11/26/2014,01/22/2015
36366692,11/10/2014,11/13/2014
36382706,05/01/2014,06/18/2014
36415269,03/03/2014,04/22/2014
36421117,01/08/2014,04/09/2014
36421662,05/19/2014,05/20/2014
36450235,12/09/2014,12/09/2014
36507627,09/29/2014,10/29/2014
36516079,11/25/2013,06/05/2014
36519467,06/17/2014,07/24/2014
36538399,12/08/2014,12/22/2014
36564583,03/04/2014,04/08/2014
36567656,04/22/2014,05/07/2014
36581553,04/08/2014,04/09/2014
36601892,01/16/2015,03/17/2015
36612540,07/04/2014,07/28/2014
36619576,12/08/2014,02/09/2015
36801246,03/18/2015,
36811727,03/09/2015,03/10/2015
36982096,09/25/2014,10/07/2014
36997487,06/26/2014,08/05/2014
37003818,11/04/2014,11/30/2014
37138218,10/24/2014,01/12/2015
37142345,11/26/2014,01/09/2015
37179509,03/12/2014,04/08/2014
37198802,02/14/2014,04/04/2014
37242107,08/12/2014,08/21/2014
37252009,04/07/2014,04/08/2014
37445881,01/08/2015,01/11/2015
37445881,01/26/2015,01/30/2015
37462476,08/15/2014,08/15/2014
37484264,01/25/2015,01/25/2015
37493558,03/31/2015,03/31/2015
37509242,03/24/2014,05/14/2014
37536554,05/15/2014,06/18/2014
37582360,10/31/2014,12/09/2014
37610575,01/18/2015,01/21/2015
37724525,03/24/2015,03/24/2015
37783015,01/09/2015,03/06/2015
37799110,06/25/2014,10/04/2014
37808492,05/22/2014,06/13/2014
37897541,07/30/2014,09/02/2014
37954325,04/15/2014,06/02/2014
38115730,06/24/2014,06/25/2014
38217365,02/13/2014,04/10/2014
38240473,10/23/2014,11/10/2014
38284162,03/23/2015,03/20/2015
38313038,03/24/2015,
38334199,03/26/2014,04/16/2014
38351431,08/29/2014,10/26/2014
38355910,10/07/2014,10/28/2014
38396774,12/15/2014,12/16/2014
38409885,01/21/2015,01/23/2015
38448577,07/01/2014,07/09/2014
38465204,08/15/2014,09/23/2014
38477272,07/15/2014,08/04/2014
38478866,07/30/2014,09/18/2014
38518586,11/03/2014,11/21/2014
38524029,05/01/2014,06/17/2014
38555783,04/07/2014,05/20/2014
38668919,11/13/2014,12/19/2014
38694536,09/18/2014,10/13/2014
38694536,05/08/2014,05/22/2014
38711977,08/22/2014,08/29/2014
38733250,03/24/2015,03/24/2015
38844839,03/30/2015,03/30/2015
38875823,03/23/2015,03/23/2015
38883022,02/22/2015,02/23/2015
38958625,02/18/2015,02/18/2015
39252633,05/01/2014,05/30/2014
39253483,01/05/2015,01/13/2015
39271170,07/13/2014,09/12/2014
39364684,03/09/2015,03/10/2015
39408125,03/30/2014,05/21/2014
39408125,11/20/2014,11/25/2014
39518563,03/31/2015,03/31/2015
39555549,12/04/2014,12/11/2014
39632560,09/03/2014,10/27/2014
39686277,02/12/2014,06/25/2014
39686277,07/29/2014,08/04/2014
39741583,07/01/2014,07/21/2014
39769073,01/14/2015,01/16/2015
39808392,10/03/2014,10/13/2014
39808835,05/02/2014,11/02/2014
39888424,03/27/2014,05/06/2014
39892924,09/22/2014,11/10/2014
39900143,08/13/2014,09/09/2014
39955010,02/11/2014,04/15/2014
40002654,04/17/2014,04/23/2014
40055916,05/19/2014,05/23/2014
40141386,02/18/2014,05/02/2014
40148357,10/23/2014,11/14/2014
40185368,10/06/2014,10/24/2014
40205422,08/18/2014,08/22/2014
40271802,08/12/2014,10/01/2014
40271802,01/09/2015,01/16/2015
40271802,03/27/2015,
40271802,02/26/2014,04/29/2014
40299371,12/08/2014,12/23/2014
40383974,11/07/2014,12/16/2014
40399471,03/17/2014,04/24/2014
40417122,03/12/2014,04/03/2014
40499822,04/01/2014,05/23/2014
40516899,05/22/2014,11/19/2014
40539602,05/08/2014,06/04/2014
40540852,03/11/2015,03/13/2015
40556320,03/26/2014,05/08/2014
40589488,10/20/2014,11/03/2014
40602139,09/24/2014,11/04/2014
40602139,04/16/2014,05/19/2014
40607286,03/13/2015,
40635371,02/06/2015,02/12/2015
40721446,02/05/2014,04/01/2014
40739381,06/02/2014,06/10/2014
40779504,03/18/2014,05/09/2014
40839794,03/31/2015,03/31/2015
40870209,03/28/2014,04/23/2014
40875527,02/18/2014,04/30/2014
40901485,08/06/2014,09/02/2014
40927666,10/15/2014,11/07/2014
40976164,04/01/2014,04/08/2014
40990060,05/01/2014,06/03/2014
41080076,08/07/2014,08/08/2014
41095802,11/19/2014,12/19/2014
41197169,11/28/2014,12/24/2014
41208498,10/20/2014,12/09/2014
41211976,08/13/2014,09/14/2014
41234507,02/13/2015,02/20/2015
41237589,10/21/2014,12/04/2014
41387521,05/14/2014,07/09/2014
41404138,03/31/2015,03/31/2015
41414028,05/01/2014,05/16/2014
41480527,02/08/2015,02/10/2015
41486916,01/07/2014,04/15/2014
41545969,08/22/2014,09/04/2014
41568455,07/17/2014,07/24/2014
41569451,08/20/2014,08/22/2014
41569451,05/01/2014,06/05/2014
41591408,03/28/2014,05/02/2014
41713452,12/11/2014,12/15/2014
41807474,01/13/2015,01/14/2015
41837779,02/23/2014,04/15/2014
41862565,02/12/2015,
41893068,06/03/2014,07/27/2014
41893068,01/16/2014,04/09/2014
41909969,10/03/2014,10/08/2014
41929324,08/01/2014,09/04/2014
42007425,08/28/2014,09/23/2014
42180389,03/03/2014,04/24/2014
42289135,03/31/2014,04/07/2014
42310619,08/22/2014,10/20/2014
42324445,10/13/2014,10/30/2014
42326507,11/18/2013,02/13/2015
42499892,05/09/2014,07/02/2014
42635725,05/07/2014,10/08/2014
42666087,06/27/2014,08/01/2014
42666692,11/13/2014,01/13/2015
42669234,09/05/2014,10/16/2014
42787291,10/16/2014,01/14/2015
42862725,11/19/2014,01/29/2015
42862725,03/30/2015,01/14/2015
42862725,03/16/2015,01/14/2015
42883170,07/31/2014,09/14/2014
42894182,07/03/2014,08/11/2014
42894182,10/24/2014,11/04/2014
42916187,07/28/2014,08/15/2014
42959812,09/29/2014,10/26/2014
43013838,07/07/2014,08/14/2014
43045392,11/19/2014,12/17/2014
43057767,03/19/2014,04/08/2014
43078981,03/12/2015,
43085890,07/01/2014,07/16/2014
43102557,09/11/2014,11/03/2014
43171819,04/14/2014,05/14/2014
43183379,04/24/2014,12/02/2014
43222546,08/21/2014,08/22/2014
43231948,05/01/2014,05/16/2014
43236052,06/03/2014,07/24/2014
43254971,05/01/2014,05/30/2014
43282389,03/12/2015,03/11/2015
43296685,10/27/2014,12/10/2014
43298991,09/18/2014,10/01/2014
43298991,05/08/2014,05/28/2014
43326347,02/17/2015,03/04/2015
43458196,07/16/2013,04/09/2014
43531078,10/14/2013,05/07/2014
43619615,12/05/2014,12/21/2014
43640729,03/23/2015,
43660507,04/07/2014,05/14/2014
43683626,10/16/2014,10/31/2014
43688435,01/12/2015,01/14/2015
43688435,08/19/2014,08/28/2014
43692329,10/24/2014,01/14/2015
43711739,01/07/2015,01/12/2015
43848861,06/03/2014,07/27/2014
44010481,01/13/2015,01/15/2015
44010634,03/28/2014,05/19/2014
44047928,07/02/2014,08/11/2014
44052483,05/19/2014,06/16/2014
44062386,02/28/2014,04/14/2014
44161627,03/20/2015,
44161627,01/21/2015,01/23/2015
44161627,10/29/2014,11/06/2014
44174133,10/17/2014,12/11/2014
44182187,03/17/2014,04/01/2014
44228090,09/26/2014,11/27/2014
44337375,07/23/2014,07/30/2014
44363580,10/13/2014,10/17/2014
44410798,01/28/2015,02/03/2015
44435364,02/25/2014,04/14/2014
44491291,03/26/2014,05/19/2014
44518825,06/30/2014,08/04/2014
44525456,03/31/2014,05/16/2014
44557635,07/07/2014,07/09/2014
44575838,07/17/2014,10/31/2014
44631899,06/26/2014,08/05/2014
44634614,03/10/2015,03/12/2015
44722620,12/02/2013,04/09/2014
44729605,12/29/2014,01/13/2015
44847334,06/23/2014,06/30/2014
44852016,02/18/2015,03/17/2015
44914533,02/05/2015,02/09/2015
44951815,11/05/2014,11/05/2014
44963735,03/30/2015,03/30/2015
44963735,02/13/2015,02/13/2015
44978385,03/17/2015,03/17/2015
44997712,10/02/2014,10/05/2014
45024491,06/06/2014,07/31/2014
45052088,03/12/2014,04/29/2014
45059079,01/12/2014,04/07/2014
45117396,08/19/2014,09/08/2014
45120015,04/16/2014,05/30/2014
45130797,03/24/2014,04/23/2014
45208113,02/28/2014,04/28/2014
45209486,08/01/2014,08/04/2014
45221659,02/24/2015,03/17/2015
45273409,07/11/2014,08/07/2014
45275254,03/19/2014,04/15/2014
45282840,06/19/2014,07/17/2014
45293265,02/16/2015,02/25/2015
45298099,04/14/2014,05/12/2014
45326826,07/03/2014,09/02/2014
45326826,12/08/2014,12/08/2014
45365423,04/09/2014,04/30/2014
45423410,12/02/2014,12/24/2014
45453354,03/23/2015,03/31/2015
45457171,07/24/2014,08/11/2014
45529025,04/30/2014,04/30/2014
45533808,01/21/2015,03/06/2015
45548906,10/08/2013,04/11/2014
45568246,10/14/2014,11/03/2014
45568628,08/29/2014,10/26/2014
45580477,03/30/2015,03/30/2015
45791608,06/18/2014,08/10/2014
45830280,07/03/2014,07/24/2014
45830280,09/09/2014,10/17/2014
45834797,10/14/2014,12/01/2014
45925968,02/05/2015,02/22/2015
45938546,03/31/2014,04/02/2014
46015072,06/13/2014,08/11/2014
46118283,10/28/2014,12/16/2014
46138862,05/06/2014,05/13/2014
46213995,01/20/2015,01/22/2015
46298562,06/18/2014,06/19/2014
46305219,09/19/2014,09/24/2014
46313489,04/10/2014,06/03/2014
46360869,10/02/2014,10/31/2014
46459660,04/24/2014,04/28/2014
46507963,03/24/2015,03/24/2015
46513040,02/26/2014,04/01/2014
46539594,02/25/2015,02/25/2015
46628701,01/15/2015,02/22/2015
46746568,04/02/2014,05/20/2014
46823939,01/23/2015,01/29/2015
46833344,07/31/2014,08/19/2014
46961635,02/07/2014,04/04/2014
46979273,08/14/2014,09/23/2014
47156697,08/15/2014,08/26/2014
47186561,11/25/2014,02/03/2015
47189843,04/04/2014,04/10/2014
47248381,02/04/2015,02/10/2015
47264355,08/08/2014,08/12/2014
47286817,04/29/2014,05/29/2014
47301726,10/29/2014,12/12/2014
47309379,06/27/2014,07/01/2014
47344444,12/31/2013,04/09/2014
47346388,09/14/2014,09/26/2014
47417991,07/30/2014,10/05/2014
47421156,05/07/2014,06/05/2014
47438902,07/23/2014,07/29/2014
47468021,03/19/2015,
47486216,11/14/2014,01/20/2015
47492299,11/21/2014,01/23/2015
47497555,09/22/2014,11/10/2014
47502510,05/03/2014,05/05/2014
47573452,01/14/2015,02/24/2015
47575642,03/25/2014,05/09/2014
47637040,03/18/2014,04/15/2014
47637040,10/28/2014,11/11/2014
47659472,02/27/2014,04/14/2014
47674684,10/08/2014,10/16/2014
47744658,02/18/2015,03/25/2015
47837960,02/05/2015,02/22/2015
47856290,03/23/2015,
48030504,11/25/2014,01/20/2015
48305781,05/16/2014,06/23/2014
48314275,01/30/2015,01/30/2015
48314526,10/29/2014,12/23/2014
48349945,05/07/2014,05/27/2014
48406105,07/17/2014,09/15/2014
48411732,02/03/2015,03/10/2015
48433827,01/13/2015,01/15/2015
48458455,05/01/2014,05/29/2014
48488550,07/04/2014,08/18/2014
48532049,01/27/2015,02/20/2015
48544560,09/26/2014,10/28/2014
48682312,10/29/2014,11/15/2014
48683114,09/09/2014,12/11/2014
48725312,02/04/2014,04/11/2014
48752752,02/03/2015,02/25/2015
48774533,04/09/2014,04/30/2014
48791635,06/18/2014,12/03/2014
48818710,12/09/2014,12/12/2014
48832240,07/31/2014,09/02/2014
48890222,09/18/2014,10/08/2014
48984935,02/26/2015,02/26/2015
48990999,04/03/2014,04/14/2014
49053944,11/24/2014,01/11/2015
49083924,12/31/2014,01/29/2015
49107807,07/17/2014,08/29/2014
49156126,01/19/2015,01/21/2015
49231897,03/28/2014,05/20/2014
49274599,06/04/2014,06/27/2014
49313734,07/17/2014,08/30/2014
49422312,07/04/2014,07/07/2014
49626758,07/28/2014,08/01/2014
49706267,02/27/2014,04/15/2014
49706939,06/12/2014,06/24/2014
49714025,12/09/2014,12/18/2014
49759128,01/28/2014,05/28/2014
49759128,03/10/2015,03/09/2015
49759128,03/10/2015,03/09/2015
49815308,03/10/2015,03/10/2015
49839955,05/01/2014,06/02/2014
49847637,04/02/2014,04/07/2014
49926316,08/06/2014,08/15/2014
49929603,10/22/2014,11/10/2014
50006880,02/27/2014,04/08/2014
50014646,06/04/2014,07/25/2014
50030697,07/31/2014,09/15/2014
50051774,09/28/2013,04/15/2014
50204253,12/08/2014,01/16/2015
50268879,08/08/2014,09/22/2014
50270762,07/02/2014,10/24/2014
50307300,10/28/2014,11/05/2014
50307300,08/27/2014,09/09/2014
50338751,01/06/2015,01/09/2015
50354576,03/28/2014,05/02/2014
50390701,12/09/2014,12/11/2014
50396800,10/22/2014,11/27/2014
50413275,11/25/2014,02/15/2015
50415205,05/22/2014,06/02/2014
50459892,03/23/2015,03/26/2015
50512106,05/14/2014,07/15/2014
50512106,03/06/2015,
50600128,09/29/2014,10/22/2014
50648546,03/18/2015,03/18/2015
50697967,06/11/2014,06/16/2014
50697967,05/16/2014,05/30/2014
50717276,06/27/2014,07/01/2014
50810569,01/20/2015,01/28/2015
50834135,03/24/2014,05/02/2014
50988183,02/10/2015,02/11/2015
51017609,07/01/2014,08/19/2014
51053395,11/26/2014,01/19/2015
51132734,05/30/2014,08/27/2014
51184737,02/16/2015,02/18/2015
51207515,03/24/2015,03/23/2015
51357337,07/01/2014,07/02/2014
51391571,06/10/2014,07/24/2014
51477727,08/29/2014,10/26/2014
51478135,08/08/2014,09/22/2014
51613045,08/13/2014,09/10/2014
51639074,11/24/2014,01/08/2015
51742690,03/12/2014,04/07/2014
51874131,12/08/2014,01/13/2015
52089559,05/16/2014,06/23/2014
52103853,07/04/2014,08/14/2014
52103853,04/09/2014,05/14/2014
52159775,04/23/2014,06/23/2014
52176879,02/05/2015,02/10/2015
52176879,06/19/2014,08/14/2014
52200681,03/23/2015,03/18/2015
52214444,06/19/2014,06/25/2014
52229253,05/01/2014,06/02/2014
52229551,08/29/2014,10/06/2014
52250907,03/18/2015,
52331472,09/25/2014,10/27/2014
52349660,12/18/2014,02/06/2015
52396646,06/12/2014,07/09/2014
52418375,04/10/2014,04/24/2014
52497259,03/06/2015,
52497259,05/14/2014,07/15/2014
52583444,09/18/2014,09/22/2014
52585831,03/17/2014,05/23/2014
52585831,09/09/2014,09/23/2014
52623093,03/06/2015,03/30/2015
52697877,11/24/2014,11/25/2014
52932683,03/14/2014,04/13/2014
52939142,07/17/2014,11/17/2014
52973192,02/13/2014,04/09/2014
52973400,10/03/2014,10/13/2014
52982139,06/17/2014,07/24/2014
53032319,11/28/2014,12/18/2014
53032319,04/29/2014,05/09/2014
53032319,01/13/2015,03/12/2015
53124740,07/04/2014,08/21/2014
53162788,03/07/2014,04/25/2014
53219194,05/13/2014,05/20/2014
53231452,11/11/2014,12/04/2014
53247452,01/27/2015,
53293444,01/19/2015,01/20/2015
53354001,07/03/2014,08/04/2014
53358717,04/02/2014,04/07/2014
53373497,07/25/2014,07/28/2014
53397070,05/09/2014,05/13/2014
53401022,06/09/2014,07/25/2014
53406399,01/15/2015,01/16/2015
53451323,02/17/2015,02/18/2015
53467476,07/02/2014,07/22/2014
53500114,05/01/2014,05/16/2014
53569899,02/05/2015,02/22/2015
53588501,07/04/2014,09/17/2014
53591509,09/23/2014,10/05/2014
53605159,11/18/2014,11/25/2014
53607134,10/29/2014,11/15/2014
53615947,12/02/2014,12/02/2014
53657658,05/14/2014,07/11/2014
53664920,12/17/2013,04/09/2014
53671568,03/05/2015,
53731860,09/19/2014,11/06/2014
53749701,05/23/2014,07/02/2014
53788432,07/04/2014,08/18/2014
53974356,06/23/2014,11/19/2014
54042755,11/25/2013,01/29/2015
54061941,04/02/2014,05/22/2014
54102003,03/10/2014,04/11/2014
54151304,05/02/2014,11/02/2014
54151304,05/02/2014,05/22/2014
54220973,05/30/2014,06/17/2014
54230982,05/01/2014,06/04/2014
54230982,08/20/2014,08/22/2014
54244209,01/29/2015,
54256108,01/02/2015,01/15/2015
54314057,03/21/2014,05/13/2014
54320999,06/10/2014,07/28/2014
54332843,07/08/2014,07/22/2014
54388163,05/01/2014,06/03/2014
54388310,01/21/2015,02/22/2015
54392634,11/22/2013,05/13/2014
54392634,05/07/2014,05/13/2014
54459622,06/11/2014,08/01/2014
54557184,06/02/2014,06/03/2014
54611488,02/28/2014,04/30/2014
54639486,01/28/2015,02/02/2015
54646228,09/22/2014,09/25/2014
54646228,01/14/2014,04/03/2014
54771755,03/28/2014,06/02/2014
54778349,12/10/2014,12/11/2014
54792768,11/10/2014,11/18/2014
54812289,07/10/2014,08/07/2014
54865680,09/23/2014,10/23/2014
54893816,06/03/2014,07/28/2014
54893816,12/10/2013,05/02/2014
55045060,03/17/2015,03/23/2015
55045060,09/16/2014,10/29/2014
55115128,03/26/2014,05/19/2014
55141179,07/30/2014,08/27/2014
55259504,03/31/2015,03/31/2015
55286073,05/22/2014,06/11/2014
55286240,03/31/2014,06/03/2014
55296199,05/21/2014,05/30/2014
55296291,05/01/2014,06/17/2014
55300591,08/01/2014,09/17/2014
55423774,01/23/2014,06/17/2014
55467577,07/02/2014,07/23/2014
55467577,07/30/2014,09/23/2014
55533645,01/28/2015,03/11/2015
55547279,03/31/2014,05/08/2014
55554539,04/10/2014,05/12/2014
55575685,06/04/2014,07/03/2014
55582649,05/01/2014,05/23/2014
55630068,06/26/2014,08/13/2014
55730474,03/07/2014,05/13/2014
55751316,07/01/2014,08/19/2014
55762453,03/23/2015,03/23/2015
55809679,12/02/2014,01/21/2015
55842808,05/22/2014,11/19/2014
55895410,11/05/2014,12/11/2014
55895410,04/10/2014,04/28/2014
55895410,03/31/2014,05/19/2014
55914041,05/15/2014,06/13/2014
55976558,02/28/2014,04/09/2014
56149187,12/30/2014,12/30/2014
56192782,09/25/2014,10/16/2014
56201878,03/31/2015,03/31/2015
56249795,06/02/2014,07/15/2014
56360779,09/09/2014,02/04/2015
56487556,09/23/2014,10/31/2014
56520414,11/17/2014,02/06/2015
56526934,02/04/2015,
56633092,06/02/2014,07/16/2014
56637522,06/09/2014,06/24/2014
56645593,01/19/2015,01/21/2015
56743422,08/10/2014,08/13/2014
56743422,04/01/2014,05/20/2014
56842985,03/24/2015,03/24/2015
56842985,07/11/2014,08/28/2014
56961187,08/20/2014,10/02/2014
56984237,10/18/2013,04/02/2014
56993258,07/02/2014,10/24/2014
56998451,11/19/2014,01/07/2015
57037497,03/20/2015,
57064940,12/30/2013,04/23/2014
57216258,02/12/2015,03/13/2015
57227330,06/06/2014,07/25/2014
57247928,02/26/2014,04/10/2014
57294478,06/26/2014,08/04/2014
57317021,07/03/2014,09/02/2014
57319706,11/25/2013,04/11/2014
57319743,10/29/2014,11/15/2014
57350731,03/28/2014,05/20/2014
57421608,01/15/2015,01/19/2015
57481492,10/22/2014,10/31/2014
57507992,07/01/2014,07/11/2014
57534139,04/15/2014,05/30/2014
57664983,05/20/2014,05/28/2014
57687186,12/11/2014,12/15/2014
57713666,02/26/2014,04/29/2014
57733802,03/27/2014,05/20/2014
57805251,06/05/2014,07/02/2014
57810725,02/12/2015,
57820833,06/25/2014,07/24/2014
57837000,01/22/2015,03/23/2015
57989002,03/16/2015,03/12/2015
58007642,08/01/2014,09/10/2014
58039300,10/09/2014,11/25/2014
58064092,03/31/2014,05/02/2014
58095205,08/21/2014,08/22/2014
58146549,07/04/2014,08/08/2014
58155059,09/26/2014,10/22/2014
58170896,05/13/2014,05/20/2014
58190993,10/06/2014,10/09/2014
58194455,06/03/2014,07/27/2014
58198501,03/23/2015,03/23/2015
58297697,02/23/2014,09/04/2014
